"acc-phys/9512001","George Parzen","G. Parzen (Brookhaven National Laboratory)","Particle Motion in the Stable Region Near an Edge of a Linear
  Half-Integer Stopband","16 pages, gzipped texsis paper",,,"BNL-62036","acc-phys physics.acc-ph",,"  This paper studies the motion of a particle whose tune is inside and near a
linear half-integer stopband. Results are found for the tune and beta functions
in the stable region close to an edge of the stopband. It is shown that the
eigenvalues and the eigenfunctions of the transfer matrix are real inside the
stopband. All the results found are also valid for small accelerators where the
large accelerator approximation is not used.
","[{""version"":""v1"",""created"":""Thu, 7 Dec 1995 15:44:01 GMT""},{""version"":""v2"",""created"":""Fri, 8 Dec 1995 15:18:45 GMT""}]","2008-02-03"
"chem-ph/9512002","Hamburger Dani","D.A. Hamburger, A.T. Yinnon, R.B. Gerber (Hebrew University of
  Jerusalem, Israel)","Fractal Dimension of Disordered Submonolayers: Determination from He
  Scattering Data","12 pages, 4 figures, replaced with revised version. More info
  available at http://www.fh.huji.ac.il/~dani/ . Chem. Phys. Lett., in press","Chem. Phys. Lett. 253 (1996) 223","10.1016/0009-2614(96)00259-X",,"chem-ph atom-ph cond-mat physics.chem-ph",,"  We propose a novel method to measure the fractal dimension of a submonolayer
metal adatom system grown under conditions of limited diffusivity on a surface.
The method is based on measuring the specular peak attenuation of He atoms
scattered from the surface, as a function of incidence energy. The (Minkowski)
fractal dimension thus obtained is that of contours of constant electron
density of the adatom system. Simulation results are presented, based on
experimental data. A coverage dependent fractal dimension is found from a
two-decade wide scaling regime.
","[{""version"":""v1"",""created"":""Wed, 6 Dec 1995 22:05:26 GMT""},{""version"":""v2"",""created"":""Thu, 28 Mar 1996 17:34:27 GMT""}]","2009-10-28"
"cond-mat/9512041","Jakob Schiotz","J. Schi{\o}tz, A. E. Carlsson, L. M. Canel, and Robb Thomson","Effect of Crack Blunting on Subsequent Crack Propagation","LaTeX, 8 pages, 4 Postscript figures included as uuencoded gzipped
  tar file. To appear in Mat. Res. Soc. Symp. Proc. Also available at
  http://nils.wustl.edu/schiotz/papers/MRS-Fall-95.html","Mat. Res. Soc. Symp. Proc. 409, 95 (1996)",,,"cond-mat mtrl-th",,"  Theories of toughness of materials depend on an understanding of the
characteristic instabilities of the crack tip, and their possible interactions.
In this paper we examine the effect of dislocation emission on subsequent
cleavage of a crack and on further dislocation emission. The work is an
extension of the previously published Lattice Greens Function methodology. We
have developed a Cavity Greens Function describing a blunt crack and used it to
study the effect of crack blunting under a range of different force laws. As
the crack is blunted, we find a small but noticeable increase in the crack
loading needed to propagate the crack. This effect may be of importance in
materials where a dislocation source near the crack tip in a brittle material
causes the crack to absorb anti-shielding dislocations, and thus cause a
blunting of the crack. It is obviously also relevant to cracks in more ductile
materials where the crack itself may emit dislocations.
","[{""version"":""v1"",""created"":""Wed, 6 Dec 1995 18:24:47 GMT""}]","2007-05-23"
"cond-mat/9512042","Peter Young","H. S. Bokil and A. P. Young","Study of Chirality in the Two-Dimensional XY Spin Glass","4 pages. Latex file and 4 embedded postscript files are included in a
  self-unpacking compressed tar file. A postscript version is available at
  ftp://chopin.ucsc.edu/pub/xysg.ps","J. Phys. A 29 L89 (1996)","10.1088/0305-4470/29/5/002",,"cond-mat",,"  We study the chirality in the Villain form of the XY spin glass in
two--dimensions by Monte Carlo simulations. We calculate the chiral-glass
correlation length exponent $\nu_{\scriptscriptstyle CG}$ and find that
$\nu_{\scriptscriptstyle CG} = 1.8 \pm 0.3$ in reasonable agreement with
earlier studies. This indicates that the chiral and phase variables are
decoupled on long length scales and diverge as $T \to 0$ with {\em different}
exponents, since the spin-glass correlation length exponent was found, in
earlier studies, to be about 1.0.
","[{""version"":""v1"",""created"":""Wed, 6 Dec 1995 17:40:02 GMT""}]","2009-10-28"
"cond-mat/9512043","Allan MacDonald","A.H. MacDonald (Indiana University)","Compressible Strips, Chiral Luttinger Liquids and All That Jazz","30 pages: 4 figures available on request",,,"IUCM95-048","cond-mat",,"  When the quantum Hall effect occurs in a two-dimensional electron gas, all
low-energy elementary excitations are localized near the system edge. The edge
acts in many ways like a one-dimensional ring of electrons, except that a
finite current flows around the ring in equilibrium. This article is a brief
and informal review of some of the physics of quantum Hall system edges. We
discuss the implications of macroscopic {\em compressible strip} models for
microscopic {chiral Luttinger liquid} models and make an important distinction
between the origin of non-Fermi-liquid behavior in fractional quantum Hall
edges and in usual one-dimensional electron gas systems.
","[{""version"":""v1"",""created"":""Wed, 6 Dec 1995 16:32:43 GMT""}]","2007-05-23"
"cond-mat/9512044","Martin Ulmke","Martin Ulmke","Ferromagnetism in the Hubbard Model on the Infinite Dimensional fcc
  Lattice","4 pages, RevTeX + one uuencoded ps-file including 4 figures
  psfig-style included",,,,"cond-mat",,"  The Hubbard model on the fcc lattice is studied in the limit of infinite
spatial dimensions. At sufficiently strong interaction finite temperature
Quantum Monte Carlo calculations yield a second order phase transition to a
highly polarized ferromagnetic state. Ferromagnetism is stable over a wide hole
doping regime but not for electron doping. A possible non-Fermi liquid behavior
is discussed.
","[{""version"":""v1"",""created"":""Wed, 6 Dec 1995 20:05:23 GMT""}]","2007-05-23"
"cond-mat/9512045","Daniel Hone","Daniel W. Hone and Xian-Geng Zhao","Time Periodic Behavior of Multiband Superlattices in Static Electric
  Fields","12 pages, no figure included",,"10.1103/PhysRevB.53.4834","NSF-ITP-95-119","cond-mat",,"  We use an analytic perturbation expansion for the two-band system of tight
binding electrons to discuss Bloch oscillations and Zener tunneling within this
model. We make comparison with recent numerical results and predict
analytically the frequency of radiation expected from Zener tunneling,
including its disappearance, as a function of the system parameters.
","[{""version"":""v1"",""created"":""Wed, 6 Dec 1995 23:36:49 GMT""}]","2009-10-28"
"cond-mat/9512046",,"Ross H. McKenzie, C. J. Hamer, and D. W. Murray (University of New
  South Wales, Sydney, Australia)","Quantum Monte Carlo study of the one-dimensional Holstein model of
  spinless fermions","16 pages of ReVTeX, 11 figures in uuencoded compressed tar file.
  Minor changes to text. Our results are inconsistent with the metal-insulator
  transition studied being a Kosterlitz-Thouless transition. The figures are
  now in the correct order. To appear in Physical Review B, April 15, 1996","Phys. Rev. B 53, 9676 (1996)","10.1103/PhysRevB.53.9676","QE2-95-05","cond-mat",,"  The Holstein model of spinless fermions interacting with dispersionless
phonons in one dimension is studied by a Green's function Monte Carlo
technique. The ground state energy, first fermionic excited state, density wave
correlations, and mean lattice displacement are calculated for lattices of up
to 16 sites, for one fermion per two sites, i.e., a half-filled band. Results
are obtained for values of the fermion hopping parameter of $t=0.1 \omega$,
$\omega$, and $10 \omega$ where $\omega$ is the phonon frequency. At a finite
fermion-phonon coupling $g$ there is a transition from a metallic phase to an
insulating phase in which there is charge-density-wave order. Finite size
scaling is found to hold in the metallic phase and is used to extract the
coupling dependence of the Luttinger liquid parameters, $u_\rho$ and $K_\rho$,
the velocity of charge excitations and the correlation exponent, respectively.
For free fermions ($g=0$) and for strong coupling ($g^2 \gg t \omega$) our
results agree well with known analytic results. For $t=\omega$ and $t=10\omega$
our results are inconsistent with the metal-insulator transition being a
Kosterlitz-Thouless transition.\\
","[{""version"":""v1"",""created"":""Thu, 7 Dec 1995 04:24:50 GMT""},{""version"":""v2"",""created"":""Wed, 31 Jan 1996 05:36:45 GMT""}]","2009-10-28"
"cond-mat/9512047","Takahashi Yutaka","Yutaka Takahashi (Dep. of Electrical and Information Eng., Yamagata
  University)","Monte Carlo Simulations of the Spatial Transport of Excitons in a
  Quantum Well Structure","RevTeX, 31 pages, 9 figures are available upon request by e-mail
  (takahasy@eie.yz.yamagata-u.ac.jp), accepted for publication in Physical
  Review B15",,"10.1103/PhysRevB.53.7322",,"cond-mat",,"  Monte Carlo Simulations of the Spatial Transport of Excitons in a Quantum
Well Structure Yutaka Takahashi (Dep. of Electrical and Information Eng.,
Yamagata University) The in-plane spatial transport of nonequilibrium excitons
in a GaAs quantum well structure has been simulated with the ensemble Monte
Carlo method. The simulation has been performed for excitons in the presence of
residual heavy holes including the interparticle Coulomb scatterings, LA phonon
scatterings, and exciton/carrier-interface roughness scatterings. It has been
found that, in contrast to the free electrons/holes system in which the
carrier-carrier scattering is significant, the interface roughness scattering
is the dominant process for excitons because of the relatively small scattering
rate of exciton-carrier and exciton-exciton scatterings. This strongly affects
both the spatial motion and the energy relaxation of excitons. The spatial and
momentum distributions of excitons have been simulated up to 500 ps at several
exciton temperatures and interface roughness parameters. We have found that the
exciton transport can be regarded as a diffusive motion whose diffusion
coefficient varies with time. The diffusivity varies because the average
velocity of excitons change through the energy transfer between the excitons
and the residual heavy hole/lattice system.
","[{""version"":""v1"",""created"":""Thu, 7 Dec 1995 06:13:42 GMT""}]","2009-10-28"
"cond-mat/9512048","Roman G. Mints","E.H. Brandt, R.G. Mints, and I.B. Snapiro","Long-Range Fluctuation-Induced Attraction of Vortices to the Surface in
  Layered Superconductors","12 pages, RevTeX, a figure is attached as a postscript file, the
  paper is accepted for publication in Physical Review Letters","Phys. Rev. Lett. 76, 827 (1996)","10.1103/PhysRevLett.76.827",,"cond-mat",,"  It is shown that in extremely anisotropic layered superconductors the
interaction of vortex lines with a parallel planar surface, which for straight
lines along the c-axis decreases exponentially over the in-plane penetration
depth $\lambda$, becomes a long-range dipole--dipole attraction when the vortex
line is distorted randomly. This novel long-range fluctuation-induced
attraction enhances the thermal fluctuations down to depths much larger than
$\lambda$ and may lead to flux creep towards the surface.
","[{""version"":""v1"",""created"":""Thu, 7 Dec 1995 07:16:00 GMT""}]","2009-10-28"
"cond-mat/9512049","Bosiljka Tadic","Bosiljka Tadic (IJS, Ljubljana, Slovenia) and Ramakrishna Ramaswamy
  (JNU, New Delhi, India)","Criticality in driven cellular automata with defects","13 pages, Latex, 6 PostScript figures included, all uuencoded
  Z-compressed tar","Physica A 224, 188 (1996)","10.1016/0378-4371(95)00322-3",,"cond-mat",,"  We study three models of driven sandpile-type automata in the presence of
quenched random defects. When the dynamics is conservative, all these models,
termed the random sites (A), random bonds (B), and random slopes (C),
self-organize into a critical state. For Model C the concentration-dependent
exponents are nonuniversal. In the case of nonconservative defects, the
asymptotic state is subcritical. Possible defect-mediated nonequilibrium phase
transitions are also discussed.
","[{""version"":""v1"",""created"":""Thu, 7 Dec 1995 09:50:54 GMT""}]","2015-06-25"
"cond-mat/9512050","Giuseppe G. N. Angilella","Fabio Siringo, Giuseppe G.N. Angilella and Renato Pucci","Renormalization group approach to anisotropic superconductors at finite
  temperature","REVTeX 30 pages; hardcopies of the figures available upon request;
  accepted by Phys. Rev. B","Phys. Rev. B, 53, 2870 (1996)","10.1103/PhysRevB.53.2870","Dip. Fis. Univ. Ct, 95/4","cond-mat",,"  A renormalization group (RG) analysis of the superconductive instability of
an anisotropic fermionic system is developed at a finite temperature. The
method appears a natural generalization of Shankar's approach to interacting
fermions and of Weinberg's discussion about anisotropic superconductors at T=0.
The need of such an extension is fully justified by the effectiveness of the RG
at the critical point. Moreover the relationship between the RG and a
mean-field approach is clarified, and a scale-invariant gap equation is
discussed at a renormalization level in terms of the eigenfunctions of the
interaction potential, regarded as the kernel of an integral operator on the
Fermi surface. At the critical point, the gap function is expressed by a single
eigenfunction and no symmetry mixing is allowed. As an illustration of the
method we discuss an anisotropic tight-binding model for some classes of high
$T_c$ cuprate superconductors, exhibiting a layered structure. Some indications
on the nature of the pairing interaction emerge from a comparison of the model
predictions with the experimental data.
","[{""version"":""v1"",""created"":""Thu, 7 Dec 1995 10:12:17 GMT""}]","2009-10-28"
"cond-mat/9512051","Jean Marc Robin","J. Ranninger, J.M. Robin","Breakdown of Landau Fermi liquid properties in the $2D$ Boson-Fermion
  model","10 pages, RevTeX 3.0","Solid State Communication, 98 (1996) 559","10.1016/0038-1098(95)00836-5",,"cond-mat",,"  We study the normal state spectral properties of the fermionic excitations in
the Boson-Fermion model. The fermionic single particle excitations show a
flattening of the dispersion as the Fermi vector ${\bf k}_{_F}$ is approached
from below, forshadowing a Bogoliubov spectrum of a superconducting ground
state. The width of the quasiparticle excitations near ${\bf k}_{_F}$ increases
monotonically as the temperature is lowered. In the fermionic distribution
function this temperature dependence is manifest in a strong modification of
$n({\bf k})$ in a small region below ${\bf k}_{_F}$, but a nearly $T$
independant $n({\bf k}_{_F})$.
","[{""version"":""v1"",""created"":""Thu, 7 Dec 1995 14:01:52 GMT""}]","2009-10-28"
"gr-qc/9512012","Phil Fraundorf","P. Fraundorf (Physics and Astronomy/CME, U. Missouri-StL)","Three Self-Consistent Kinematics in (1+1)D Special Relativity","RevTeX, 3 tables and 1 figure available from the author and in prep
  for a replacement preprint; also http://newton.umsl.edu/~run/",,,"UMStL-CME-951101pf","gr-qc",,"  When introducing special relativity, an elegant connection to familiar rules
governing Galilean constant acceleration can be made, by describing first the
discovery at high speeds that the clocks (as well as odometers) of different
travelers may proceed at different rates. One may then show how to parameterize
any given interval of constant acceleration with {\em either}: Newtonian
(low-velocity approximation) time, inertial relativistic (unaccelerated
observer) time, or traveler proper (accelerated observer) time, by defining
separate velocities for each of these three kinematics as well. Kinematic
invariance remains intact for proper acceleration since $m a_o = dE/dx$. This
approach allows students to solve relativistic constant acceleration problems
{\em with the Newtonian equations}! It also points up the self-contained and
special nature of the accelerated-observer kinematic, with its frame-invariant
time, 4-vector velocities which in traveler terms exceed Newtonian values and
the speed of light, and of course relativistic momentum conservation.
","[{""version"":""v1"",""created"":""Wed, 6 Dec 1995 16:08:41 GMT""}]","2009-09-25"
"gr-qc/9512013","Szabados Laszlo","Laszlo B Szabados","Quasi-local energy-momentum and two-surface characterization of the
  pp-wave spacetimes","15 pages, Plain Tex, no figures","Class.Quant.Grav. 13 (1996) 1661-1678","10.1088/0264-9381/13/6/028","--","gr-qc",,"  In the present paper the determination of the {\it pp}-wave metric form the
geometry of certain spacelike two-surfaces is considered. It has been shown
that the vanishing of the Dougan--Mason quasi-local mass $m_{\$}$, associated
with the smooth boundary $\$:=\partial\Sigma\approx S^2$ of a spacelike
hypersurface $\Sigma$, is equivalent to the statement that the Cauchy
development $D(\Sigma)$ is of a {\it pp}-wave type geometry with pure
radiation, provided the ingoing null normals are not diverging on $\$ $ and the
dominant energy condition holds on $D(\Sigma)$. The metric on $D(\Sigma)$
itself, however, has not been determined. Here, assuming that the matter is a
zero-rest-mass-field, it is shown that both the matter field and the {\it
pp}-wave metric of $D(\Sigma)$ are completely determined by the value of the
zero-rest-mass-field on $\$ $ and the two dimensional Sen--geometry of $\$ $
provided a convexity condition, slightly stronger than above, holds. Thus the
{\it pp}-waves can be characterized not only by the usual Cauchy data on a {\it
three} dimensional $\Sigma$ but by data on its {\it two} dimensional boundary
$\$ $ too. In addition, it is shown that the Ludvigsen--Vickers quasi-local
angular momentum of axially symmetric {\it pp}-wave geometries has the familiar
properties known for pure (matter) radiation.
","[{""version"":""v1"",""created"":""Wed, 6 Dec 1995 16:12:36 GMT""}]","2009-10-28"
