"acc-phys/9505001","Deepak Raparia","D. Raparia","RFQ-DRL MATCHING SOLUTIONS FOR DIFFERENT REQUIREMENTS","Post Script (3 pages)","Conf.Proc.C950501:3385,1995",,"PAC95, Dallas, 1-5 May 1995 (RAR16)","acc-phys physics.acc-ph",,"  The Radio-Frequency Quadrupole (RFQ) has a FODO lattice and Drift-Tube-Linacs
(DTL) in general also have FODO lattices. Therefore the natural solution for
the matching between these is a FODO lattice. For matching in all three planes
one then needs sixteen degrees of freedom. However, different requirements,
depending on the applications, may change this solution. For example, in the
production environment (like medical and industrial applications), one needs
fixed current and fixed beam quality. On the other hand, in the research
environment one not only needs all degrees of freedom, but may also want to
chop of beam pulse. This paper discusses matching solutions for these different
requirements.
","[{""version"":""v1"",""created"":""Mon, 8 May 1995 07:29:39 GMT""}]","2008-11-26"
"hep-ex/9505005",,"K.Rybicki (Cracow) and R.Rylko (London)","Momentum Correlations of Charmed Pairs Produced in $\pi^{-}-Cu$
  Interactions at 230 GeV/c","10 pages, LaTeX, 4 (pages) postscript figures","Phys.Lett. B353 (1995) 547-553","10.1016/0370-2693(95)00627-W","BRU/PH/201","hep-ex",,"  We study the production characteristics of 557 pairs of charmed hadrons
produced in $\pi^{-}-Cu$\ interactions at 230~GeV/c using a momentum estimator
for charmed hadrons with missing decay products. We find, the mean value of the
transverse momentum squared of the charmed pairs is $<$\pts$>=(1.98\pm 0.11\pm
0.09)\;$ GeV$^2$/c$^2$, the mean rapidity difference is $<|$\yd$|>=0.54\pm
0.02\pm 0.24$, and the mean effective mass is $<$\mef$>=(4.45\pm 0.03\pm
0.13)\;$ GeV/c$^2$. Comparing these results with the next-to-leading order QCD
predictions we find an agreement for the \yd\ and \mef, whilst the measured
mean value of \pts\ is significantly larger than the predicted value.
","[{""version"":""v1"",""created"":""Mon, 8 May 1995 15:50:00 GMT""}]","2009-10-28"
"hep-lat/9505003","Desmond Johnston","C.F. Baillie, W. Janke, D.A. Johnston and P. Plechac","Spin Glasses on Thin Graphs","13 pages of LaTex and 11 postscript figures bundled together with
  uufiles. Discussion of first order transitions for three or more replicas
  included and similarity to Ising replica magnet pointed out. Some additional
  references","Nucl.Phys. B450 (1995) 730-752","10.1016/0550-3213(95)00328-P","COLO-HEP-360","hep-lat cond-mat hep-th",,"  In a recent paper we found strong evidence from simulations that the
Isingantiferromagnet on ``thin'' random graphs - Feynman diagrams - displayed
amean-field spin glass transition. The intrinsic interest of considering such
random graphs is that they give mean field results without long range
interactions or the drawbacks, arising from boundary problems, of the Bethe
lattice. In this paper we reprise the saddle point calculations for the Ising
and Potts ferromagnet, antiferromagnet and spin glass on Feynman diagrams. We
use standard results from bifurcation theory that enable us to treat an
arbitrary number of replicas and any quenched bond distribution. We note the
agreement between the ferromagnetic and spin glass transition temperatures thus
calculated and those derived by analogy with the Bethe lattice, or in previous
replica calculations. We then investigate numerically spin glasses with a plus
or minus J bond distribution for the Ising and Q=3,4,10,50 state Potts models,
paying particular attention to the independence of the spin glass transition
from the fraction of positive and negative bonds in the Ising case and the
qualitative form of the overlap distribution in all the models. The parallels
with infinite range spin glass models in both the analytical calculations and
simulations are pointed out.
","[{""version"":""v1"",""created"":""Mon, 8 May 1995 14:22:59 GMT""},{""version"":""v2"",""created"":""Tue, 27 Jun 1995 10:25:24 GMT""}]","2016-09-01"
"hep-ph/9505246",,"J.L. Hewett","Searching for New Physics with Charm","13 pages, LaTex file with worldsci and psfig. Figures included via
  uufiles",,,"SLAC-PUB-95-6821","hep-ph",,"  We consider the prospect of using the charm system as a laboratory for
probing new physics. The theoretical expectations for rare charm meson decays,
$D^0-bar D^0$ mixing, and charm quark asymmetries in $Z$ decays are examined in
the Standard Model. The effects of new physics from several classes of
non-standard dynamical models are summarized for these phenomena. {Presented at
{\it Lafex International School on High Energy Physics (LISHEP95)}, Rio de
Janeiro, Brazil, February 6-22, 1995}
","[{""version"":""v1"",""created"":""Sun, 7 May 1995 22:13:15 GMT""}]","2007-05-23"
"hep-ph/9505247",,"J.L. Hewett","Probing New Physics in B Penguins","7 pages, LaTex file with worldsci and psfig. Figures included via
  uufiles",,,"SLAC-PUB-95-6782","hep-ph",,"  Constraints placed on physics beyond the Standard Model from the recent CLEO
observation of the inclusive decay $B\to X_s\gamma$ are summarized. Further
searches for new physics using the process $B\to X_s\ell^+\ell^-$ are
discussed. {Presented at the {\it International Workshop on B Physics: Physics
Beyond the Standard Model at the B Factory}, Nagoya, Japan, October 26-28,
1994}
","[{""version"":""v1"",""created"":""Sun, 7 May 1995 22:16:05 GMT""}]","2007-05-23"
"hep-ph/9505248",,"Tom Banks, Yuval Grossman, Enrico Nardi and Yosef Nir","Supersymmetry without R-Parity and without Lepton Number","18 pages, harvmac","Phys.Rev. D52 (1995) 5319-5325","10.1103/PhysRevD.52.5319","RU-24-95, WIS-95/21/May-PH","hep-ph",,"  We investigate Supersymmetric models where neither R parity nor lepton number
is imposed. Neutrino masses can be kept highly suppressed compared to the
electroweak scale if the $\mu$-terms in the superpotential are aligned with the
SUSY-breaking bilinear $B$-terms. This situation arises naturally in the
framework of horizontal symmetries. The same symmetries suppress the trilinear
R parity violating terms in the superpotential to an acceptable level.
","[{""version"":""v1"",""created"":""Mon, 8 May 1995 06:22:02 GMT""}]","2009-10-28"
"hep-ph/9505249","Z. Hioki","M. Consoli and Z. Hioki","Indications on the Higgs-Boson Mass from the LEP Data","15 pages, LaTeX","Mod.Phys.Lett. A10 (1995) 2245-2252","10.1142/S0217732395002404","TOKUSHIMA 95-03","hep-ph",,"  We update our previous analysis on the Higgs mass $m_h$ and the QCD coupling
$\alpha_s(=\alpha_s(M_z))$ by using the LEP data after the 1995 Winter
Conferences. For $m_t=180$ GeV we find evidence for a rather large value of the
Higgs mass in the range 500-1000 GeV, in agreement with the indications from
the W mass.
","[{""version"":""v1"",""created"":""Mon, 8 May 1995 07:35:57 GMT""}]","2015-06-25"
"hep-ph/9505250",,"I.V. Andreev and R.M. Weiner","Production of a chaotic squeezed state from a ``pion liquid"" and
  overbunching of identical pion correlations","Latex File, 6 pages","Phys.Lett. B373 (1996) 159-163","10.1016/0370-2693(96)00102-5","DMR-THEP-95-1/W","hep-ph",,"  It is shown that a one to one correspondence between quantum fields in two
different ""phases"" as might be realized for pions produced from a ""hadron
liquid"" leads to squeezed states. The single and double inclusive cross
sections for at chaotic superposition of such states are calculated. The
correlation of identical pions is overbunched in comparison with canonical
Bose-Einstein correlations.
","[{""version"":""v1"",""created"":""Mon, 8 May 1995 10:21:35 GMT""}]","2009-10-28"
"hep-ph/9505251","Johan Bijnens","Johan Bijnens, Elisabetta Pallante, and Joaquim Prades","Hadronic Light-by-Light Contribution to the Muon $g-2$","LaTeX, 9 pages, uses epsf.sty, two figures included Mistake in
  FORTRAN program corrected. The numerical results and conclusions are changed
  significantly","Phys.Rev.Lett.75:1447-1450,1995; Erratum-ibid.75:3781,1995","10.1103/PhysRevLett.75.1447","NORDITA-95/36 N,P","hep-ph",,"  Mistake in FORTRAN program corrected. The numerical results and conclusions
are changed significantly: We present a calculation of the hadronic
light-by-light contributions to the muon $g-2$ in the $1/N_c$ expansion. We
have used an Extended NJL model and introduced an explicit cut-off for the high
energy region. We have then critically studied the relative size of the high
energy contributions. Although we find them large we can give a conservative
estimate of the light-by-light contribution to $a_\mu$ which is $-(11\pm5)
\cdot 10^{-10}$. This is between two and three sigmas the expected experimental
uncertainty at the forthcoming BNL experiment.
","[{""version"":""v1"",""created"":""Mon, 8 May 1995 11:54:16 GMT""},{""version"":""v2"",""created"":""Wed, 20 Sep 1995 08:20:50 GMT""}]","2011-05-05"
"hep-ph/9505252","Steve Godfrey","Stephen Godfrey","Quartic Gauge Boson Couplings","Latex file uses aipbook.sty with revtex and psfig.sty. 4 figures
  (uuencoded) will be added with figures command. Full postcript version with
  embedded figures is available at
  ftp://ftp.physics.carleton.ca/pub/theory/godfrey/ocipc9505.ps To appear in
  the Proceedings of the International Symposium on Vector Boson
  Self-Interactions, UCLA, Feb. 1-3, 1995",,"10.1063/1.49305","OCIP/C-95-5","hep-ph",,"  Quartic vertices provide a window into one of the most important problems in
particle physics; the understanding of electroweak symmetry breaking. I survey
the various processes that have been proposed to study quartic gauge boson
couplings at future $e^+e^-$, $e\gamma$, $\gamma\gamma$, $e^-e^-$, and $pp$
colliders. For the lowest dimension operators that do not include photons, it
appears that the LHC will provide the most constraining measurements. However,
precision measurements at high energy $e^+e^-$ colliders involving $W^+W^-$
rescattering are also quite sensitive to the effects of a strongly interacting
weak interaction. For quartic couplings involving photons, $\gamma\gamma$
collisions appear to be the best place to measure these couplings. Measurements
using gauge boson production in $e\gamma$ collisions are almost as precise as
the $\gamma\gamma$ processes with $e^+e^-\to VVV$ about an order or magnitude
less sensitive.
","[{""version"":""v1"",""created"":""Mon, 8 May 1995 15:20:22 GMT""}]","2009-10-28"
"hep-ph/9505253",,"Gia Dvali","REMOVING THE COSMOLOGICAL BOUND ON THE AXION SCALE","Latex, 14 pages",,,"IFUP-TH 21/95","hep-ph astro-ph",,"  The current cosmological bound on the invisible axion scale may be avoided in
the class of theories in which the gauge coupling constant is determined
through the expectation value of some scalar field (e.g. moduli in supergravity
and string theories). This leads to the cosmological scenario different from
that of the standard invisible axion, since the initial values of the fields
are usually far away from their true minima, allowing for the color group
becoming strong in the very early universe and fixing the axion field to its
minimum. The effect disappears as soon as scalar field adjusts to its present
value, but the above is enough to ensure that the deviation of the axion
expectation value from the minimum is negligible at the moment of the QCD phase
transition and thus to eliminate the troublesome coherent oscillations. This
may imply that the standard axion window does not necessarily hold in generic
supergravity theories. The above observation may open a natural possibility for
the existence of the axion resulting from the GUT or R-symmetry breaking.
","[{""version"":""v1"",""created"":""Mon, 8 May 1995 15:17:11 GMT""}]","2007-05-23"
"hep-ph/9505254","Peter Landshoff","P V Landshoff","INTRODUCTION TO THE POMERON STRUCTURE FUNCTION","4 pages including 3 figures, uuencoded ps file Based on talks given
  in April 1995 at Photon '95 (Sheffield) and DIS '95 (Paris)",,,,"hep-ph",,"  In many ways the pomeron is like the photon, but there are important
differences. Factorisation allows us to define a pomeron structure function,
even though the pomeron is not a particle. Although we have a model for the
light-quark content of the pomeron, which led to the prediction that a
surprisingly large fraction of events at HERA would have an extremely-fast
final-state proton, its charm and gluon content will have to be got from
experiment. Because the pomeron is not a particle, we cannot derive a momentum
sum rule.
","[{""version"":""v1"",""created"":""Mon, 8 May 1995 14:27:08 GMT""}]","2007-05-23"
"hep-th/9505039",,"I.Krichever, A.Zabrodin","Spin generalization of the Ruijsenaars-Schneider model, non-abelian 2D
  Toda chain and representations of Sklyanin algebra","38 pages, latex, no figures",,"10.1070/RM1995v050n06ABEH002632","preprint ITEP-KZ-1/95","hep-th",,"  Action-angle type variables for spin generalizations of the elliptic
Ruijsenaars-Schneider system are constructed. The equations of motion of these
systems are solved in terms of Riemann theta-functions. It is proved that these
systems are isomorphic to special elliptic solutions of the non-abelian 2D Toda
chain. A connection between the finite gap solutions of solitonic equations and
representations of the Sklyanin algebra is revealed and discrete analogs of the
Lame operators are introduced. A simple way to construct representations of the
Sklyanin algebra by difference operators is suggested.
","[{""version"":""v1"",""created"":""Sun, 7 May 1995 18:03:54 GMT""}]","2015-06-26"
"hep-th/9505040","Poul H. Damgaard, Nbi","P.H. Damgaard, F. De Jonghe and R. Sollacher","BRST Gauge Fixing and Regularization","LaTeX, 12 pages","Nucl.Phys. B454 (1995) 701-715","10.1016/0550-3213(95)00472-5","UUITP-8/95, NIKHEF-H 95-017","hep-th",,"  In the presence of consistent regulators, the standard procedure of BRST
gauge fixing (or moving from one gauge to another) can require non-trivial
modifications. These modifications occur at the quantum level, and gauges exist
which are only well-defined when quantum mechanical modifications are correctly
taken into account. We illustrate how this phenomenon manifests itself in the
solvable case of two-dimensional bosonization in the path-integral formalism.
As a by-product, we show how to derive smooth bosonization in
Batalin-Vilkovisky Lagrangian BRST quantization.
","[{""version"":""v1"",""created"":""Mon, 8 May 1995 11:42:51 GMT""}]","2009-10-28"
"hep-th/9505041",,"J. C. Brunelli and Ashok Das","Bi-Hamiltonian Structure of the Supersymmetric Nonlinear Schrodinger
  Equation","13 pages, plain TeX","Mod.Phys.Lett. A10 (1995) 2019-2028","10.1142/S0217732395002179","UR-1421, ER-40685-870","hep-th",,"  We show that the supersymmetric nonlinear Schr\""odinger equation is a
bi-Hamiltonian integrable system. We obtain the two Hamiltonian structures of
the theory from the ones of the supersymmetric two boson hierarchy through a
field redefinition. We also show how the two Hamiltonian structures of the
supersymmetric KdV equation can be derived from a Hamiltonian reduction of the
supersymmetric two boson hierarchy as well.
","[{""version"":""v1"",""created"":""Mon, 8 May 1995 15:21:32 GMT""}]","2015-06-26"
"hep-th/9505044","Valeri Dvoeglazov","Valeri V. Dvoeglazov (Universidad Aut\'onoma de Zacatecas, Mexico)","Interactions of a $j=1$ boson in the $2(2j+1)$ component theory","REVTeX 3.0 file. 12pp. Substantially revised version of IFUNAM
  preprints FT-93-24, FT-93-35","Int.J.Theor.Phys. 35 (1996) 115-128","10.1007/BF02082937","EFUAZ FT-95-14","hep-th",,"  The amplitudes for boson-boson and fermion-boson interactions are calculated
in the second order of perturbation theory in the Lobachevsky space. An
essential ingredient of the used model is the Weinberg's $2(2j+1)$ component
formalism for describing a particle of spin $j$, recently developed
substantially. The boson-boson amplitude is then compared with the two-fermion
amplitude obtained long ago by Skachkov on the ground of the hamiltonian
formulation of quantum field theory on the mass hyperboloid, $p_0^2 -{\bf
p}^2=M^2$, proposed by Kadyshevsky. The parametrization of the amplitudes by
means of the momentum transfer in the Lobachevsky space leads to same spin
structures in the expressions of $T$ matrices for the fermion and the boson
cases. However, certain differences are found. Possible physical applications
are discussed.
","[{""version"":""v1"",""created"":""Mon, 8 May 1995 05:22:34 GMT""}]","2009-10-28"
"math/9505203","Lajos Soukup","I. Juh\'asz, Lajos Soukup","How to force a countably tight, initially {\omega}_1-compact and
  non-compact space?",,"Topology Appl. 69 (1996), no. 3, 227--250",,"Logic E-prints May 08, 1995","math.LO",,"  Improving a result of M. Rabus we force a normal, locally compact,
0-dimensional,Frechet-Uryson, initially omega_1-compact and non-compact space X
of size omega_2 having the following property: for every open (or closed) set A
in X we have |A|<omega_2 or |X\A|<omega_2.
","[{""version"":""v1"",""created"":""Mon, 8 May 1995 00:00:00 GMT""}]","2010-03-17"
"math/9505204","Ken Kunen","Joan Hart and Kenneth Kunen","Locally Constant Functions",,,,"Logic E-prints May 08, 1995","math.LO",,"  Let X be a compact Hausdorff space and M a metric space. E_0(X,M) is the set
of f in C(X,M) such that there is a dense set of points x in X with f constant
on some neighborhood of x. We describe some general classes of X for which
E_0(X,M) is all of C(X,M). These include beta N - N, any nowhere separable
LOTS, and any X such that forcing with the open subsets of X does not add
reals. In the case that M is a Banach space, we discuss the properties of
E_0(X,M) as a normed linear space. We also build three first countable Eberlein
compact spaces, F,G,H, with various E_0 properties: For all metric M: E_0(F,M)
contains only the constant functions, and E_0(G,M) = C(G,M). If M is the
Hilbert cube or any infinite dimensional Banach space, E_0(H,M) is not all of
C(H,M), but E_0(H,M) = C(H,M) whenever M is a subset of RR^n for some finite n.
","[{""version"":""v1"",""created"":""Mon, 8 May 1995 00:00:00 GMT""}]","2016-09-06"
"nucl-th/9505005","Hiroyuki Siomi","Tetsuo Hatsuda, Su Houng Lee and Hiroyuki Shiomi","QCD Sum Rules, Scattering Length and the Vector Mesons in Nuclear Medium","16 pages, latex, 4 figures appended as uu-encoded file","Phys.Rev.C52:3364-3372,1995","10.1103/PhysRevC.52.3364","UTHEP-301, SNUTP 95-059","nucl-th hep-ph",,"  Critical examination is made on the relation between the mass shift of vector
mesons in nuclear medium and the vector-meson $-$ nucleon scattering length. We
give detailed comparison between the QCD sum rule approach by two of the
present authors (Phys. Rev. {\bf C46} (1992) R34) and the scattering-length
approach by Koike (Phys. Rev. {\bf C51} (1995) 1488). It is shown that the
latter approach is mortally flawed both technically and conceptually.
","[{""version"":""v1"",""created"":""Mon, 8 May 1995 07:24:04 GMT""}]","2008-11-26"
"nucl-th/9505006","Carlos Bertulani","C.A. Bertulani, L.F. Canto and M.S. Hussein","A Coupled-Channels Study of $^{11}Be$ Coulomb Excitation","8 pages, 2 Postscript figures available upon request, corrected
  misprints in eqs. 2 and 5",,"10.1016/0370-2693(95)00595-C",,"nucl-th",,"  We study the effects of channel coupling in the excitation of $^{11}Be$
projectiles incident on heavy targets. The contribution to the excitation from
the Coulomb and the nuclear fields in peripheral collisions are considered. Our
results are compared with recent data on the excitation of the $\halfm$ state
in $^{11}Be$ projectiles. We show that the experimental results cannot be
explained, unless very unusual parameters are used.
","[{""version"":""v1"",""created"":""Mon, 8 May 1995 13:16:56 GMT""},{""version"":""v2"",""created"":""Tue, 30 May 1995 12:36:49 GMT""}]","2009-10-28"
