"adap-org/9505003","Stefan Boettcher","Stefan Boettcher and Maya Paczuski (Brookhaven National Laboratory)","Exact Results for Spatio-Temporal Correlations in a Self-Organized
  Critical Model of Punctuated Equilibrium","4 pages, postscript, uuencoded, (two ps-figures included) Final
  Version, to appear in PRL","Physical Review Letters 76, 348 (1996)","10.1103/PhysRevLett.76.348",,"adap-org cond-mat nlin.AO",,"  We introduce a self-organized critical model of punctuated equilibrium with
many internal degrees of freedom ($M$) per site. We find exact solutions for
$M\rightarrow \infty$ of cascade equations describing avalanche dynamics in the
steady state. This proves the existence of simple power laws with critical
exponents that verify general scaling relations for nonequilibrium phenomena.
Punctuated equilibrium is described by a Devil's staircase with a
characteristic exponent, $\tau_{FIRST}=2-d/4$ where $d$ is the spatial
dimension.
","[{""version"":""v1"",""created"":""Sun, 28 May 1995 21:56:07 GMT""},{""version"":""v2"",""created"":""Fri, 8 Dec 1995 05:05:46 GMT""}]","2009-10-28"
"gr-qc/9505048","Paulo Rodrigues Lima Vargas Moniz","P.V. Moniz","Quantization of the Bianchi type-IX model in N=1 Supergravity in the
  Presence of Supermatter","43 pages, TeX (some minor font problems may occur, just press
  Return), TeX macro for table at the end of file","Int.J.Mod.Phys.A11:1763-1796,1996","10.1142/S0217751X96000948","DAMTP R95/21","gr-qc",,"  The general theory of N=1 supergravity with supermatter is applied to a
Bianchi type IX diagonal model. The supermatter is constituted by a complex
scalar field and its spin-$1\over 2$ fermionic partners. The K\""ahler geometry
is chosen to be a two-dimensional flat one. The Lorentz invariant Ansatz for
the wave function of the universe is taken to be as simple as possible in order
to obtain {\it new} solutions. The set of differential equations derived from
the quantum constraints are analysed in two different cases: if the supermatter
terms include an analytical potential or not. In the latter the wave function
is found to have a simple form.
","[{""version"":""v1"",""created"":""Mon, 29 May 1995 11:27:30 GMT""}]","2014-11-17"
"hep-lat/9505023","Thomas reisz","Thomas Reisz","Advanced Linked Cluster Expansion. Scalar Fields at Finite Temperature","36 pages, latex","Nucl.Phys. B450 (1995) 569-602","10.1016/0550-3213(95)00370-8","HD-THEP-95-23","hep-lat",,"  Linked cluster expansions provide a useful tool for both analytical and
numerical investigations of lattice field theories. The expansion parameter(s)
being the interaction strength(s) fields at neighboured lattice sites are
coupled, they result into convergent hopping parameter like series for free
energies, correlation functions and in particular susceptibilities. We consider
scalar fields with O(N) symmetric nearest neighbour interactions on hypercubic
lattices with possibly finite extension in some directions, thus including
field theories at finite temperature T. We improve known and develop new
techniques and algorithms to increase the order n the expansions can be
computed to in such a way that detailed information on critical behaviour can
be extracted from the susceptibility series. This concerns both simple moments
as well as higher correlations such as 4- and 6-point functions used to define
renormalized coupling constants. Particular emphasis is done on finite
temperature field theory. In order to be able to measure finite T critical
behaviour, the order of explicit computation n has to be sufficiently large
compared to 1/T in lattice units. 2- and 4-point susc. series are computed up
to and including the 18th order and beyond.
","[{""version"":""v1"",""created"":""Mon, 29 May 1995 09:56:18 GMT""}]","2009-10-28"
"hep-lat/9505024","Kazuyuki Kanaya","K. Kanaya","FINITE TEMPERATURE PHASE TRANSITION IN QCD WITH STRANGE QUARK: STUDY
  WITH WILSON FERMIONS ON THE LATTICE","uuencoded compressed PS file, 9 pages, 10 figures, Talk given at the
  International Conference {\it Confinement95}, RCNP, Osaka, March 22-24, 1995",,"10.1142/9789814447140_0014","UTHEP-306, UTCCP-P-2","hep-lat",,"  The effect of the strange quark in the finite temperature phase transition of
QCD is studied on the lattice. Using the one-plaquette gauge action and the
Wilson quark action, the transition in the chiral limit is shown to be
continuous for the case of degenerate two flavors, $N_F=2$, while it is of
first order for $N_F \geq 3$. For a more realistic case of massless up and down
quarks and a light strange quark, $N_F=2+1$, clear two state signals are
observed both for $m_s \simeq 150$ and 400 MeV. In contrast to a previous
result with staggered quarks, this suggests a first order transition in the
real world. In order to see the implication of these results to the continuum
limit, we started to study these issues using improved actions. First results
using a RG improved gauge action combined with the standard Wilson quark is
presented for the case of $N_F=2$: With this action the finite temperature
transition is shown to be continuous in the chiral limit confirming the result
of the standard action. Furthermore, not like the case of the standard action
where lattice artifacts make the transition once very strong at intermediate
values of the hopping parameter $K$ on $N_t=4$ and 6 lattices, a smooth
crossover is found for the improved action when we increase $1/K-1/K_c$, in
accord with a naive expectation about the fate of second order chiral
transition at finite $m_q$.
","[{""version"":""v1"",""created"":""Mon, 29 May 1995 11:59:36 GMT""}]","2016-11-03"
"hep-ph/9505397","Nikolai Uraltsev","R. David Dikeman, M. Shifman and N.G. Uraltsev","b -> s +\gamma : A QCD Consistent Analysis of the Photon Energy
  Distribution","40 pages, 5 Figures to be added as uuencoded files; plain LaTeX","Int.J.Mod.Phys.A11:571-612,1996","10.1142/S0217751X96000274","TPI-MINN-95/9-T, UMN-TH-1339-95, UND-HEP-95-BIG05","hep-ph",,"  The photon energy distribution in the inclusive b -> s+\gamma transitions is
a combination of two components: the first component, soft physics, is
determined by the so called primordial distribution function, while the second
component, perturbative physics, is governed by the hard gluon emission. A
simple ansatz is suggested for the primordial distribution function which obeys
the QCD constraints known so far. We then discuss in detail how the hard gluon
emission affects the energy distribution. An extension of the Sudakov
approximation is worked out incorporating the Brodsky-Lepage-Mackenzie
prescription and its generalizations. We explicitly calculate the marriage of
nonperturbative with perturbative effects in the way required by OPE,
introducing separation scale \mu. A few parameters, such as m_b and \mu_\pi^2
affect the shape of the distribution and, thus, can be determined by matching
to the experimental data. The data, still scarce, while not giving precise
values for these parameters, yield consistency with theory: the current values
of the above parameters lie within experimental uncertainty. On the theoretical
side we outline a method allowing one to go beyond the practical version of
OPE.
","[{""version"":""v1"",""created"":""Mon, 29 May 1995 03:40:17 GMT""},{""version"":""v2"",""created"":""Tue, 30 May 1995 16:39:45 GMT""},{""version"":""v3"",""created"":""Wed, 31 May 1995 15:13:33 GMT""}]","2014-11-17"
"hep-ph/9505399",,"Uschi Grandel, Wolfram Weise (TU-Muenchen, Germany)","Non-Perturbative Scales in Soft Hadronic Collisions at High Energies","8 pages,latex, 2 figures uuencoded","Phys.Lett. B356 (1995) 567-572","10.1016/0370-2693(95)00855-F","TUM/T39-95-3","hep-ph",,"  We investigate the role of nonperturbative quark-gluon dynamics in soft high
energy processes. In order to reproduce differential and total cross sections
for elastic proton-proton and proton-antiproton-scattering at high energy and
small momentum transfer it turns out that we need two scales, the gluonic
correlation length and a confinement scale. We find a small gluonic correlation
length, a = 0.2 fm, in accordance with recent lattice QCD results.
","[{""version"":""v1"",""created"":""Mon, 29 May 1995 08:58:49 GMT""}]","2009-10-28"
"hep-ph/9505400","Rey Soo Jong","Junegone Chay and Soo-Jong REY","Normalization of the Perturbative QCD Corrections for $B\to X_s \,
  \gamma$ Decay","13 pages, REVTEX, 2 ps figure-files are attached",,,"SNUTP-95-050","hep-ph",,"  We study the normalization of perturbative QCD corrections to the inclusive
$B \rightarrow X_s \gamma$ decay. We propose to set the renormalization scale
using the Brodsky-Lepage-Mackenzie (BLM) method. In the proposed method the
scale is determined by absorbing the vacuum polarization correction from light
fermions to renormalization scale but not including the anomalous dimensions.
The BLM scale depends in general on the renormalization scheme and the
factorization scale. We find that the BLM scale is insensitive to the
factorization scale. In the heavy-quark potential scheme, we find that the BLM
scale is $\mu_{BLM} \approx (0.315 - 0.334) m_b$ when the factorization scale
varies from $m_b/2$ to $2 m_b$.
","[{""version"":""v1"",""created"":""Mon, 29 May 1995 11:57:22 GMT""},{""version"":""v2"",""created"":""Tue, 30 May 1995 06:46:06 GMT""}]","2008-02-03"
"hep-ph/9505401","My Account","N. Mavromatos and D. Nanopoulos","Non-Critical String Theory Formulation of Microtubule Dynamics and
  Quantum Aspects of Brain Function","40 pages, 4 figures (not included). Minor typographical corrections",,,"ENSLAPP-A-524/95","hep-ph hep-th",,"  Microtubule (MT) networks, subneural paracrystalline cytosceletal structures,
seem to play a fundamental role in the neurons. We cast here the complicated MT
dynamics in the form of a $1+1$-dimensional non-critical string theory, thus
enabling us to provide a consistent quantum treatment of MTs, including
enviromental {\em friction} effects. We suggest, thus, that the MTs are the
microsites, in the brain, for the emergence of stable, macroscopic quantum
coherent states, identifiable with the {\em preconscious states}. Quantum
space-time effects, as described by non-critical string theory, trigger then an
{\em organized collapse} of the coherent states down to a specific or {\em
conscious state}. The whole process we estimate to take ${\cal O}(1\,{\rm
sec})$, in excellent agreement with a plethora of experimental/observational
findings. The {\em microscopic arrow of time}, endemic in non-critical string
theory, and apparent here in the self-collapse process, provides a satisfactory
and simple resolution to the age-old problem of how the, central to our
feelings of awareness, sensation of the progression of time is generated.
","[{""version"":""v1"",""created"":""Mon, 29 May 1995 13:59:46 GMT""},{""version"":""v2"",""created"":""Wed, 31 May 1995 14:23:41 GMT""},{""version"":""v3"",""created"":""Sat, 1 Jul 1995 20:41:16 GMT""}]","2008-02-03"
"hep-ph/9505402","Smaragda Lola","G. K. Leontaris, S. Lola and G. G. Ross","Heavy neutrino threshold effects in low energy phenomenology","22 pages, latex file, including 8 latex figures. Revised version
  (typos corrected, references added), to be published in Nucl. Phys. B","Nucl.Phys. B454 (1995) 25-44","10.1016/0550-3213(95)00377-5","CERN-TH-95-133, HD-HEP-95-8, IOA-95-323","hep-ph",,"  Right handed neutrinos with mass of ${\cal O} \; (10^{12}-10^{13})$ GeV are
required to implement the see-saw mechanism and generate neutrino masses
capable of playing a role in structure formation.
  Moreover models of fermion masses often relate the Yukawa couplings involving
these neutrinos to the up-quark Yukawa couplings. Here we study the effects of
such couplings on the radiative corrections to quark masses. We find that
$b-\tau$ equality at $M_{GUT}$ may still give the correct $m_b/m_{\tau}$--
ratio at low energies, but only if there is large $\mu-\tau$ mixing in the
charged leptonic sector. We propose specific mass matrix ``textures'' dictated
by a $U(1)$ family symmetry whose structure preserves $m_b=m_{\tau}$ at
$M_{GUT}$. In these schemes, due to the large $\nu_{\mu} - \nu_{\tau}$ mixing,
it is possible to give a simultaneous solution to the solar neutrino deficit
and the atmospheric neutrino problem.
","[{""version"":""v1"",""created"":""Mon, 29 May 1995 14:14:43 GMT""},{""version"":""v2"",""created"":""Wed, 23 Aug 1995 17:28:58 GMT""}]","2016-09-01"
"hep-ph/9505403","Ramana","M. V. Ramana (Department of Physics, University of Toronto)","A New Physics Source of Hard Gluons in Top Quark Production","8 pages, 3 Latex figures, Written version of talk given at the 17th
  annual MRST meeting, Rochester, May 8-9, 1995",,,,"hep-ph",,"  We consider the contribution of new strongly interacting sector, with a
characteristic scale of half a TeV, to top quark production at the Tevatron.
The color-octet, isosinglet analog of the $\rho$ meson in this theory is
produced copiously in hadron colliders. If the mass of this resonance is less
than twice the mass of the lightest pseudo-Goldstone bosons, then an important
decay mode could be to the color-octet analog of the $\eta$ and a gluon. The
subsequent decay of this $\eta$ into $\ttbar$ gives rise to top quark events
with a hard gluon.
","[{""version"":""v1"",""created"":""Mon, 29 May 1995 15:20:43 GMT""}]","2007-05-23"
"hep-ph/9505404","Andreas Vogt","W. Vogelsang (Rutherford Appleton Lab), A. Vogt (DESY)","Constraints on the Proton's Gluon Distribution from Prompt Photon
  Production","29 Pages, LaTeX, 9 figures","Nucl.Phys. B453 (1995) 334-354","10.1016/0550-3213(95)00424-Q","CCL-TR-95-004, DESY 95-096","hep-ph",,"  We analyze the capability of prompt photon production in pp and pp(bar)
collisions to constrain the gluon distribution of the proton, considering data
from fixed-target experiments as well as collider measurements. Combined fits
are performed to these large-p_T direct gamma cross sections and lepton-proton
deep-inelastic scattering data in the framework of next-to-leading order
perturbative QCD. Special attention is paid to theoretical uncertainties
originating from the scale dependence of the results and from the fragmentation
contribution to the prompt photon cross section.
","[{""version"":""v1"",""created"":""Mon, 29 May 1995 15:22:39 GMT""}]","2009-10-28"
"hep-th/9505172",,"R. Floreanini and R. Percacci","The heat-kernel and the average effective potential","9 pages, plain-Tex","Phys.Lett. B356 (1995) 205-210","10.1016/0370-2693(95)00799-Q","SISSA 59/95/EP","hep-th",,"  We discuss the definition of the average effective action in terms of the
heat-kernel. As an example we examine a model describing a self-interacting
scalar field, both in flat and curved background, and study the renormalization
group flow of some of the parameters characterizing its effective potential.
Some implications of the running of these parameters for inflationary cosmology
are also briefly discussed.
","[{""version"":""v1"",""created"":""Mon, 29 May 1995 08:13:50 GMT""}]","2009-10-28"
"hep-th/9505173","Friedemann Brandt","Glenn Barnich, Friedemann Brandt and Marc Henneaux","Local BRST cohomology in Einstein--Yang--Mills theory","68 pages, latex, no figures Misprint corrected in list of dimensions
  where topological anomalies can occur (no such anomaly in 11 dimensions)","Nucl.Phys. B455 (1995) 357-408","10.1016/0550-3213(95)00471-4","KUL-TF-95/16, ULB-TH-95/07","hep-th gr-qc",,"  We analyse in detail the local BRST cohomology in Einstein-Yang-Mills theory
using the antifield formalism. We do not restrict the Lagrangian to be the sum
of the standard Hilbert and Yang-Mills Lagrangians, but allow for more general
diffeomorphism and gauge invariant actions. The analysis is carried out in all
spacetime dimensions larger than 2 and for all ghost numbers. This covers the
classification of all candidate anomalies, of all consistent deformations of
the action, as well as the computation of the (equivariant) characteristic
cohomology, i.e. the cohomology of the spacetime exterior derivative in the
space of (gauge invariant) local differential forms modulo forms that vanish
on-shell. We show in particular that for a semi-simple Yang-Mills gauge group
the antifield dependence can be entirely removed both from the consistent
deformations of the Lagrangian and from the candidate anomalies. Thus, the
allowed deformations of the action necessarily preserve the gauge structure,
while the only candidate anomalies are those provided by previous works not
dealing with antifields, and by ``topological"" candidate anomalies which are
present only in special spacetime dimensions (6,9,10,13,...). This result no
longer holds in presence of abelian factors where new candidate anomalies and
deformations of the action can be constructed out of the conserved Noether
currents (if any). The Noether currents themselves are shown to be
covariantizable, with a few exceptions discussed as well.
","[{""version"":""v1"",""created"":""Mon, 29 May 1995 12:18:21 GMT""},{""version"":""v2"",""created"":""Mon, 12 Jun 1995 08:37:00 GMT""}]","2015-06-26"
"hep-th/9505174","Walter Troost","F. De Jonghe, P. Termonia, W. Troost and S. Vandoren","An alternative BRST operator for topological Landau-Ginzburg models","9 pages, LaTex. 2 references added. elaboration of previous footnote
  at the end of section 2","Phys.Lett. B358 (1995) 246-252","10.1016/0370-2693(95)01008-E","KUL-TF-95/14 and NIKHEF-95/025","hep-th",,"  We propose a new BRST operator for the B-twist of $N=2$ Landau-Ginzburg (LG)
models. It solves the problem of the fractional ghost numbers of Vafa's old
BRST operator and shows how the model is obtained by gauge fixing a zero
action. An essential role is played by the anti-BRST operator,which is given by
one of the supersymmetries of the $N=2$ algebra. Its presence is needed in
proving that the model is indeed a topological field theory. The space of
physical observables, defined by taking the anti-BRST cohomology in the BRST
cohomology groups, is unchanged.
","[{""version"":""v1"",""created"":""Mon, 29 May 1995 15:03:01 GMT""},{""version"":""v2"",""created"":""Thu, 27 Jul 1995 14:10:52 GMT""}]","2009-10-28"
"nucl-th/9505040",,"R.A. Arndt, I.I. Strakovsky, R.L. Workman, and M.M. Pavan","Updated analysis of $\pi$N elastic scattering data to 2.1~GeV: The
  Baryon Spectrum","25 pages of text plus 5 figures. Revtex file and postscript figures
  available via anonymous FTP at ftp://clsaid.phys.vt.edu/pub/pin","Phys.Rev.C52:2120-2130,1995","10.1103/PhysRevC.52.2120","VPI-CAPS-95/2","nucl-th",,"  We present the results of energy-dependent and single-energy partial-wave
analyses of $\pi$N elastic scattering data with laboratory kinetic energies
below 2.1~GeV. Resonance structures have been extracted using Breit-Wigner
fits, speed plots, and a complex plane mapping of the associated poles and
zeroes. This is the first set of resonance parameters from a VPI analysis
constrained by fixed-t dispersion relations. We have searched our solutions for
structures which may have been missed in our previous analyses, finding
candidates in the $S_{11}$ and $F_{15}$ partial-wave amplitudes. Our results
are compared with those found by the Karlsruhe, Carnegie-Mellon$-$Berkeley, and
Kent State groups.
","[{""version"":""v1"",""created"":""Mon, 29 May 1995 14:23:41 GMT""}]","2008-11-26"
"nucl-th/9505041","Munsi Mustafa","M. G. Mustafa and A. Ansari","Temperature dependent Nucleon Mass and entropy bound inequality","Latex file(3 figures obtainable from first author)",,,"IP/BBSR/95-47","nucl-th",,"  Mass of a baryon as a function of temperature is calculated using
colour-singlet partition function for massless quarks (with two flavours) and
abelian gluons confined in a bag with a temperature dependent bag pressure
constant $B(T)$. The non-perturbative aspect of QCD interaction is included
through colour-singlet restriction on quark-gluon partition function in a
phenomenological way. The entropy bound inequality $ S/E \ \leq \ 2\pi R/\hbar
c $, where $S, \ E $ and $R$ are entropy, energy and radius, respectively of
the enclosed system with $\hbar c \ = \ 197.331 $ MeVfm, is found to be
consistent with the equilibrium solutions of the baryon mass upto a temperature
$T_E$. There is a region of temperature $T_E < T < T_C$ ($T_C$ is critical
temperature for quark-gluon plasma formation) in which no admissible
equilibrium states exist for the bag. We say that the system expriences a phase
jump from hadron to quark-gluon plasma through thermodynamic non-equlibrium
processes.
","[{""version"":""v1"",""created"":""Mon, 29 May 1995 04:45:32 GMT""}]","2007-05-23"
"nucl-th/9505044","Munsi Mustafa","M. G. Mustafa and A. Ansari","Strangelets at finite temperature","Revtex file+4 figures(ps files)","Phys.Rev.D53:5136,1996; Erratum-ibid.D54:4694,1996;
  Phys.Rev.D54:4694,1996","10.1103/PhysRevD.53.5136 10.1103/PhysRevD.54.4694","IP/BBSR/95-46","nucl-th",,"  Within the MIT bag model picture of QCD, we have studied the stability of
finite size strangelets at finite temperature with baryon number $A \leq 100$.
The light quarks $u$ and $d$ are considered massless while mass of the $s$
quark is taken as $150$ MeV. Using discrete eigen energies of the
non-interacting quarks in the bag, grand canonical partition function is
constructed and then the free energy is minimized with respect to the bag
radius. In the $T\rightarrow 0$ limit clear shell structures are found which
persist upto about $T=10$ MeV. Infact for $A=6$ the shell structure disappears
only at $T > 20$ MeV.
","[{""version"":""v1"",""created"":""Mon, 29 May 1995 04:47:57 GMT""}]","2014-11-18"
