"adap-org/9503003",,"Frode Torvund (University of Oslo), Jan Froyland (University of Oslo)","Strong Ordering by Non-uniformity of Thresholds in a Coupled Map Lattice","12 pages uuencoded postscript, including figures. Accepted for
  publication in Physica Scripta.",,"10.1088/0031-8949/52/6/003",,"adap-org nlin.AO",,"  The coupled map lattice by Olami {\it et al.} [Phys. Rev. Lett. {\bf 68},
1244 (1992)] is ``doped'' by letting just {\it one} site have a threshold,
$T^{*}_{\rm max}$, bigger than the others. On an $L \times L$ lattice with
periodic boundary conditions this leads to a transition from avalanche sizes of
about one to exactly $L^2$, and after each avalanche stresses distributes among
only five distinct values, $\tau_{k}$, related to the parameters $\alpha $ and
$T^{*}_{\rm max}$ by $\tau_{k}= k\alpha T^{*}_{\rm max}$ where $k=0,1,2,3,4$.
This result is independent of lattice size. The transient times are inversely
proportional to the amount of doping and increase linearly with $L$.
","[{""version"":""v1"",""created"":""Wed, 29 Mar 1995 17:25:19 GMT""}]","2015-06-30"
"cond-mat/9503156","Zlatko Tesanovic","Zlatko Tesanovic","New Phases of High Temperature Superconductors in High Magnetic Field","5 pages, plain TeX, no figures -- Proceedings of the 1995 Miami
  Workshop on High Temperature Superconductivity, to be published in Journal of
  Superconductivity",,,,"cond-mat",,"  Fluctuation behavior of high temperature superconductors in high magnetic
field is studied within the Ginzburg-Landau theory. Landau level degeneracy of
Cooper pairs enhances fluctuations which destroy the familiar Abrikosov vortex
lattice for D=2,3. Instead, a charge-density wave of Cooper pairs (SCDW) is the
new low-temperature phase of the theory. SCDW has no condensate, but differs
from the normal state by a periodic modulation of the Cooper pair density. In
presence of disorder, the Abrikosov state is revived and both superconducting
and density-wave phases are possible.
","[{""version"":""v1"",""created"":""Wed, 29 Mar 1995 16:05:45 GMT""}]","2007-05-23"
"cond-mat/9503157","Nigel Wilding","R. Hilfer and N.B. Wilding","Are critical finite-size scaling functions calculable from knowledge of
  an appropriate critical exponent?","11 pages postscript, plus 2 separate postscript figures, all as
  uuencoded gzipped tar file. To appear in J. Phys. A.",,"10.1088/0305-4470/28/10/001","KOMA-94-41.","cond-mat",,"  Critical finite-size scaling functions for the order parameter distribution
of the two and three dimensional Ising model are investigated. Within a
recently introduced classification theory of phase transitions, the universal
part of the critical finite-size scaling functions has been derived by
employing a scaling limit that differs from the traditional finite-size scaling
limit. In this paper the analytical predictions are compared with Monte Carlo
simulations. We find good agreement between the analytical expression and the
simulation results. The agreement is consistent with the possibility that the
functional form of the critical finite-size scaling function for the order
parameter distribution is determined uniquely by only a few universal
parameters, most notably the equation of state exponent.
","[{""version"":""v1"",""created"":""Thu, 30 Mar 1995 08:56:48 GMT""}]","2009-10-28"
"cond-mat/9503158","Subir Sachdev","Subir Sachdev (Yale University) and Antoine Georges (ENS, Paris)","Charge and spin density wave ordering transitions in strongly correlated
  metals","14 pages, REVTEX 3.0, 2 postscript figures","Physical Review B 52, 9520 (1995)","10.1103/PhysRevB.52.9520",,"cond-mat",,"  We study the quantum transition from a strongly correlated metal, with heavy
fermionic quasiparticles, to a metal with commensurate charge or spin density
wave order. To this end, we introduce and numerically analyze a large
dimensionality model of Ising spins in a transverse field, coupled to two
species of fermions; the analysis borrows heavily from recent progress in the
solution of the Hubbard model in large dimensions. At low energies, the Ising
order parameter fluctuations are characterized by the critical exponent $z \nu
= 1$, while above an energy scale, $\Gamma$, there is a crossover to $z\nu =
1/2$ criticality. We show that $\Gamma$ is of the order of the width of the
heavy quasiparticle band, and can be made arbitrarily small for a correlated
metal close to a Mott-Hubbard insulator. Therefore, such a correlated metal has
a significant intermediate energy range of $z\nu=1/2$ behavior, a single
particle spectrum with a narrow quasiparticle band, and well-formed analogs of
the lower and upper Hubbard bands; we suggest that these features are
intimately related in general.
","[{""version"":""v1"",""created"":""Thu, 30 Mar 1995 10:08:24 GMT""}]","2009-10-28"
"cond-mat/9503159","Nieminen Jouko","J. A. Nieminen","Temperature dependence of surface reconstructions of Au on Pd(110)","7 pages, REVTeX two-column format, 3 postscript figures available on
  request from Jouko.Nieminen@cc.tut.fi To appear in Phys. Rev. Letters",,"10.1103/PhysRevLett.74.3856","none","cond-mat mtrl-th",,"  Surface reconstructions of Au film on Pd(110) substrate are studied using a
local Einstein approximation to quasiharmonic theory with the Sutton-Chen
interatomic potential. Temperature dependent surface free energies for
different coverages and surface structures are calculated. Experimentally
observed transformations from $(1\times1)$ to $(1 \times 2)$ and $(1 \times 3)$
structures can be explained in the framework of this model. Also conditions for
Stranski-Krastanov growth mode are found to comply with experiments. The domain
of validity of the model neglecting mixing entropy is analyzed.
","[{""version"":""v1"",""created"":""Thu, 30 Mar 1995 10:16:34 GMT""}]","2009-10-28"
"cond-mat/9503160","Stefan Mashkevich","Edouard Gorbar, Stefan Mashkevich, Sergei Sharapov","Anyons beyond the plane","14 pages, LATEX, 2 Postscript figures available upon request to
  mash@phys.unit.no","Phys.Rev. B52 (1995) 16096","10.1103/PhysRevB.52.16096","IPNO/TH 95-20","cond-mat hep-th",,"  We consider particles in three-dimensional space, which have a certain
probability to find themselves in a thin layer (``plane''), where they are
assumed to be well described by a planar Hamiltonian and are subject to
Aharonov-Bohm-type interaction. We demonstrate that their planar motion is then
anyonlike, with the ``effective statistical parameter'' proportional
essentially to the square of the probability. We also show that charge-flux
composites with solenoids of finite length, provided they are themselves
fermions, can form a bound state in which they behave like anyons, without any
external potential confining them to a plane.
","[{""version"":""v1"",""created"":""Thu, 30 Mar 1995 10:35:08 GMT""}]","2009-10-28"
"gr-qc/9503057","Maria Bento","M.C. Bento and O. Bertolami","Cosmological Solutions of Higher-Curvature String Effective Theories
  with Dilatons","7 pages, plain Tex with panda.tex macro (included), no figures","Phys.Lett.B368:198-201,1996","10.1016/0370-2693(95)01519-1","CERN-TH/95-63, DFTT 19/95","gr-qc",,"  We study the effect of higher-curvature terms in the string low-energy
effective actions on the cosmological solutions of the theory, up to
corrections quartic in the curvatures, for the bosonic and heterotic strings as
well as the type II superstring. We find that cosmological solutions exist for
all string types but they always disappear when the dilaton field is included,
a conclusion that can be avoided if string-loop effects are taken into account.
","[{""version"":""v1"",""created"":""Wed, 29 Mar 1995 16:02:11 GMT""}]","2009-10-16"
"gr-qc/9503059","Jorge Pullin","Cayetano Di Bartolo, Rodolfo Gambini, Jorge Griego, Jorge Pullin","The space of states of quantum gravity in terms of loops and extended
  loops: some remarks","16 Pages, Revtex/epsf, one figure included.","J.Math.Phys. 36 (1995) 6510-6528","10.1063/1.531254","CGPG-95/3-5","gr-qc hep-th",,"  This article reviews the status of several solutions to all the constraints
of quantum gravity that have been proposed in terms of loops and extended
loops. We discuss pitfalls of several of the results and in particular discuss
the issues of covariance and regularization of the constraints in terms of
extended loops. We also propose a formalism for ``thickened out loops'' which
does not face the covariance problems of extended loops and may allow to
regularize expressions in a consistent manner.
","[{""version"":""v1"",""created"":""Wed, 29 Mar 1995 21:35:07 GMT""}]","2009-10-28"
"gr-qc/9503060","Bernard Linet","B. Linet","Vacuum polarization induced by a uniformly accelerated charge","13 pages, latex, no figures, to appear in Int. J. Theor. Phys.","Int.J.Theor.Phys. 34 (1995) 1055-1064","10.1007/BF00671366","GCR-941003","gr-qc",,"  We consider a point charge fixed in the Rindler coordinates which describe a
uniformly accelerated frame. We determine an integral expression of the induced
charge density due to the vacuum polarization at the first order in the fine
structure constant. In the case where the acceleration is weak, we give
explicitly the induced electrostatic potential.
","[{""version"":""v1"",""created"":""Thu, 30 Mar 1995 12:55:07 GMT""}]","2009-10-28"
"hep-lat/9503026","Roger Horsley","M. Goeckeler, R. Horsley, P.E.L. Rakow and G. Schierholz","Effective Yukawa Couplings in Noncompact Lattice QED","12 pages, uuencoded compressed postscript","Phys.Lett.B353:100-106,1995","10.1016/0370-2693(95)00555-Y","DESY 95-060, HLRZ 95-05, FUB-HEP/95-5","hep-lat",,"  We investigate effective Yukawa couplings of mesons to the elementary
fermions in noncompact lattice QED. The couplings are extracted from suitable
fermion-antifermion-meson three-point functions calculated by Monte Carlo
simulations with dynamical staggered fermions. The scaling behaviour is
compatible with expectations from perturbation theory, thus indicating
triviality of QED. The lines of constant Yukawa coupling are compared to flows
of other quantities. Consistency is seen, at most, for weak coupling.
","[{""version"":""v1"",""created"":""Thu, 30 Mar 1995 13:17:34 GMT""}]","2008-11-26"
"hep-ph/9503461","Marek Jezabek","M. Jezabek","Polarized Heavy Quarks","Latex,26p.,9 figures,epsf.sty. To appear in Acta Phys.Polon.B,
  Proc.of the Cracow Epiphany Conference on Heavy Quarks, Jan.5-6, 1995,
  Cracow, Poland. In honour of the 60th birthday of Kacper Zalewski. The
  complete paper, including figures, is also available via anonymous ftp at
  129.13.102.139 as ftp://ttpux2.physik.uni-karlsruhe.de/ttp95-12/ttp95-12.ps,
  or via www at http://ttpux2.physik.uni-karlsruhe.de/cgi-bin/preprints/","Acta Phys.Polon.B26:789-811,1995",,"TTP 95-12","hep-ph",,"  Polarization studies for heavy quarks can lead to important tests of the
Standard Model. Top quark pair production in $e^+e^-$ annihilation is
considered near energy threshold. It is shown that for longitudinally polarized
electrons the produced top quarks and antiquarks are highly polarized.
Dynamical effects originating from strong interactions in the $t-\bar t$ system
can be calculated using Green function method. Energy-angular distributions of
leptons in semileptonic decays of polarized heavy quarks are sensitive to both
the polarization of the decaying quark and V-A structure of the weak charged
current. Some applications to $b$ quark physics at the $Z^0$ resonance are
briefly reviewed.
","[{""version"":""v1"",""created"":""Wed, 29 Mar 1995 16:33:26 GMT""}]","2011-03-02"
"hep-ph/9503465","Michelangelo Mangano","M.L. Mangano and A. Petrelli","An update on $\chi_c$ Decays: Perturbative QCD versus Data","10 pages, Latex","Phys.Lett. B352 (1995) 445-450","10.1016/0370-2693(95)00516-N","CERN-TH/95-67","hep-ph",,"  We present a global fit of current available experimental results on $\chi_c$
decays within next-to-leading-order perturbative QCD. The quality and reduced
errors of recent data improve the agreement between theory and experiment.
","[{""version"":""v1"",""created"":""Wed, 29 Mar 1995 17:47:20 GMT""}]","2009-10-28"
"hep-ph/9503467",,"E.V. Shuryak (Department of Physics, State University of New York at
  Stony Brook)","Instanton size distribution: repulsion or the infrared fixed point?","Figures as .ps file","Phys.Rev. D52 (1995) 5370-5373","10.1103/PhysRevD.52.5370",,"hep-ph hep-lat hep-th",,"  We discuss available information about the instanton size distribution
$d(\rho)$, which comes from lattice simulations and the interacting instanton
liquid model. Not only they are remarkably consistent, but one can also
reproduce $d(\rho)$ with an alternative idea, based on the infrared fixed
point. We show, that lattice non-perturbative beta-function (for $bare$ charge
renormalization) also suggests such a hint. We also discuss whether it is
possible to reconcile the instanton physics with reasonable
large-number-of-colors limit, concluding that our fits for SU(2) and SU(3)
theories are actually very close to the critical value $8\pi^2/g^2= N_c*5.4$
when it is the case.
","[{""version"":""v1"",""created"":""Wed, 29 Mar 1995 19:52:12 GMT""},{""version"":""v2"",""created"":""Thu, 30 Mar 1995 15:20:46 GMT""}]","2009-10-28"
"hep-ph/9503468",,"C. Hamzaoui and M.E. Pospelov","Electric dipole moment of neutron in the Kobayashi-Maskawa model with
  four generations of quarks","14 pages, LaTex, 5 figures (available upon the request)","Phys.Lett. B357 (1995) 616-623","10.1016/0370-2693(95)00919-C","BINP 95-22; UQAM-PHE/95-03","hep-ph",,"  We show that the existence of a possible fourth heavy generation of quarks
gives rise to a significant enhancement to the neutron electric dipole moment
in comparison with the Standard Model prediction. The smaller degree of
suppression in this case is linked to the presence of the operators of
dimension $\leq$ 6 which enter into the effective Lagrangian with coefficients
proportional to the square of the top quark mass. Numerically, the enhancement
is mainly associated with chromoelectric dipole moment of the s quark which
appears at three loop level, of the order $\al_s\al_w^2m_sm_t^2/m^4_w$ from the
CP-odd combination of mixing angles between second, third and fourth
generations. Its value is calculated explicitly in the limit of large masses of
the fourth generation of quarks. The corresponding contribution to the electric
dipole moment of the neutron is $5\cdot10^{-30} e\cdot cm$ in the most
optimistic scenarios about the values of the Kobayashi-Maskawa matrix elements.
The additive renormalization of $\theta$-term in this model is estimated as
$10^{-13}$.
","[{""version"":""v1"",""created"":""Thu, 30 Mar 1995 06:44:29 GMT""}]","2009-10-28"
"hep-ph/9503469","Youngman Kim","Youngman Kim, Hyun Kyu Lee, Mannque Rho","Finite-Temperature Corrections in the Dilated Chiral Quark Model","13 pages , LaTex","Phys.Rev.C52:1184-1188,1995","10.1103/PhysRevC.52.R1184","HYUPT-95/4","hep-ph nucl-th",,"  We calculate the finite-temperature corrections in the dilated chiral quark
model using the effective potential formalism. Assuming that the dilaton limit
is applicable at some short length scale, we interpret the results to represent
the behavior of hadrons in dense {\it and} hot matter. We obtain the scaling
law, $\frac{f_{\pi}(T)}{f_{\pi}} = \frac{m_Q (T)}{m_Q}
  \simeq \frac{m_{\sigma}(T)}{m_{\sigma}}$ while we argue, using PCAC, that
pion mass does not scale within the temperature range involved in our
Lagrangian. It is found that the hadron masses and the pion decay constant drop
faster with temperature in the dilated chiral quark model than in the
conventional linear sigma model that does not take into account the QCD scale
anomaly. We attribute the difference in scaling in heat bath to the effect of
baryonic medium on thermal properties of the hadrons. Our finding would imply
that the AGS experiments (dense {\it and} hot matter) and the RHIC experiments
(hot and dilute matter) will ``see"" different hadron properties in the
hadronization phase.
","[{""version"":""v1"",""created"":""Thu, 30 Mar 1995 15:35:09 GMT""}]","2016-09-01"
"hep-ph/9503470","A. A. Penin","A.A.Penin and A.A.Pivovarov","On a subtle point of sum rules calculations: toy model","LaTeX file","Phys.Lett. B357 (1995) 427-430","10.1016/0370-2693(95)00928-E","Preprint INR 886/95","hep-ph",,"  We consider a two-point correlator in massless $\phi^3$ model within the
ladder approximation . The spectral density of the correlator is known
explicitly and does not contain any resonances. Meanwhile making use of the
standard sum rules technique with a simple ""resonance + continuum"" model of the
spectrum allows to predict parameters of the ""resonance"" very accurately in the
sense that all necessary criteria of stability are perfectly satisfied.
","[{""version"":""v1"",""created"":""Thu, 30 Mar 1995 09:30:02 GMT""}]","2009-10-28"
"hep-ph/9503471","Shmatikov","M.Shmatikov (Russian Research Center ``Kurchatov Institute'', Moscow)","On the width of molecular states","8 pages, plain LaTeX + 1 figure (available upon request)","Nucl.Phys. A596 (1996) 425-435","10.1016/0375-9474(95)00402-5",,"hep-ph",,"  Width of molecular-type $Q\bar{Q}q\bar{q}$ hadronic states is discussed. It
depends on the quantum numbers of the state and on the details of the
long-range mechanism ensuring the bindedness of a molecule. Specific cases when
the width is large are considered in detail.
","[{""version"":""v1"",""created"":""Thu, 30 Mar 1995 13:49:51 GMT""}]","2009-10-28"
"hep-ph/9503472",,"J.L. Goity and Marc Sher","Bounds on $\Delta B=1$ Couplings in the Supersymmetric Standard Model","Latex, 3 pages, no figures. Talk given by MS at the Beyond the
  Standard Model IV Conference, 13-18 December, 1994, Lake Tahoe, California.",,"10.1016/0370-2693(96)01076-3","WM-95-102","hep-ph",,"  The most general supersymmetric model contains baryon number violating terms
of the form $\lm_{ijk}\ \ov{D}_i\ \ov{D}_j\ \ov{U}_k$ in the superpotential. We
reconsider the bounds on these couplings, assuming that lepton number
conservation ensures proton stability. These operators can mediate $n-\ov{n}$
oscillations and double nucleon decay. We show that neutron oscillations do
not, as previously claimed, constrain the $\lm_{dsu}$ coupling; they do provide
a bound on the $\lm_{dbu}$ coupling, which we calculate. We find that the best
bound on $\lm_{dsu}$ arises from double nucleon decay into two kaons. There are
no published limits on this process; experimenters are urged to examine this
nuclear decay mode. Finally, the other couplings can be bounded by the
requirement of perturbative unification.
","[{""version"":""v1"",""created"":""Thu, 30 Mar 1995 14:08:57 GMT""}]","2009-10-28"
