"alg-geom/9503015","S. Kumar","Shrawan Kumar","The nil Hecke ring and singularity of Schubert varieties","AMSTEX",,"10.1007/BF01232388",,"alg-geom math.AG",,"  We give a criterion for smoothness of a point in any Schubert variety in any
G/B in terms of the nil Hecke ring.
","[{""version"":""v1"",""created"":""Fri, 24 Mar 1995 07:27:21 GMT""}]","2015-06-24"
"hep-ph/9503422","Damien Pierce","Jonathan Bagger, Konstantin Matchev and Damien Pierce","Precise Predictions for the Masses and Couplings in the Minimal
  Supersymmetric Standard Model","12 pages, epsf.tex, 9 figures included. Talk given by D. Pierce at
  ""Beyond the Standard Model IV"", Lake Tahoe, California, December 13-18, 1994.",,,"JHU-TIPAC-95007","hep-ph",,"  We present selected results of our program to determine the masses, gauge
couplings, and Yukawa couplings of the minimal supersymmetric model in a full
one-loop calculation. We focus on the precise prediction of the strong coupling
alpha_s(M_Z) in the context of supersymmetric unification. We discuss the
importance of including the finite corrections and demonstrate that the
leading-logarithmic approximation can significantly underestimate alpha_s(M_Z)
when some superpartner masses are light. We show that if GUT thresholds are
ignored, and the superpartner masses are less than about 500 GeV, the
prediction for alpha_s(M_Z) is quite large. We impose constraints from nucleon
decay experiments and find that minimal SU(5) GUT threshold corrections
increase alpha_s(M_Z) over most of the parameter space. We also consider the
missing-doublet SU(5) model and find that it predicts preferred values for the
strong coupling, even for a very light superpartner spectrum. We briefly
discuss predictions for the bottom-quark mass in the small tan beta region.
","[{""version"":""v1"",""created"":""Fri, 24 Mar 1995 00:29:25 GMT""}]","2007-05-23"
"hep-ph/9503423","J. Wudka","Jose Wudka (some macros left out are included, this should LateX
  properly)","APPLICATIONS OF EFFECTIVE LAGRANGIANS","Plain LaTeX; epsf required.",,,"UCRHEP-T141","hep-ph",,"  The applications of effective lagrangians to the determination of the effects
of physics beyond the Standard Model are briefly described. Emphasis is given
to those effective operators which generate the largest deviations form the
Standard Model; some applications are described. of the paper (or other short
description) [Talk given at ""Beyond the Standard Model IV"", Lake Tahoe, CA,
Dec. 13-18, 1994]
","[{""version"":""v1"",""created"":""Fri, 24 Mar 1995 01:04:38 GMT""},{""version"":""v2"",""created"":""Fri, 24 Mar 1995 16:53:02 GMT""}]","2009-09-25"
"hep-ph/9503424","Ctepanova Galina","A.A. Bolokhov, A.N. Manashov, M.V. Polyakov and V.V.Vereshagin","Contribution of the Sixth Order Effective Chiral Lagrangian to the $\pi
  K$ Scattering at Large $N_c$","LaTeX errors are removed",,,,"hep-ph",,"  Using the method of asymptotic sum rules we estimated the size of $O(m_s
p_\pi^4)$ and $O(m_s^2 p_\pi^2)$ corrections to $\pi K$ scattering amplitude in
large $N_c$ limit. These corrections arise from the sixth order effective
chiral lagrangian (EChL). Our method enables us to estimate the corresponding
terms of the sixth order EChL in leading order of $1/N_c$ expansion in model
independent way. We found that the corrections numerically are suppressed in
spite of naive expectation of 30--35\%. Our estimation gives the value of these
corrections about 5--10\% .
","[{""version"":""v1"",""created"":""Fri, 24 Mar 1995 11:00:12 GMT""},{""version"":""v2"",""created"":""Wed, 29 Mar 1995 16:37:08 GMT""}]","2016-09-01"
"hep-ph/9503427",,"Edward Shuryak, (Physics Department, State Univ of NY at Stony Brook)","THE QCD VACUUM, CHIRAL PHASE TRANSITION AND QUARK-GLUON PLASMA","A review for the book ``Quark-gluon plasma"", R.Hwa, editor. It is a
  regular LATEX file, figures available from the Author (by FAX or mail)",,"10.1142/9789812830661_0004",,"hep-ph",,"  In recent years, significant progress was reached in understanding of vacuum
and hadronic structure. We review recent works on the {\it point-to-point
correlation functions}, comparing those obtained from phenomenology,
``instanton liquid"" models and on the lattice. The second topic is physics of
chiral symmetry restoration, which may lead to observable hadron modification
and unusual event-per-event fluctuations. We discuss collective flow and
phenomena related with a remarkable ``softness"" of the equation of state near
the phase transition, as well as phenomena at small $p_t$. We also describe
recent ideas on the mechanism of chiral restoration, based on formation of {\it
polarized instanton-antiinstanton molecules}. The third part, related to
quark-gluon plasma, is related mainly with the issue of initial equilibration
of QGP in high energy collisions. We discuss different ``parton cascade""
approaches and argue that {\it multi-gluon} processes dominate them. We briefly
discuss predictions for RHIC and LHC energies.
","[{""version"":""v1"",""created"":""Fri, 24 Mar 1995 14:54:08 GMT""}]","2016-11-03"
"hep-ph/9503428","Troyan Sergei","E. N. Antonov (Petersburg Nuclear Physics Institute)","Beyond Low-Gribov theorem for high energy interactions of scalar and
  gauge particles","38 pages, 10 figures using FEYNMAN","Int.J.Mod.Phys. A11 (1996) 2545-2574","10.1142/S0217751X9600122X","PNPI-2039","hep-ph",,"  We obtain a generalization of the Low theorem for non-Abelian boson emission
in collision of scalar and gauge vector particles and its extension to high
energy collisions for small transverse momenta of produced particles. We
demonstrate that in the case of particles with spin the direct extension the
Low formula to high energy is in contradiction with the correct amplitude
factorization behavior. Consideration of different kinematical regions and use
of methods of dual models allows us to separate contributions of intermediate
excited states and standard spin corrections in the Low formulae. We show that
the amplitude factorization occurs at high energy due to the contribution of
the intermediate states which is additional to the gluon production amplitude
for the scalar particle collision.
","[{""version"":""v1"",""created"":""Fri, 24 Mar 1995 15:49:15 GMT""},{""version"":""v2"",""created"":""Fri, 26 May 1995 17:33:39 GMT""}]","2009-10-28"
"hep-th/9503156",,"L.D.Soloviev","Straight-line string with curvature","7 pages, latex, no figures",,,"IHEP 95-49","hep-th",,"  Classical and quantum solutions for the relativistic straight-line string
with arbitrary dependence on the world surface curvature are obtained. They
differ from the case of the usual Nambu-Goto interaction by the behaviour of
the Regge trajectory which in general can be nonlinear. Regularization of the
action is considered and comparison with relativistic point with curvature is
made.
","[{""version"":""v1"",""created"":""Thu, 23 Mar 1995 17:45:47 GMT""}]","2007-05-23"
"hep-th/9503157","Nekrassov Alexandrovich","Nikita Nekrasov","Holomorphic Bundles and Many-Body Systems","harvmac, 21 pages. In the revised version the formulas for the Lax
  operator on the arbitrary genus curve are added","Commun.Math.Phys. 180 (1996) 587-604","10.1007/BF02099624","PUPT-1534, ITEP-N95/1","hep-th alg-geom math.AG",,"  We show that spin generalization of elliptic Calogero-Moser system, elliptic
extension of Gaudin model and their cousins can be treated as a degenerations
of Hitchin systems. Applications to the constructions of integrals of motion,
angle-action variables and quantum systems are discussed. Explicit formulas for
the Lax operator on the higher genus surfaces are obtained in the Shottky
parameterization. The constructions are motivated by the Conformal Field
Theory, and their quantum counterpart can be treated as a degeneration of the
critical level Knizhnik-Zamolodchikov-Bernard equations.
","[{""version"":""v1"",""created"":""Thu, 23 Mar 1995 20:09:43 GMT""},{""version"":""v2"",""created"":""Fri, 24 Mar 1995 06:07:39 GMT""},{""version"":""v3"",""created"":""Sun, 30 Apr 1995 23:28:36 GMT""},{""version"":""v4"",""created"":""Mon, 1 May 1995 17:36:44 GMT""}]","2009-10-28"
"hep-th/9503158","Chris Pope","H. Lu, C.N. Pope and K.W. Xu","BRST Operators for Higher-spin Algebras","9 pages. CTP TAMU-13/95.","Phys.Lett.B358:239-245,1995","10.1016/0370-2693(95)01030-T",,"hep-th",,"  In this paper, we construct non-critical BRST operators for matter and
Liouville systems whose currents generate two different $W$ algebras. At the
classical level, we construct the BRST operators for $W^{\rm M}_{2,s}\otimes
W^{\rm L}_{2,s'}$. The construction is possible for $s=s'$ or $s\ge s'+2$. We
also obtain the BRST operator for $W^{\rm M}_{2,4}\otimes W^{\rm L}_4$ at the
classical level. We use free scalar realisations for the matter currents in the
above constructions. At the full quantum level, we obtain the BRST operators
for $W^{\rm M}_{2,s}\otimes W^{\rm L}_2$ with $s=4,5, 6$, where $W_2$ denotes
the Virasoro algebra. For the first and last cases, the BRST operators are
expressed in terms of abstract matter and Liouville currents. As a by-product,
we obtain the $W_{2,4}$ algebra at $c=-24$ and the $W_{2,6}$ algebra at $c=-2$
and $-\ft{286}3$, at which values the algebras were previously believed not to
exist.
","[{""version"":""v1"",""created"":""Thu, 23 Mar 1995 22:08:01 GMT""}]","2009-10-07"
"hep-th/9503159","Chris Pope","H. Lu, C.N. Pope and K.W. Xu","Higher-spin Realisations of the Bosonic String","8 pages. CTP TAMU-10/95.","Mod.Phys.Lett.A10:1857-1864,1995","10.1142/S0217732395002003",,"hep-th",,"  It has been shown that certain $W$ algebras can be linearised by the
inclusion of a spin--1 current. This provides a way of obtaining new
realisations of the $W$ algebras. Recently such new realisations of $W_3$ were
used in order to embed the bosonic string in the critical and non-critical
$W_3$ strings. In this paper, we consider similar embeddings in $W_{2,4}$ and
$W_{2,6}$ strings. The linearisation of $W_{2,4}$ is already known, and can be
achieved for all values of central charge. We use this to embed the bosonic
string in critical and non-critical $W_{2,4}$ strings. We then derive the
linearisation of $W_{2,6}$ using a spin--1 current, which turns out to be
possible only at central charge $c=390$. We use this to embed the bosonic
string in a non-critical $W_{2,6}$ string.
","[{""version"":""v1"",""created"":""Thu, 23 Mar 1995 22:10:12 GMT""}]","2009-10-07"
"hep-th/9503160",,"A. Ritz and R. Delbourgo","The low energy effective Lagrangian for photon interactions in any
  dimension","In the revised version, the results have been expressed in terms of
  Bernoulli polynomials instead of generalized zeta functions; they agree for
  spinor QED with those of Schubert and Schmidt (obtained differently by path
  integral methods).","Int.J.Mod.Phys.A11:253-270,1996","10.1142/S0217751X96000122",,"hep-th",,"  The subject of low energy photon-photon scattering is considered in arbitrary
dimensional space-time and the interaction is widened to include scattering
events involving an arbitrary number of photons. The effective interaction
Lagrangian for these processes in QED has been determined in a manifestly
invariant form. This generalisation resolves the structure of the weak-field
Euler-Heisenberg Lagrangian and indicates that the component invariant
functions have coefficients related, not only to the space-time dimension, but
also to the coefficients of the Bernoulli polynomial.
","[{""version"":""v1"",""created"":""Fri, 24 Mar 1995 14:13:00 GMT""},{""version"":""v2"",""created"":""Thu, 30 Mar 1995 20:35:00 GMT""}]","2008-11-26"
"hep-th/9503161","Jan De Boer","Jan de Boer, Frederique Harmsze and Tjark Tjin","Non-linear finite $W$-symmetries and applications in elementary systems","88 pages, LaTeX","Phys.Rept.272:139-214,1996","10.1016/0370-1573(95)00075-5","ITP-SB-95-07, ITFA-03-2/95","hep-th",,"  In this paper it is stressed that there is no {\em physical} reason for
symmetries to be linear and that Lie group theory is therefore too restrictive.
We illustrate this with some simple examples. Then we give a readable review on
the theory finite $W$-algebras, which is an important class of non-linear
symmetries. In particular, we discuss both the classical and quantum theory and
elaborate on several aspects of their representation theory. Some new results
are presented. These include finite $W$ coadjoint orbits, real forms and
unitary representation of finite $W$-algebras and Poincare-Birkhoff-Witt
theorems for finite $W$-algebras. Also we present some new finite $W$-algebras
that are not related to $sl(2)$ embeddings. At the end of the paper we
investigate how one could construct physical theories, for example gauge field
theories, that are based on non-linear algebras.
","[{""version"":""v1"",""created"":""Thu, 23 Mar 1995 22:48:00 GMT""}]","2008-11-26"
"hep-th/9503162",,"J. Ellis, N.E. Mavromatos and D.V. Nanopoulos","A string scenario for inflationary cosmology","17 pages LATEX","Mod.Phys.Lett.A10:1685-1698,1995","10.1142/S0217732395001800","ACT-03/95, CERN-TH.7480/94, CTP-TAMU-12/95, ENSLAPP-A-492/94.","hep-th astro-ph gr-qc hep-ph",,"  We describe a scenario for inflation in the framework of non-critical string
theory, which does not employ an inflaton field. There is an exponential
expansion of the volume of the Universe, induced by enormous entropy production
in the early stages of cosmological evolution. This is associated with the loss
of information carried by global string modes that cross the particle horizon.
It is the same loss of information that induces irreversible time flow when
target time is identified with the world-sheet Liouville mode. The resulting
scenario for inflation is described by a string analogue of the Fokker-Planck
equation that incorporates diffusion and dissipative effects. Cosmological
density perturbations are naturally small.
","[{""version"":""v1"",""created"":""Fri, 24 Mar 1995 00:03:17 GMT""}]","2009-09-11"
"hep-th/9503163","Stephen Shenker","Michael R. Douglas and Stephen H. Shenker (Rutgers University)","Dynamics of $SU(N)$ Supersymmetric Gauge Theory","28 pages, harvmac, 4 eps figures in separate uuencoded file. We have
  extended this paper considerably, adding new results, discussion and figures.
  In particular, we give exact formulas for masses and couplings along a
  scaling trajectory appropriate to the large $N$ limit. These formulas display
  a novel effect due to light electric $W$ bosons down to energy scales $\sim
  e^{-N}$, deep in the weak coupling magnetic regime","Nucl.Phys.B447:271-296,1995","10.1016/0550-3213(95)00258-T","RU-95-12","hep-th hep-ph",,"  We study the physics of the Seiberg-Witten and
Argyres-Faraggi-Klemm-Lerche-Theisen-Yankielowicz solutions of $D=4$,
$\mathcal{N}=2$ and $\mathcal{N}=1$ $SU(N)$ supersymmetric gauge theory. The
$\mathcal{N}=1$ theory is confining and its effective Lagrangian is a
spontaneously broken $U(1)^{N-1}$ abelian gauge theory. We identify some
features of its physics which see this internal structure, including a spectrum
of different string tensions. We discuss the limit $N\rightarrow\infty$,
identify a scaling regime in which instanton and monopole effects survive, and
give exact results for the crossover from weak to strong coupling along a
scaling trajectory. We find a large hierarchy of mass scales in the scaling
regime, including very light $W$ bosons, and the absence of weak coupling. The
light $W$'s leave a novel imprint on the effective dual magnetic theory. The
effective Lagrangian appears to be inadequate to understand the conventional
large $N$ limit of the confining $\mathcal{N}=1$ theory.
","[{""version"":""v1"",""created"":""Fri, 24 Mar 1995 00:37:47 GMT""},{""version"":""v2"",""created"":""Fri, 24 Mar 1995 18:59:03 GMT""},{""version"":""v3"",""created"":""Mon, 27 Mar 1995 01:25:10 GMT""},{""version"":""v4"",""created"":""Sat, 22 Apr 1995 17:30:44 GMT""}]","2017-09-07"
"hep-th/9503164","Liu Qing-ping","L.Chao and Q.P.Liu","On the Classical $W_{4}^{(2)}$ Algebra","14 pages, latex, no figures",,"10.1088/0305-4470/29/7/016","CUMT-MATH-9503;NWU-IMP-95xx","hep-th",,"  We consider the classical \w42 algebra from the integrable system viewpoint.
The integrable evolution equations associated with the \w42 algebra are
constructed and the Miura maps , consequently modifications, are presented.
Modifying the Miura maps, we give a free field realization the classical \w42
algebra. We also construct the Toda type integrable systems for it.
","[{""version"":""v1"",""created"":""Fri, 24 Mar 1995 15:26:05 GMT""}]","2009-10-28"
"hep-th/9503165","Katsushi Ito","Katsushi Ito and Seiji Terashima","Free Field Realization of $WBC_{n}$ and $WG_{2}$ algebras","14 pages, latex","Phys.Lett. B354 (1995) 220-231","10.1016/0370-2693(95)00667-A","UTHEP-297","hep-th",,"  We study the BRST-cohomology in the quantum hamiltonian reduction of affine
Lie algebras of non-simply laced type. We obtain the free field realization of
the $W{\bf g}$-algebra for $\bg=B_{2}$, $B_{3}$, $C_{3}$ and $G_{2}$. The
$WC_{3}$ algebra is shown to be equal to the $WB_{3}$ algebra at the quantum
level by duality transformation.
","[{""version"":""v1"",""created"":""Fri, 24 Mar 1995 01:54:45 GMT""}]","2009-10-28"
"hep-th/9503166","Kiyoshi Kamimura","J. Gomis, J. Herrero and K. Kamimura","W$(2,4)$, Linear and Non-local \W-Algebras in Sp(4) Particle Model","10 pages, latex","Phys.Lett. B354 (1995) 232-239","10.1016/0370-2693(95)00672-8","UB-ECM-PF 95/5, TOHO-FP-9550","hep-th",,"  We comment on relations between the linear W_{2,4}^{linear} algebra and
non-linear W(2,4)$ algebra appearing in a Sp(4) particle mechanics model by
using Lax equations. The appearance of the non-local V_{2,2} algebra is also
studied.
","[{""version"":""v1"",""created"":""Fri, 24 Mar 1995 04:18:11 GMT""}]","2009-10-28"
"hep-th/9503167","Jean-Francois Roussel","Jean-Fran\c{c}ois Roussel (Laboratoire de Physique th\'eorique de
  l'ENS, Paris)","Th\'eorie de Liouville et gravitation quantique: du couplage faible au
  couplage fort","108 pages, in french. PHD Thesis about Liouville Theory",,,,"hep-th math.QA q-alg",,"  The first chapters introduce briefly conformal theories, Moore and Seiberg
polynomial equations and Gervais-Neveu quantization of Liouville theory. The
next chapters present the original results of this thesis. First, the algebra
of the chiral components is completely elucidated, both in the Bloch wave and
in the Quantum Group basis. Then, in the strong coupling regime, the proof of
the truncation theorem of Gervais to real weight operators for C = 7, 13, 19 is
completed, especially including fractionnal spins. In this strong coupling
regime, the new cosmological term yields a real string susceptibility equal to
the real part of the KPZ formula. And eventually the N-point functions of a
strongly coupled topological model are obtained.
","[{""version"":""v1"",""created"":""Fri, 24 Mar 1995 10:56:36 GMT""}]","2008-02-03"
"hep-th/9503168","Vadim Kuznetsov","V.B. Kuznetsov, M.F. Jorgensen and P.L. Christiansen","New boundary conditions for integrable lattices","22 pages, latex, no figures","J.Phys. A28 (1995) 4639-4654","10.1088/0305-4470/28/16/020","95-08 (Math. preprint series, University of Amsterdam)","hep-th",,"  New boundary conditions for integrable nonlinear lattices of the XXX type,
such as the Heisenberg chain and the Toda lattice are presented. These
integrable extensions are formulated in terms of a generic XXX Heisenberg
magnet interacting with two additional spins at each end of the chain. The
construction uses the most general rank 1 ansatz for the 2x2 L-operator
satisfying the reflection equation algebra with rational r-matrix. The
associated quadratic algebra is shown to be the one of dynamical symmetry for
the A1 and BC2 Calogero-Moser problems. Other physical realizations of our
quadratic algebra are also considered.
","[{""version"":""v1"",""created"":""Fri, 24 Mar 1995 11:19:58 GMT""}]","2009-10-28"
"hep-th/9503169",,"L.Accardi, Y.G.Lu and I.Volovich","Stochastic bosonization in arbitrary dimensions","14 pages, Tex",,,"CVV-211-95","hep-th",,"  A procedure of bosonization of Fermions in an arbitrary dimension is
suggested. It is shown that a quadratic expression in the fermionic fields
after rescaling time $t\to t/\lambda^2$ and performing the limit $\lambda\to0$
(stochastic limit), gives rise to a bosonic operator satisfying the boson
canonical commutation relations. This stochastic bosonization of Fermions is
considered first for free fields and then for a model with three--linear
couplings. The limiting dynamics of the bosonic theory turns out to be
described by means of a quantum stochastic differential equations.
","[{""version"":""v1"",""created"":""Fri, 24 Mar 1995 11:49:33 GMT""}]","2007-05-23"
