"adap-org/9507008","Shigetaka Fujita","Sh. Fujita (Kobe University) and H. Nishimura (Hyogo University of
  Education)","Evolving Neural Networks with Iterative Learning Scheme for Associative
  Memory","9 pages, compressed and uuencoded postscript file",,,"KOBE-TH-95-03, HUIS-95-01 (to be published in Neural Processing
  Letters)","adap-org nlin.AO q-bio",,"  A locally iterative learning (LIL) rule is adapted to a model of the
associative memory based on the evolving recurrent-type neural networks
composed of growing neurons. There exist extremely different scale parameters
of time, the individual learning time and the generation in evolution. This
model allows us definite investigation on the interaction between learning and
evolution. And the reinforcement of the robustness against the noise is also
achieved in the evolutional scheme.
","[{""version"":""v1"",""created"":""Wed, 2 Aug 1995 07:43:53 GMT""}]","2008-02-03"
"cond-mat/9508007","Horacio Cataldo","H. M. Cataldo and C. F. Tejero","Stability of the hard-sphere icosahedral quasilattice","15 pages, 2 figures available from authors upon request, (revtex),
  submitted to Phys. Rev. B","Phys. Rev. B 52, 13269 (1995)","10.1103/PhysRevB.52.13269",,"cond-mat",,"  The stability of the hard-sphere icosahedral quasilattice is analyzed using
the differential formulation of the generalized effective liquid approximation.
We find that the icosahedral quasilattice is metastable with respect to the
hard-sphere crystal structures. Our results agree with recent findings by
McCarley and Ashcroft [Phys. Rev. B {\bf 49}, 15600 (1994)] carried out using
the modified weighted density approximation.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 19:56:36 GMT""}]","2009-10-28"
"cond-mat/9508009","Tigran Chakhbazian","T.V. Shahbazyan and M.E. Raikh","Surface plasmon in 2D Anderson insulator with interactions","latex 22 pages + 2 uuencoded figures","Phys. Rev. B 53, 7299 (1996)","10.1103/PhysRevB.53.7299",,"cond-mat",,"  We study the effect of interactions on the zero-temperature a.c. conductivity
of 2D Anderson insulator at low frequencies. We show that the enhancement of
the real part of conductivity due to the Coulomb correlations in the occupation
numbers of localized states results in the change of the sign of imaginary part
within a certain frequency range. As a result, the propagation of a surface
plasmon in a localized system becomes possible. We analize the dispersion law
of the plasmon for the two cases: unscreened Coulomb interactions and the
interactions screened by a gate electrode spaced by some distance from the
electron plane.
","[{""version"":""v1"",""created"":""Wed, 2 Aug 1995 05:11:23 GMT""},{""version"":""v2"",""created"":""Wed, 2 Aug 1995 06:08:45 GMT""}]","2009-10-28"
"funct-an/9508001","Marc A. Rieffel","Marc A. Rieffel (UC Berkeley)","The classical limit of dynamics for spaces quantized by an action of
  $R^d$","16 pages, AMSTEX","Canad. J. Math. 49 (1997), no. 1, 160--174.",,,"funct-an math.OA",,"  We have previously shown how to construct a deformation quantization of any
locally compact space on which a vector group acts. Within this framework we
show here that, for a natural class of Hamiltonians, the quantum evolutions
will have the classical evolution as their classical limit.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 19:03:04 GMT""}]","2008-02-03"
"gr-qc/9508001","Gregory A. Burnett","Gregory A. Burnett (UF) and Alan D. Rendall (IHES)","Existence of maximal hypersurfaces in some spherically symmetric
  spacetimes","8 pages, REVTeX 3.0","Class.Quant.Grav.13:111-124,1996","10.1088/0264-9381/13/1/010","UF-RAP-95-32","gr-qc dg-ga math.DG",,"  We prove that the maximal development of any spherically symmetric spacetime
with collisionless matter (obeying the Vlasov equation) or a massless scalar
field (obeying the massless wave equation) and possessing a constant mean
curvature $S^1 \times S^2$ Cauchy surface also contains a maximal Cauchy
surface. Combining this with previous results establishes that the spacetime
can be foliated by constant mean curvature Cauchy surfaces with the mean
curvature taking on all real values, thereby showing that these spacetimes
satisfy the closed-universe recollapse conjecture. A key element of the proof,
of interest in itself, is a bound for the volume of any Cauchy surface $\Sigma$
in any spacetime satisfying the timelike convergence condition in terms of the
volume and mean curvature of a fixed Cauchy surface $\Sigma_0$ and the maximal
distance between $\Sigma$ and $\Sigma_0$. In particular, this shows that any
globally hyperbolic spacetime having a finite lifetime and obeying the
timelike-convergence condition cannot attain an arbitrarily large spatial
volume.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 19:24:23 GMT""}]","2010-11-19"
"gr-qc/9508002","Rafael D. Sorkin","Rafael D. Sorkin (Syracuse University and UNAM)","Two Topics concerning Black Holes: Extremality of the Energy, Fractality
  of the Horizon","18 pages, plainTeX, 2 postscript figures (Figures for automatic
  inclusion are in a separate file which you should receive with the .tex file.
  For instructions on decoding and including them (or omitting them to avoid
  error messages if your system can't handle them) see the box at the beginning
  of the tex file for this paper.)","in Proceedings of the Conference on Heat Kernel Techniques and
  Quantum Gravity, held Winnipeg, Canada, August, 1994 (Discourses in
  Mathematics and its Applications, \#4) edited by S.A. Fulling, pp. 387-407
  (University of Texas Press, 1995)",,"SU-95-7-3","gr-qc hep-th",,"  We treat two aspects of the physics of stationary black holes. First we prove
that the proportionality, d(energy) ~ d(area) for arbitrary perturbations
(``extended first law''), follows directly from an extremality theorem drawn
from earlier work. Second we consider quantum fluctuations in the shape of the
horizon, concluding heuristically that they exhibit a fractal character, with
order lambda fluctuations occurring on all scales lambda below M^{1/3} in
natural units.
","[{""version"":""v1"",""created"":""Wed, 2 Aug 1995 04:23:54 GMT""}]","2007-05-23"
"hep-ex/9508001","Preprints Libr/pam","CLEO Collaboration, J. Gronberg et al","Observation of the Isospin-Violating Decay $D_s^{*+}\to D_s^+\pi^0$","8 page uuencoded postscript file, also available through
  http://w4.lns.cornell.edu/public/CLNS","Phys.Rev.Lett.75:3232-3236,1995","10.1103/PhysRevLett.75.3232","CLNS 95/1346, CLEO 95-10","hep-ex",,"  Using data collected with the CLEO~II detector, we have observed the
isospin-violating decay $D_s^{*+}\to D_s^+\pi^0$. The decay rate for this mode,
relative to the dominant radiative decay, is found to be $\Gamma(D_s^{*+}\to
D_s^+\pi^0)/\Gamma(D_s^{*+}\to D_s^+\gamma)= 0.062^{+0.020}_{-0.018}\pm0.022$.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 18:15:26 GMT""}]","2008-11-26"
"hep-ex/9508002",,"S. Abachi, et al, D0 collabolation","Tests of QCD in W and Z Production at Tevatron","25 pages in a uucoded PS file",,,"FERMILAB-Conf-95/259-E","hep-ex",,"  We present measurements of the production cross sections times leptonic
branching fractions and the transverse momentum distributions of $W$ and $Z$
bosons in $p\bar{p}$ collisions at $\sqrt{s}=1.8$ TeV using data collected with
the D{\O}detector at the Fermilab Tevatron $p\bar{p}$ collider. A preliminary
measurement of the $W$ charge asymmetry is also presented.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 22:01:19 GMT""}]","2007-05-23"
"hep-lat/9508001","Juraj Bohacik","O.A. Borisenko, V.K. Petrov, G.M. Zinovjev, J. Boh\'a\v{c}ik","Phase structure and confinement properties of noncompact gauge theories
  I","Latex file, 24 pages, no figures","Phys.Atom.Nucl. 60 (1997) 1544-1557; Yad.Fiz. 60N9 (1997)
  1693-1706",,,"hep-lat",,"  In the context of reviewing noncompact lattice gauge models at zero and
finite temperature we study in detail a contribution of the invariant measure
and the time-like plaquette configurations to correlation functions, analyze
the problem of the compactness of the potentials in respect to the confinement
and indicate the essential features to deal with the Wilson gauge theory in the
weak coupling region. A method for calculating an effective confining
noncompact model is also proposed.
","[{""version"":""v1"",""created"":""Wed, 2 Aug 1995 09:21:09 GMT""}]","2007-05-23"
"hep-lat/9508002",,"A.M.Green, J.Lukkarinen, P. Pennanen and C. Michael","A Study of Degenerate Four-quark states in SU(2) Lattice Monte Carlo","Original Raw PS file replace by a tarred, compressed and uuencoded PS
  file","Phys.Rev.D53:261-272,1996","10.1103/PhysRevD.53.261","HU-TFT-95-44","hep-lat",,"  The energies of four-quark states are calculated for geometries in which the
quarks are situated on the corners of a series of tetrahedra and also for
geometries that correspond to gradually distorting these tetrahedra into a
plane. The interest in tetrahedra arises because they are composed of {\bf
three } degenerate partitions of the four quarks into two two-quark colour
singlets. This is an extension of earlier work showing that geometries with
{\bf two} degenerate partitions (e.g.\ squares) experience a large binding
energy. It is now found that even larger binding energies do not result, but
that for the tetrahedra the ground and first excited states become degenerate
in energy. The calculation is carried out using SU(2) for static quarks in the
quenched approximation with $\beta=2.4$ on a $16^3\times 32$ lattice. The
results are analysed using the correlation matrix between different euclidean
times and the implications of these results are discussed for a model based on
two-quark potentials.
","[{""version"":""v1"",""created"":""Wed, 2 Aug 1995 10:26:18 GMT""},{""version"":""v2"",""created"":""Tue, 8 Aug 1995 12:07:29 GMT""}]","2008-11-26"
"hep-lat/9508003","Desmond Johnston","C.F. Baillie and D.A. Johnston","Spin Models on Thin Graphs","Contribution to Parallel Session at Lattice95, 4 pages. Dodgy
  compressed ps file replaced with uuencoded LaTex original + ps figures","Nucl.Phys.Proc.Suppl. 47 (1996) 649-652","10.1016/0920-5632(96)00142-9",,"hep-lat",,"  We discuss the utility of analytical and numerical investigation of spin
models, in particular spin glasses, on ordinary ``thin'' random graphs (in
effect Feynman diagrams) using methods borrowed from the ``fat'' graphs of two
dimensional gravity. We highlight the similarity with Bethe lattice
calculations and the advantages of the thin graph approach both analytically
and numerically for investigating mean field results.
","[{""version"":""v1"",""created"":""Wed, 2 Aug 1995 10:37:51 GMT""},{""version"":""v2"",""created"":""Thu, 3 Aug 1995 10:54:38 GMT""}]","2009-10-28"
"hep-ph/9508206","Elena Gubankova","E.L.Gubankova and Yu.A.Simonov","Magnetic Confinement and Screening Masses","10 Pages LaTeX, 2 Postscript Figures","Phys.Lett. B360 (1995) 93-100","10.1016/0370-2693(95)01116-8","HD-TVP-95-07","hep-ph",,"  Confined and deconfined phases are defined through nonperturbative
correlators and nonperturbative background perturbation theory is used to
compute the critical temperature $T_c$ and spatial string tension. Taking
evolution along one of the spatial axes the set of Hamiltonians $H(n_1,n_2)$
with different Matsubara frequencies is obtained.
  Meson and glueball screening masses and wave functions are computed for
$H(0,0)$ and compared with available lattice data.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 17:10:08 GMT""}]","2016-09-01"
"hep-ph/9508207","V. Belyaev","V. M. Belyaev and A. V. Radyushkin","$\gamma^*p\to\Delta$ Form Factors in QCD","7 pages, uuencoded compressed .ps-file. (Contribution to the
  International Symposium and Workshop on Particle Theory and Phenomenology at
  Iowa State University, Ames, May 22-24)",,,,"hep-ph",,"  We use local quark-hadron duality to estimate the purely nonperturbative soft
contribution to the $\gamma^* p \to \Delta$ form factors. Our results are in
agreement with existing experimental data. We predict that the ratio
$G_E^*(Q^2)/G_M^*(Q^2)$ is small for all accessible $Q^2$, in contrast to the
pQCD expectations that $G_E^*(Q^2) \to -G_M^*(Q^2)$.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 20:11:07 GMT""}]","2007-05-23"
"hep-ph/9508208","Evan Reidell","Lisa Randall and Csaba Csa'ki (MIT)","The Doublet-Triplet Splitting Problem and Higgses as Pseudogoldstone
  Bosons","13 pages in LaTeX. Talk presented at PASCOS and SUSY'95 conferences",,,"MIT-CTP-2460","hep-ph",,"  The doublet-triplet splitting problem is probably the most significant
challenge to supersymmetric GUT theories. In this talk, we review potential
solutions and their problematic aspects. We also present a complete consistent
realization of our preferred solution, higgses as pseudogoldstone bosons, and
discuss some distinctive aspects of its phenomenology.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 20:20:21 GMT""}]","2007-05-23"
"hep-ph/9508209","Mike Berger","M. S. Berger (Indiana University)","The ttbar threshold at a muon collider","6 pages, 5 uuencoded figures. Presented at the Workshop on Particle
  Theory and Phenomenology: Physics of the Top Quark, Iowa State University,
  May 25-26, 1995. (200 MeV should have been 300 MeV)",,,"IUHET-310","hep-ph",,"  The beam energy spread is a major issue in future attempts to study the
$t\overline{t}$ threshold at $e^+e^-$ colliders. Muon colliders are expected to
naturally have narrow band beams making them an ideal place to study the
excitation curve. We present the parameter determinations that are possible
from measuring the total cross section near threshold at a $\mu ^+\mu ^-$
collider.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 21:39:10 GMT""},{""version"":""v2"",""created"":""Thu, 3 Aug 1995 01:07:44 GMT""}]","2008-02-03"
"hep-ph/9508210","Aneesh Manohar","Adam K. Leibovich, Aneesh V. Manohar, and Mark B. Wise","Chiral Perturbation Theory for phi -> rho gamma gamma and phi -> omega
  gamma gamma","It was shown by P. Ko et al., hep-ph/9510205 (Phys. Lett. B366 (1996)
  287), that there is a etaprime pole contribution that dominates over what we
  calculated","Phys.Lett. B358 (1995) 347-352; Erratum-ibid. B376 (1996) 332","10.1016/0370-2693(95)00996-X","UCSD/PTH 95-12, CALT-68-2012","hep-ph",,"  We predict differential decay distributions for phi->rho gamma gamma and phi
-> omega gamma gamma using chiral perturbation theory. We also consider the
isospin violating decay phi -> omega pi^0. Experimental information on these
decays can be used to determine couplings in the heavy vector meson chiral
Lagrangian.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 22:58:55 GMT""},{""version"":""v2"",""created"":""Fri, 5 Apr 1996 19:19:46 GMT""}]","2009-10-28"
"hep-ph/9508211","Ben Grinstein","C. Glenn Boyd, Benjamin Grinstein and Richard F. Lebed","Model-Independent Determinations of B -> D l nu , D* l nu Form Factors","uses harvmac and epsf, 22 pages, 3 eps figures included","Nucl.Phys. B461 (1996) 493-511",,"UCSD/PTH 95-11","hep-ph",,"  We present nonperturbative, model-independent parametrizations of the
individual QCD form factors relevant to B -> D* l nu and B -> D l nu decays.
These results follow from dispersion relations and analyticity, without
recourse to heavy quark symmetry. To describe a form factor with two percent
accuracy, three parameters are necessary, one of which is its normalization at
zero recoil, F(1). We combine the individual form factors using heavy quark
symmetry to extract values for the product |V_{cb}| F(1) from B -> D* l nu data
with negligible extrapolation uncertainty.
","[{""version"":""v1"",""created"":""Wed, 2 Aug 1995 00:51:06 GMT""}]","2007-05-23"
"hep-ph/9508212",,"S. Willenbrock (U. of Illinois)","Future of Top-Quark Physics at Fermilab","Latex, 8 pages, 5 Postscript figures to be added separately. Uses
  sprocl.sty and epsf.sty. Presented at the International Symposium on Particle
  Theory and Phenomenology, Iowa State University, May 22-24, 1995",,,"ILL-(TH)-95-31","hep-ph",,"  I discuss some of the physics of the top quark which will be explored in the
near and more-distant future at the Tevatron.
","[{""version"":""v1"",""created"":""Wed, 2 Aug 1995 04:40:40 GMT""}]","2007-05-23"
"hep-ph/9508213","Mohammad Ahmady","Mohammad R. Ahmady","Examination of the Resonance Contributions to Dileptonic Rare B-Decays","10 pages, Latex, one figure (included)","Phys.Rev.D53:2843-2846,1996","10.1103/PhysRevD.53.2843","OCHA-PP-64","hep-ph",,"  We analyse the long-distance contribution to $B\to X_s\ell^+\ell^-$
differential decay rate when the momentum dependence of $\psi$ and
$\psi'$-$\gamma$ conversion strength is taken into account. The results
indicate that the resonance to nonresonance interference in the dilepton
invariant mass distribution is substantially reduced.
","[{""version"":""v1"",""created"":""Wed, 2 Aug 1995 08:17:06 GMT""}]","2008-12-25"
"hep-ph/9508214","Kyriakos Tamvakis","K.Tamvakis","Radiative Electroweak symmetry breaking in the MSSM and Low Energy
  Thresholds","8 pages, Latex, Talk presented in Susy '95 , Ecole Polytechnique,
  Paris, May 1995",,,,"hep-ph",,"  We study Radiative Electroweak Symmetry Breaking in the Minimal
Supersymmetric Standard Model (MSSM). We employ the 2-loop Renormalization
Group equations for running masses and couplings taking into account sparticle
threshold effects. The decoupling of each particle below its threshold is
realized by a step function in all one-loop Renormalization Group equations
(RGE). This program requires the calculation of all wavefunction, vertex and
mass renormalizations for all particles involved. Adapting our numerical
routines to take care of the succesive decoupling of each particle below its
threshold, we compute the mass spectrum of sparticles and Higgses consistent
with the existing experimental constraints. The effect of the threshold
corrections is in general of the same order of magnitude as the two-loop
contributions with the exception of the heavy Higgses.
","[{""version"":""v1"",""created"":""Wed, 2 Aug 1995 11:46:31 GMT""}]","2007-05-23"
"hep-ph/9508215",,"Pankaj Jain","Dynamical Generation of Light Fermions","6 pages, 2 figures (hard copy available from author)",,,"IITK-5","hep-ph",,"  We show that composite fermions with masses much smaller than the scale of
confinement arise naturally in certain models which admit dynamical breakdown
of chiral symmetry.
  The models are such that to leading order some of the fermions remain
massless but pick up small dynamical masses at subleading order.
","[{""version"":""v1"",""created"":""Wed, 2 Aug 1995 06:48:38 GMT""}]","2016-09-01"
"hep-ph/9508216",,"Pietro Colangelo","Heavy-to-Light Meson Transitions in QCD","LaTex, 7 pages, 2 figures (files included). Talk given at the 6th
  International Symposium on Heavy Flavours, Pisa, 6-10 June 1995","Nuovo Cim.A109:807-814,1996","10.1007/BF02731713","BARI-TH/95-214","hep-ph",,"  I discuss QCD sum rules determinations of the form factors governing the
decay $B \to \pi (\rho) \ell \nu$. For some of these form factors the computed
dependence on the momentum transferred does not agree with the expectation from
the nearest pole dominance hypothesis. Relations are observed among the form
factors, that seem to be compatible with equations recently derived by B.Stech.
The measurement of a number of color suppressed nonleptonic B decay rates could
shed light on the accuracy of the calculation of these form factors and on the
factorization approximation.
","[{""version"":""v1"",""created"":""Wed, 2 Aug 1995 11:18:13 GMT""}]","2010-11-11"
