"alg-geom/9507017","Ron Donagi","Ron Donagi and Eyal Markman","Spectral curves, algebraically completely integrable Hamiltonian
  systems, and moduli of bundles","Latex, We restore the page numbers which were inadvertently omitted.
  The content stayed the same",,,,"alg-geom math.AG",,"  This is the expanded text of a series of CIME lectures. We present an
algebro-geometric approach to integrable systems, starting with those which can
be described in terms of spectral curves. The prototype is Hitchin's system on
the cotangent bundle of the moduli space of stable bundles on a curve. A
variant involving meromorphic Higgs bundles specializes to many familiar
systems of mathematics and mechanics, such as the geodesic flow on an ellipsoid
and the elliptic solitons. We then describe some systems in which the spectral
curve is replaced by various higher dimensional analogues: a spectral cover of
an arbitrary variety, a Lagrangian subvariety in an algebraically symplectic
manifold, or a Calabi-Yau manifold. One peculiar feature of the CY system is
that it is integrable analytically, but not algebraically: the Liouville tori
(on which the system is linearized) are the intermediate Jacobians of a family
of Calabi-Yau manifolds. Most of the results concerning these three types of
non-curve-based systems are quite recent. Some of them, as well as the
compatibility between spectral systems and the KP hierarchy, are new, while
other parts of the story are scattered through several recent preprints. As
best we could, we tried to maintain the survey style of this article, starting
with some basic notions in the field and building gradually to the recent
developments.
","[{""version"":""v1"",""created"":""Mon, 31 Jul 1995 23:00:47 GMT""},{""version"":""v2"",""created"":""Tue, 8 Aug 1995 15:35:29 GMT""}]","2008-02-03"
"cond-mat/9508001","Geza Odor","G\'eza \'Odor","Crossover of a nonequilibrium system studied by coherent anomaly method","6 pages RevTex + 4 figues Postscript, submitted to Phys.Rev.E",,,,"cond-mat",,"  In the stochastic cellular automaton of rule 18 defined by S. Wolfram [Rev.\
Mod.\ Phys.\ {\bf 55}, 601 (1983)] the crossover of the critical behaviour
induced by nonlocal site exchange was investigated using the coherent anomaly
method. The continuous variation of the critical $\beta$ exponent was
confirmed.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 09:28:08 GMT""}]","2007-05-23"
"cond-mat/9508002","Dr. P. W. Leung","P. W. Leung and Ngar-wing Lam (Hong Kong University of Science and
  Technology)","Numerical evidence for the spin-Peierls state in the frustrated quantum
  antiferromagnet","RevTeX file with five postscript figures uuencoded",,"10.1103/PhysRevB.53.2213",,"cond-mat",,"  We study the spin-$1\over2$ Heisenberg antiferromagnet with an
antiferromagnetic $J_3$ (third nearest neighbor) interaction on a square
lattice. We numerically diagonalize this ``$J_1$-$J_3$'' model on clusters up
to 32-sites and search for novel ground state properties as the frustration
parameter $J_3/J_1$ changes. For ``larger'' $J_3/J_1$ we find enhancement of
incommensurate spin order, in agreement with spin-wave, large-$N$ expansions,
and other predictions. But for intermediate $J_3/J_1$, the low lying excitation
energy spectrum suggests that this incommensurate order is short-range. In the
same region, the first excited state has the symmetries of the columnar dimer
(spin-Peierls) state. The columnar dimer order parameter suggests the presence
of long-range columnar dimer order. Hence, this spin-Peierls state is the best
candidate for the ground state of the $J_1$-$J_3$ model in an intermediate
$J_3/J_1$ region.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 09:47:22 GMT""}]","2009-10-28"
"cond-mat/9508003",,"Siegfried Clar, Barbara Drossel, Franz Schwabl","Self-organized critical and synchronized states in a nonequilibrium
  percolation model","10 pages, Revtex, two uuencoded figures",,"10.1103/PhysRevLett.75.2722",,"cond-mat",,"  We introduce a nonequilibrium percolation model which shows a self-organized
critical (SOC) state and several periodic states. In the SOC state, the
correlation length diverges slower than the system size, and the corresponding
exponent depends non universally on the parameter of the model. The periodic
states contain an infinite cluster covering only part of the system.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 12:59:50 GMT""}]","2009-10-28"
"cond-mat/9508006",,"Anton Bovier, Christof Kulske","There are No Nice Interfaces in 2+1 Dimensional SOS-Models in Random
  Media","8 pages, gz-compressed Postscript",,"10.1007/BF02183747",,"cond-mat",,"  We prove that in dimension $d\leq 2$ translation covariant Gibbs states
describing rigid interfaces in a disordered solid-on-solid (SOS) cannot exist
for any value of the temperature, in contrast to the situation in $d\geq 3$.
The prove relies on an adaptation of a theorem of Aizenman and Wehr.
  Keywords: Disordered systems, interfaces, SOS-model
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 09:51:27 GMT""}]","2009-10-28"
"cond-mat/9508008","Takashi Yamamoto","Takashi Yamamoto, Norio Kawakami, Sung-Kil Yang","Critical Properties of the Calogero-Sutherland Model with Boundaries","19 pages, REVTeX3",,"10.1088/0305-4470/29/2/012","YITP/K1117","cond-mat hep-th",,"  Critical properties of the Calogero-Sutherland model of $BC_N$-type
($BC_N$-CS model) are studied. Using the asymptotic Bethe-ansatz spectrum of
the $BC_N$-CS model, we calculate finite-size corrections in the energy
spectrum. Since the $BC_N$-CS model does not possess translational invariance,
the finite-size spectrum acquires the contributions coming from ``boundaries''.
We show that the low-energy critical behavior of the model is described by
$c=1$ boundary conformal field theory. Thus the universality class of the model
is identified as a chiral Tomonaga-Luttinger liquid.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 04:25:45 GMT""}]","2009-10-28"
"cs/9508101",,"Q. Zhao, T. Nishida","Using Qualitative Hypotheses to Identify Inaccurate Data","See http://www.jair.org/ for any accompanying files","Journal of Artificial Intelligence Research, Vol 3, (1995),
  119-145",,,"cs.AI",,"  Identifying inaccurate data has long been regarded as a significant and
difficult problem in AI. In this paper, we present a new method for identifying
inaccurate data on the basis of qualitative correlations among related data.
First, we introduce the definitions of related data and qualitative
correlations among related data. Then we put forward a new concept called
support coefficient function (SCF). SCF can be used to extract, represent, and
calculate qualitative correlations among related data within a dataset. We
propose an approach to determining dynamic shift intervals of inaccurate data,
and an approach to calculating possibility of identifying inaccurate data,
respectively. Both of the approaches are based on SCF. Finally we present an
algorithm for identifying inaccurate data by using qualitative correlations
among related data as confirmatory or disconfirmatory evidence. We have
developed a practical system for interpreting infrared spectra by applying the
method, and have fully tested the system against several hundred real spectra.
The experimental results show that the method is significantly better than the
conventional methods used in many similar systems.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 00:00:00 GMT""}]","2014-11-17"
"cs/9508102",,"C. G. Giraud-Carrier, T. R. Martinez","An Integrated Framework for Learning and Reasoning","See http://www.jair.org/ for an online appendix and other files
  accompanying this article","Journal of Artificial Intelligence Research, Vol 3, (1995),
  147-185",,,"cs.AI",,"  Learning and reasoning are both aspects of what is considered to be
intelligence. Their studies within AI have been separated historically,
learning being the topic of machine learning and neural networks, and reasoning
falling under classical (or symbolic) AI. However, learning and reasoning are
in many ways interdependent. This paper discusses the nature of some of these
interdependencies and proposes a general framework called FLARE, that combines
inductive learning using prior knowledge together with reasoning in a
propositional setting. Several examples that test the framework are presented,
including classical induction, many important reasoning protocols and two
simple expert systems.
","[{""version"":""v1"",""created"":""Tue, 1 Aug 1995 00:00:00 GMT""}]","2009-09-25"
"dg-ga/9507005","Mark J. Gotay","Mark J. Gotay","On a Full Quantization of the Torus","8 pages, AMS-LaTeX","In: ""Quantization, Coherent States, and Complex Structures,"" J.-P.
  Antoine et al., Eds. (Plenum, 1995) 55-62",,,"dg-ga hep-th math.DG quant-ph",,"  I exhibit a prequantization of the torus which is actually a ``full''
quantization in the sense that a certain complete set of classical observables
is irreducibly represented. Thus in this instance there is no Groenewold-Van
Hove obstruction to quantization.
","[{""version"":""v1"",""created"":""Mon, 31 Jul 1995 22:23:20 GMT""}]","2008-02-03"
"gr-qc/9507059","Mohammad Khorrami","M. Khorrami, R. Mansouri, M. Mohazzab, and M. R. Ejtehadi","A model universe with variable dimension: Expansion as decrumpling","12 pages, emTeX version 3.0, no figures",,,,"gr-qc astro-ph hep-th",,"  We propose a model universe, in which the dimension of the space is a
continuous variable, which can take any real positive number. The dynamics
leads to a model in which the universe has no singularity. The difference
between our model and the standard Friedman-Robertson-Walker models become
effective for times much before the presently accepted age of the universe.
","[{""version"":""v1"",""created"":""Mon, 31 Jul 1995 22:58:31 GMT""}]","2007-05-23"
"hep-lat/9507025","Alexander Krasnitz","A. Krasnitz","Thermalization algorithms for classical gauge theories","20 pages, plain LaTeX, figures part of the LaTeX source","Nucl.Phys. B455 (1995) 320-338","10.1016/0550-3213(95)00465-5","NBI-HE-95-25","hep-lat hep-ph hep-th",,"  I propose a method, based on a set of Langevin equations, for bringing
classical gauge theories to thermal equilibrium while respecting the set of
Gauss' constraints exactly. The algorithm is described in detail for the SU(2)
gauge theory with or without the Higgs doublet. As an example of application,
canonical average of the maximal Lyapunov exponent is computed for the SU(2)
Yang-Mills theory.
","[{""version"":""v1"",""created"":""Mon, 31 Jul 1995 16:15:46 GMT""}]","2015-06-25"
"hep-ph/9507456",,"V.I. Borodulin, R.N. Rogalyov, and S.R. Slabospitsky (IHEP, Protvino,
  RUSSIA)","CORE 2.1 (COmpendium of RElations, Version 2.1)","108 pages, the full text is submitted as four compressed and
  uuencoded PostScript files",,,"IHEP-95-90","hep-ph",,"  The present CORE 2.1 (COmpendium of RElations, Version 2.1) contains various
formulas and relations used in the practical calculations in the Standard
Model. The properties of the Pauli, Dirac, Gell--Mann matrices, wave functions
of free fermions and gauge bosons are considered. We present the full
Lagrangian of the Standard Model and the corresponding Feynman rules. The
method of the evaluation of the Feynman (loop) integrals and calculations in
non-covariant gauges is considered. We discuss in brief the relativistic
kinematic and present a large number of the matrix elements of the various
processes in the Standard Model.
","[{""version"":""v1"",""created"":""Mon, 31 Jul 1995 16:54:12 GMT""}]","2007-05-23"
"hep-ph/9507460","Robert Fleischer","Andrzej J. Buras and Robert Fleischer","A Determination of the CKM-angle $\alpha$ using Mixing-induced CP
  Violation in the Decays $B_d\to\pi^+\pi^-$ and $B_d\to K^0 \bar K^0$","12 pages, LaTeX, Figure not included","Phys.Lett.B360:138-142,1995","10.1016/0370-2693(95)01121-6","MPI-PhT/95-72, TUM-T31-96/95, TTP95-30","hep-ph",,"  We present a method of determining the CKM-angle $\alpha$ by performing
simultaneous measurements of the mixing-induced CP asymmetries of the decays
$B_d\to\pi^+\pi^-$ and $B_d\to K^0\bar K^0$. The accuracy of our approach is
limited by $SU(3)$-breaking effects originating from $\bar b\to \bar ds\bar s$
QCD-penguin diagrams. Using plausible power-counting arguments we show that
these uncertainties are expected to be of the same order as those arising
through electroweak penguins in the standard Gronau-London-method in which
$\alpha$ is extracted by means of isospin relations among $B\to\pi\pi$ decay
amplitudes. Therefore our approach, which does not involve the experimentally
difficult mode $B_d\to\pi^0\pi^0$ and is essentially unaffected by electroweak
penguins, may be an interesting alternative to determine $\alpha$.
","[{""version"":""v1"",""created"":""Mon, 31 Jul 1995 17:19:12 GMT""}]","2011-01-27"
"hep-ph/9507461","Ricardo","Jaume Guasch, Ricardo A. Jimenez, Joan SOLA","Supersymmetric QCD Corrections to the Charged Higgs Boson Decay of the
  Top Quark","13 pages in LaTeX and 5 figures. A postscript version can be obtained
  from anonymous ftp at ftp://ftp.ifae.es/preprint/ft/uabft370.ps","Phys.Lett. B360 (1995) 47-56","10.1016/0370-2693(95)01127-C","UAB-FT-370","hep-ph",,"  The one-loop supersymmetric QCD quantum effects on the width of the
unconventional top quark decay mode $t\rightarrow H^{+}\, b$ are evaluated
within the MSSM. The study of this process is useful to hint at the
supersymmetric nature of the charged Higgs emerging from that decay. Remarkably
enough, recent calculations of supersymmetric corrections to $Z$-boson
observables have shown that the particular conditions by which the decay
$t\rightarrow H^{+}\, b$ becomes competitive with the standard decay
$t\rightarrow W^{+}\,b$ have a chance to be realized in nature. This further
motivates us to focus our attention on the dynamics of $t\rightarrow H^{+}\, b$
as an excellent laboratory to unravel Supersymmetry at the quantum level in
future experiments at Tevatron and at LHC.
","[{""version"":""v1"",""created"":""Mon, 31 Jul 1995 19:31:00 GMT""}]","2009-10-28"
"hep-ph/9507462","Alex Pomarol","Alex Pomarol and Daniele Tommasini (CERN)","Horizontal Symmetries for the Supersymmetric Flavor Problem","22 pages, LaTex. Minor changes. Version to appear in Nucl. Phys. B","Nucl.Phys. B466 (1996) 3-24","10.1016/0550-3213(96)00074-0","CERN-TH/95-207","hep-ph",,"  The heaviness of the third family fermions and the experimental absence of
large flavor violating processes suggest, in supersymmetric theories, that the
three families belong to a $2+1$ representation of a horizontal symmetry $G_H$.
In this framework, we discuss a class of models based on the group U(2) that
describe the fermion flavor structure and are compatible with an underlying
GUT. We study the phenomenology of these models and focus on two interesting
scenarios: In the first one, the first and second family scalars are assumed to
be heavier than the weak scale allowing for complex soft supersymmetry breaking
terms. In the second one, all the CP-violating phases are assumed to be small.
Both scenarios present a rich phenomenology in agreement with constraints from
flavor violating processes and electric dipole moments.
","[{""version"":""v1"",""created"":""Mon, 31 Jul 1995 19:42:56 GMT""},{""version"":""v2"",""created"":""Fri, 23 Feb 1996 18:09:13 GMT""}]","2009-10-28"
"hep-ph/9507463","David Bowser-Chao","Ali Abbasabadi, David Bowser-Chao, Duane A. Dicus and Wayne W. Repko","Higgs-photon associated production at $e\bar{e}$ colliders","To appear in PRD. 18 pages latex, uses REVTEX; 5 postscript figures","Phys.Rev. D52 (1995) 3919-3928","10.1103/PhysRevD.52.3919","MSUHEP-41012","hep-ph",,"  We present complete analytical expressions for the amplitudes of the process
$e\bar{e}\rightarrow H\gamma$. The calculation is performed using nonlinear
gauges, which significantly simplifies both the actual analytical calculation
and the check of its gauge invariance. After comparing our results with a
previous numerical calculation, we extend the range of Higgs masses and center
of mass energies to those appropriate to LEP 200 and a future linear collider.
","[{""version"":""v1"",""created"":""Mon, 31 Jul 1995 20:07:52 GMT""},{""version"":""v2"",""created"":""Mon, 31 Jul 1995 20:23:43 GMT""}]","2009-10-28"
