"adap-org/9508002","Torsten Asselmeyer","Torsten Asselmeyer, Werner Ebeling, and Helge Rose","Smoothing representation of fitness landscapes - the genotype-phenotype
  map of evolution","uudecoded postscript-file, 74kB, submitted to BioSystems",,,"ITP - 392","adap-org nlin.AO q-bio",,"  We investigate an simple evolutionary game of sequences and demonstrate on
this example the structure of fitness landscapes in discrete problems. We show
the smoothing action of the genotype-phenotype mapping which still makes it
feasible for evolution to work. Further we propose the density of sequence
states as a classifying measure of fitness landscapes.
","[{""version"":""v1"",""created"":""Thu, 10 Aug 1995 13:09:12 GMT""}]","2008-02-03"
"cond-mat/9508034","Walter Kob","K. Vollmayr, W. Kob and K. Binder (Intitute of Physics, Mainz,
  Germany)","Cooling rate dependence of the internal structure of a Lennard-Jones
  glass","Four postscript figures are available from W. Kob","Europhys. Lett. 32, 715 (1995)","10.1209/0295-5075/32/9/003","KOMA-95-60","cond-mat",,"  Using molecular dynamics computer simulations we investigate the dependence
of bulk properties of a Lennard-Jones glass on the cooling rate with which the
glass was produced. By studying the clusters formed by the nearest neighbor
shells of the particles, we show that the internal structure of the glass
depends on the cooling rate and that the cooling rate dependence of the
enthalpy of the glass can be understood by the change of this internal
structure.
","[{""version"":""v1"",""created"":""Thu, 10 Aug 1995 07:30:56 GMT""}]","2009-10-28"
"cond-mat/9508035","Johannes Muellers","J. M\""ullers and A. Schmid","Resonances in the current-voltage characteristics of a dissipative
  Josephson junction","17 pages (REVTeX), uuencoded compressed tar file with 3 postscript
  figures",,"10.1002/andp.19955070705",,"cond-mat",,"  The I-V characteristics of a Josephson junction shunted by an Ohmic resistor
shows sharp peaks when levels in neighbouring wells are crossing. We consider
the shape and size of these peaks using a double-well model where the wells are
given in parabolic approximation. The friction of arbitrary strength is
included by the help of a bath of infinitely many degrees of freedom.
","[{""version"":""v1"",""created"":""Thu, 10 Aug 1995 09:44:47 GMT""}]","2009-10-28"
"cond-mat/9508036","Enzo Marinari","E. Marinari, G. Parisi, F. Ritort and J. Ruiz-Lorenzo","Numerical Evidence for Spontaneously Broken Replica Symmetry in 3D Spin
  Glasses","PHYSREV format, 2 .ps figures added with figure command in uufiles
  format","Phys. Rev. Lett. 76 (1996) 843","10.1103/PhysRevLett.76.843",,"cond-mat",,"  By numerical simulations of the $3d$ Ising spin glass we find evidence that
spontaneous replica symmetry breaking theory and not the droplet model
describes with good accuracy the equilibrium behavior of the system.
","[{""version"":""v1"",""created"":""Thu, 10 Aug 1995 12:05:56 GMT""}]","2009-10-28"
"cond-mat/9508037","Sebastian Eggert","Sebastian Eggert (Chalmers TH, Sweden)","An Accurate Determination of the Exchange Constant in Sr_2CuO_3 from
  Recent Theoretical Results","revised and reformatted paper with new title to appear in Phys. Rev B
  (Feb.1996). 3 pages (revtex) with 3 embedded figures (macro included). A
  complete postscript file is available from
  http://fy.chalmers.se/~eggert/expsusc.ps or by request from
  eggert@fy.chalmers.se","Phys. Rev. B53 (1996), p. 5116.","10.1103/PhysRevB.53.5116",,"cond-mat",,"  Data from susceptibility measurements on Sr_2CuO_3 are compared with recent
theoretical predictions for the magnetic susceptibility of the
antiferromagnetic spin-1/2 Heisenberg chain. The experimental data fully
confirms the theoretical predictions and in turn we establish that Sr_2CuO_3
behaves almost perfectly like a one-dimensional antiferromagnet with an
exchange coupling of J = 1700^{+150}_{-100}K.
","[{""version"":""v1"",""created"":""Thu, 10 Aug 1995 13:31:27 GMT""},{""version"":""v2"",""created"":""Thu, 8 Feb 1996 11:07:44 GMT""}]","2009-10-28"
"dg-ga/9508003",,"Mikhail V. Karasev (Moscow Institute of Electronics and Mathematics)","Quantization and Coherent States over Lagrangian Submanifolds","9 pages, AmsTeX",,,,"dg-ga math.DG math.QA q-alg quant-ph",,"  A membrane technique, in which the symplectic and Ricci forms are integrated
over surfaces in a complexification of the phase space, as well a ``creation""
connection with zero curvature over lagrangian submanifolds, is used to obtain
a unified quantization including a noncommutative algebra of functions, its
representations, the Dirac axioms, coherent integral transformations for
solutions of spectral and Cauchy problems, and trace formulas. (To be published
in Russian Journal of Mathematical Physics,1995,v.3,n.3)
","[{""version"":""v1"",""created"":""Wed, 9 Aug 1995 17:38:21 GMT""}]","2008-02-03"
"dg-ga/9508004","J. M. Landsberg","Thomas Ivey and J.M. Landsberg","On isometric and minimal isometric embeddings","21 pages, AMSTeX. Significantly changed version of paper originally
  Titled ""On minimal isometric embeddings""",,,,"dg-ga math.DG",,"  In this paper we study critial isometric and minimal isometric embeddings of
classes of Riemannian metrics which we call {\it quasi-$k$-curved metrics}.
Quasi-$k$-curved metrics generalize the metrics of space forms. We construct
explicit examples and prove results about existence and rigidity.
","[{""version"":""v1"",""created"":""Wed, 9 Aug 1995 21:32:48 GMT""},{""version"":""v2"",""created"":""Wed, 31 Jul 1996 21:45:44 GMT""}]","2008-02-03"
"gr-qc/9508026","Jorge Pullin","J. Pullin","Colliding black holes with linearized gravity","4 pages, RevTeX, 2 figures included with epsf, to appear in the
  Proceedings of the Sixth Canadian Conference on General Relativity and
  Relativistic Astrophysics","Fields Inst.Commun. 15 (1997) 117",,"CGPG-95/8-2","gr-qc astro-ph",,"  We give a brief summary of results and ongoing research in the application of
linearized theory to the study of black hole collisions in the limit in which
the holes start close to each other. This approximation can be a valuable tool
for comparison and code-checking of full numerical relativity computations. The
approximation works quite well for the head-on case and this is motivation to
pursue its use in other more interesting contexts. We summarize current efforts
towards establishing the domain of validity of the approximation and its use in
generation and evolution of initial data for more interesting physical cases.
","[{""version"":""v1"",""created"":""Thu, 10 Aug 1995 12:49:06 GMT""}]","2007-05-23"
"hep-ex/9508011",,"Jonathan L. Rosner","Detection of the RF Pulse Associated With Cosmic Ray Air Showers","7 pages, latex, no figures",,,"DOE/ER/40561-221-INT95-17-06, EFI-95-50","hep-ex",,"  A project to detect the radio-frequency pulse associated with extensive air
showers of cosmic rays is described briefly. Prototype work is being performed
at the CASA/MIA array in Utah, with the intention of designing equipment that
can be used in conjunction with the Auger Giant Array proposal.
","[{""version"":""v1"",""created"":""Wed, 9 Aug 1995 17:05:51 GMT""}]","2007-05-23"
"hep-lat/9508012","Rainer Sommer","Stefan Sint and Rainer Sommer","The running coupling from the QCD Schr\""odinger functional -- a one-loop
  analysis","29 pages; uuencoded, complete postscript file","Nucl.Phys. B465 (1996) 71-98","10.1016/0550-3213(96)00020-X","CERN-TH/95-208","hep-lat",,"  Starting from the Schr\""odinger functional, we give a non-perturbative
definition of the running coupling constant in QCD. The spatial boundary
conditions for the quark fields are chosen such that the massless Dirac
operator in the classical background field has a large smallest eigenvalue. At
one-loop order of perturbation theory, we determine the matching coefficient to
the $\MSbar$-scheme and discuss the quark mass effects in the $\beta$-function.
To this order, we also compute the Symanzik improvement coefficient necessary
to remove the $\Oa$ lattice artefacts originating from the boundaries. For
reasonable lattice resolutions and the standard Wilson action, lattice
artefacts are found to be only weakly dependent on the lattice spacing $a$,
while they vanish quickly with the improved action of Sheikholeslami and
Wohlert.
","[{""version"":""v1"",""created"":""Wed, 9 Aug 1995 16:14:19 GMT""}]","2009-10-28"
"hep-lat/9508013","Kevin Cahill","Kevin Cahill","Lattice Fermions without Doublers","5 pages, latex, no figures",,,,"hep-lat",,"  By placing fermions only on the even sites of a lattice, one may halve the
momentum spectrum and construct a theory without doublers. The interaction is
nonlocal. The fermion propagator is not a sparse matrix, but because the
unwanted fermionic states are absent from the formalism, it is 256 times
smaller than the usual propagator.
","[{""version"":""v1"",""created"":""Wed, 9 Aug 1995 17:24:00 GMT""}]","2007-05-23"
"hep-ph/9508270","Aleksander Sidorov","A.V. Sidorov","The QCD Analysis of the Structure Functions and Effective Nucleon Mass","LATEX, 6 pages, no figures","Chin.J.Phys. 34 (1996) 916-919",,"RUB-TPII-20/95 Bochum","hep-ph",,"  On the basis of the target mass corrections to structure functions of
deep-inelastic scattering of leptons, we evaluate effective nucleon mass that
turns out to be twice $M_{nucl.}$ for deep-inelastic scattering on the nucleus
target and equals $M_{nucl.}$ for the hydrogen target.
","[{""version"":""v1"",""created"":""Wed, 9 Aug 1995 16:33:55 GMT""},{""version"":""v2"",""created"":""Thu, 10 Aug 1995 11:06:39 GMT""}]","2008-02-03"
"hep-ph/9508274",,"S. J. Brodsky, A. H. Hoang, J. H. Kuhn and T. Teubner","Angular Distributions of Massive Quarks and Leptons Close to Threshold","13 pages","Phys.Lett.B359:355-361,1995","10.1016/0370-2693(95)01070-7","SLAC-PUB-95-6955, TTP95-26","hep-ph",,"  Predictions for the angular distribution of massive quarks and leptons are
presented, including QCD and QED corrections. Recent results for the fermionic
part of the two-loop corrections to the electromagnetic form factors are
combined with the BLM scale fixing prescription. Two distinctly different
scales arise as arguments of $\alpha_s(\mu^2)$ near threshold: the relative
momentum of the quarks governing the soft gluon exchange responsible for the
Coulomb potential, and a large momentum scale approximately equal to twice the
quark mass for the corrections induced by transverse gluons. Numerical
predictions for charmed, bottom, and top quarks are given. One obtains a direct
determination of $\alpha_V(Q^2)$, the coupling in the heavy quark potential,
which can be compared with lattice gauge theory predictions. The corresponding
QED results for $\tau$ pair production allow for a measurement of the magnetic
moment of the $\tau$ and could be tested at a future $\tau$-charm factory.
","[{""version"":""v1"",""created"":""Wed, 9 Aug 1995 17:32:16 GMT""}]","2009-09-11"
"hep-ph/9508275","Raymond Volkas","R. Foot and R. R. Volkas","Reconciling sterile neutrinos with big bang nucleosynthesis","11 pages, LaTeX, no figures, several minor changes have been made, to
  appear in Phys. Rev. Lett","Phys.Rev.Lett. 75 (1995) 4350","10.1103/PhysRevLett.75.4350","UM-P-95/75","hep-ph astro-ph",,"  We re-examine the big bang nucleosynthesis (BBN) bounds on the mixing of
neutrinos with sterile species. These bounds depend on the assumption that the
relic neutrino asymmetry $L_{\nu}$ is very small. We show that for $L_{\nu}$
large enough (greater than about $10^{-5}$) the standard BBN bounds do not
apply. We apply this result to the sterile neutrino solution to the atmospheric
neutrino anomaly and show that for $L_{\nu} > 7 \times 10^{-5}$ it is
consistent with BBN. The BBN bounds on sterile neutrinos mixing with electron
neutrinos can also be weakened considerably.
","[{""version"":""v1"",""created"":""Thu, 10 Aug 1995 06:28:35 GMT""},{""version"":""v2"",""created"":""Wed, 8 Nov 1995 05:48:07 GMT""}]","2009-10-28"
"hep-ph/9508277","Carlo Giunti","W.M. Alberico, S.M. Bilenky, C. Giunti and C. Maieron","Elastic Neutrino-Nucleon and Antineutrino-Nucleon Scattering and Strange
  Form Factors of the Nucleons","Revtex file, 16 pages + 8 figures (attached). The postscript file of
  text and figures is available at
  http://www.to.infn.it/teorici/giunti/papers.html or
  ftp://ftp.to.infn.it/pub/giunti/1995/dftt-48-95/dftt-48-95.ps","Z.Phys. C70 (1996) 463-472",,"DFTT 48/95","hep-ph",,"  Elastic scattering of neutrinos and antineutrinos on nucleons is considered.
It is shown that the measurement of the neutrino-antineutrino asymmetry would
allow to obtain model independent informations on the strange axial and vector
form factors. The ratio of the magnetic form factors of the proton and neutron,
on which the asymmetry depends, is investigated in detail. The asymmetry is
calculated under different assumptions on the behavior of the strange vector
and axial form factors.
","[{""version"":""v1"",""created"":""Thu, 10 Aug 1995 11:11:53 GMT""}]","2007-05-23"
"hep-ph/9508278","Douglas O. Carlson","Douglas O. Carlson","Physics of Single-Top Quark Production at Hadron Colliders","Thesis, 102 pages, Latex, needs 45 figures (not included). All Tex
  files and the associated analysis package ONETOP may be obtained via
  anonymous ftp at ftp://cteq14.pa.msu.edu/pub/carlson_d/",,,"MSUHEP-050795","hep-ph",,"  We discuss the physics of single-top quark production and decay at hadron
colliders, such as the Tevatron, the \tevstar~and the LHC. Our study includes
how to measure the mass and the width of the top quark produced from a
{\hbox{single-$t$}} or a single-$\bar t$ process. We also show how to probe new
physics by studying the couplings of $t$-${b}$-$W$ and show what can be
improved from measuring the production rate of single-top events. We also
discuss how to probe CP properties of the top quark by measuring the single-top
production rate. Finally, we present a Monte Carlo study on the detection of
single-top events in hadron collisions.
","[{""version"":""v1"",""created"":""Wed, 9 Aug 1995 21:23:45 GMT""}]","2007-05-23"
"hep-ph/9508281",,"S. Bellucci and V. Faraoni","Experimental limits on antigravity in extended supergravity","PACS-no: 04.65.+e",,,"LNF-94/060 (P)","hep-ph",,"  The available tests of the equivalence principle constrain the mass of the
Higgs-like boson appearing in extended supergravity theories. We determine the
constraints imposed by the present and future high precision experiments on the
antigravity fields arising from $N=2,8$ supergravity.
","[{""version"":""v1"",""created"":""Thu, 10 Aug 1995 09:16:41 GMT""}]","2007-05-23"
"hep-ph/9508282",,"S. Bellucci","Pion (Kaon) and Sigma polarizabilities","Rapporteur Talk, Workshop on Chiral Dynamics, A. Bernstein and B.
  Holstein organizers, (M.I.T., July 25-29, 1994), working group conducted
  together with R. Baldini",,,"LNF-94/065 (P)","hep-ph",,"  We report the results of the working group on ``Pion (Kaon) and Sigma
Polarizabilities''. Interesting possibilities to measure these polarizabilities
include the radiative pion photoproduction in the MAMI experiment at Mainz, as
well as at the GRAAL facility (actually the latter is being considered for an
experimental determination of the pion polarizabilities here for the first
time), the experimental plans on Primakoff effect at FNAL, and the measurements
at the Frascati $\Phi$-factory DA$\Phi$NE.
","[{""version"":""v1"",""created"":""Thu, 10 Aug 1995 11:52:01 GMT""}]","2007-05-23"
"hep-th/9508041","Ali Mostafazadeh","Vahid Karimipour and Ali Mostafazadeh","Lattice Topological Field Theory on Non-Orientable Surfaces","Corrected Latex file, 39 pages, 28 figures available upon request","J.Math.Phys. 38 (1997) 49-66","10.1063/1.531830","IPM-8-95","hep-th",,"  The lattice definition of the two-dimensional topological quantum field
theory [Fukuma, {\em et al}, Commun.~Math.~Phys.\ {\bf 161}, 157 (1994)] is
generalized to arbitrary (not necessarily orientable) compact surfaces. It is
shown that there is a one-to-one correspondence between real associative
$*$-algebras and the topological state sum invariants defined on such surfaces.
The partition and $n$-point functions on all two-dimensional surfaces
(connected sums of the Klein bottle or projective plane and $g$-tori) are
defined and computed for arbitrary $*$-algebras in general, and for the the
group ring $A=\R[G]$ of discrete groups $G$, in particular.
","[{""version"":""v1"",""created"":""Thu, 10 Aug 1995 00:44:21 GMT""},{""version"":""v2"",""created"":""Mon, 14 Aug 1995 16:09:01 GMT""}]","2009-10-28"
