"alg-geom/9502002","Steven Rosenberg","Ying Zhu","A Generalization of the Kodaira Vanishing and Embedding Theorem","21 pages, amslatex postscript file",,,,"alg-geom dg-ga math.AG math.DG",,"  We give several generalizations of the Kodaira vanishing and embedding
theorems for K\""ahler manifolds to the case where the relevent line bundle has
a small region of negative curvature. To prove the vanishing theorems we adapt
techniques of Elworthy-Rosenberg for vanishing theorems in Riemannian geometry.
For the embedding theorem, we show that a K\""ahler manifold with a mostly
positive line bundle is Moishezon, since the usual blow up techniques do not
work in our situation.
","[{""version"":""v1"",""created"":""Thu, 2 Feb 1995 17:42:10 GMT""}]","2015-06-30"
"chao-dyn/9502001","Ralf Aurich","R.Aurich and J.Marklof (II.Institut fuer Theoretische Physik,
  Universitaet Hamburg Luruper Chaussee 149, 22761 Hamburg FRG)","Trace formulae for three-dimensional hyperbolic lattices and application
  to a strongly chaotic tetrahedral billiard","32 pages, compressed with gzip / uuencode",,"10.1016/0167-2789(95)00278-2","DESY-preprint 94-009 (January 1995)","chao-dyn nlin.CD",,"  This paper is devoted to the quantum chaology of three-dimensional systems. A
trace formula is derived for compact polyhedral billiards which tessellate the
three-dimensional hyperbolic space of constant negative curvature. The exact
trace formula is compared with Gutzwiller's semiclassical periodic-orbit theory
in three dimensions, and applied to a tetrahedral billiard being strongly
chaotic. Geometric properties as well as the conjugacy classes of the defining
group are discussed. The length spectrum and the quantal level spectrum are
numerically computed allowing the evaluation of the trace formula as is
demonstrated in the case of the spectral staircase N(E), which in turn is
successfully applied in a quantization condition.
","[{""version"":""v1"",""created"":""Fri, 3 Feb 1995 12:53:48 GMT""}]","2019-08-15"
"cmp-lg/9502002",,"Miles Osborne (Dept. of Computer Science, University of York, York,
  England)","Learning Unification-Based Natural Language Grammars","DPhil thesis, self-unpacking latex file, 114 pages with 33 pages of
  appendices.",,,,"cmp-lg cs.CL",,"  When parsing unrestricted language, wide-covering grammars often
undergenerate. Undergeneration can be tackled either by sentence correction, or
by grammar correction. This thesis concentrates upon automatic grammar
correction (or machine learning of grammar) as a solution to the problem of
undergeneration. Broadly speaking, grammar correction approaches can be
classified as being either {\it data-driven}, or {\it model-based}. Data-driven
learners use data-intensive methods to acquire grammar. They typically use
grammar formalisms unsuited to the needs of practical text processing and
cannot guarantee that the resulting grammar is adequate for subsequent semantic
interpretation. That is, data-driven learners acquire grammars that generate
strings that humans would judge to be grammatically ill-formed (they {\it
overgenerate}) and fail to assign linguistically plausible parses. Model-based
learners are knowledge-intensive and are reliant for success upon the
completeness of a {\it model of grammaticality}. But in practice, the model
will be incomplete. Given that in this thesis we deal with undergeneration by
learning, we hypothesise that the combined use of data-driven and model-based
learning would allow data-driven learning to compensate for model-based
learning's incompleteness, whilst model-based learning would compensate for
data-driven learning's unsoundness. We describe a system that we have used to
test the hypothesis empirically. The system combines data-driven and
model-based learning to acquire unification-based grammars that are more
suitable for practical text parsing. Using the Spoken English Corpus as data,
and by quantitatively measuring undergeneration, overgeneration and parse
plausibility, we show that this hypothesis is correct.
","[{""version"":""v1"",""created"":""Fri, 3 Feb 1995 12:17:28 GMT""}]","2016-08-31"
"cond-mat/9502011","Yosi Avron","J.E. Avron, R. Seiler and P.G.Zograf","Viscosity of Quantum Hall Fluids","LaTex source file, with a short postscript file at end",,"10.1103/PhysRevLett.75.697",,"cond-mat",,"  The viscosity of quantum fluids with an energy gap at zero temperature is
non-dissipative and is related to the adiabatic curvature on the space of flat
background metrics (which plays the role of the parameter space). For a quantum
Hall fluid on two dimensional tori this viscosity is computed. In this case the
average viscosity is quantized and is proportional to the total magnetic flux
through the torus.
","[{""version"":""v1"",""created"":""Thu, 2 Feb 1995 17:50:24 GMT""}]","2009-10-28"
"cond-mat/9502013","Leon Balents","Leon Balents (ITP, Santa Barbara)","Spatially Ordered Fractional Quantum Hall States","5 pages, RevTeX twocolumn format, no figures. Postscript file
  available on the WWW at http://rheims.itp.ucsb.edu/~balents/",,"10.1209/epl/i1996-00335-x","ITP preprint NSF-ITP-9512","cond-mat",,"  Fractional quantum Hall liquids can accomodate various degrees of spatial
ordering. The most likely scenarios are a Hall hexatic, Hall smectic, and Hall
crystal, in which respectively orientational, one--dimensional translational,
and two--dimensional translational symmetries are broken. I derive the
long--wavelength properties of these phases and the transitions between them
using the Chern--Simons Landau--Ginzburg mapping, which relates them to
spatially ordered superfluids. The effects of coupling to a periodic or
anisotropic ``substrate'' (e.g. a gate array) are also discussed.
","[{""version"":""v1"",""created"":""Thu, 2 Feb 1995 22:43:35 GMT""}]","2016-08-31"
"cond-mat/9502014","Dmitrii B. Chklovskii","Dmitri B. Chklovskii","The Structure of Fractional Edge States: A Composite Fermion Approach","10 pages, RevTex, 6 uuencoded figures appended",,"10.1103/PhysRevB.51.9895","HU-9501","cond-mat",,"  I study the structure of the two-dimensional electron gas edge in the quantum
Hall regime using the composite fermion approach. The electron density
distribution and the composite fermion energy spectrum are obtained numerically
in Hartree approximation for bulk filling factors $\nu=1,1/3,2/3,1/5$. For a
very sharp edge of the $\nu=1$ state the one-electron picture is valid. As the
edge width $a$ is increased the density distribution shows features related to
the fractional states and new fractional channels appear in pairs. For a very
smooth edge I find quasiclassically the number of channels $p\sim\sqrt{a/l_H}$,
where $l_H$ is the magnetic length.
","[{""version"":""v1"",""created"":""Fri, 3 Feb 1995 15:06:28 GMT""}]","2016-08-31"
"cond-mat/9502016","Alessandro Pelizzola","Alessandro Pelizzola","CVM ANALYSIS OF CROSSOVER IN THE SEMI-INFINITE ISING MODEL","RevTeX, 7 pages + 2 uuencoded PostScript figures. To be published in
  J. Magn. Magn. Mat. (substituted raw with encoded PostScript)",,"10.1016/0304-8853(94)00872-8",,"cond-mat",,"  The crossover behavior of the semi--infinite three dimensional Ising model is
investigated by means of Pad\'e approximant analysis of cluster variation
method results. We give estimates for ordinary critical as well as for
multicritical exponents, which are in very good agreement with extensive Monte
Carlo simulations.
","[{""version"":""v1"",""created"":""Fri, 3 Feb 1995 11:32:49 GMT""},{""version"":""v2"",""created"":""Mon, 6 Feb 1995 17:26:13 GMT""}]","2016-08-31"
"cond-mat/9502017","Alessandro Pelizzola","Carla Buzano and Alessandro Pelizzola","NEW TOPOLOGIES IN THE PHASE DIAGRAM OF THE SEMI-INFINITE BLUME-CAPEL
  MODEL","RevTeX, 13 pages + 7 uuencoded PostScript figures (substituted raw
  with encoded PostScript)",,"10.1016/0378-4371(95)00058-F",,"cond-mat",,"  The phase diagram of the Blume--Capel model on a semi--infinite simple cubic
lattice with a (100) free surface is studied in the pair approximation of the
cluster variation method. Six main topologies are found, of which two are new,
due to the occurrence of a first order surface transition in the phase with
ordered bulk, separating two phases with large and small surface order
parameters. The latter is a new phase and is studied in some detail, giving the
behaviour of the order parameter profiles in two typical cases. A comparison is
made with the results of a low temperature expansion, where these are
available, showing a great increase in accuracy with respect to the mean field
approximation.
","[{""version"":""v1"",""created"":""Fri, 3 Feb 1995 11:33:03 GMT""},{""version"":""v2"",""created"":""Mon, 6 Feb 1995 17:26:26 GMT""},{""version"":""v3"",""created"":""Tue, 7 Feb 1995 09:35:53 GMT""}]","2015-06-25"
"gr-qc/9502009","Robert C. Myers","TED JACOBSON, GUNGWON KANG and ROBERT C. MYERS","BLACK HOLE ENTROPY IN HIGHER CURVATURE GRAVITY","18 pages, LaTeX, Based on talks presented at the 16th Annual MRST
  Meeting and at the Heat Kernel Techniques and Quantum Gravity Meeting, very
  minor corrections made for some typo's in the original version.",,,"McGill/95--04; UMDGR--95-092","gr-qc hep-th",,"  We discuss some recent results on black hole thermodynamics within the
context of effective gravitational actions including higher-curvature
interactions. Wald's derivation of the First Law demonstrates that black hole
entropy can always be expressed as a local geometric density integrated over a
space-like cross-section of the horizon. In certain cases, it can also be shown
that these entropy expressions satisfy a Second Law. One such simple example is
considered from the class of higher curvature theories where the Lagrangian
consists of a polynomial in the Ricci scalar.
","[{""version"":""v1"",""created"":""Thu, 2 Feb 1995 23:22:03 GMT""},{""version"":""v2"",""created"":""Mon, 27 Feb 1995 19:41:31 GMT""}]","2016-08-31"
"hep-lat/9502003","Pete Meissinger","Peter N. Meisinger and Michael C. Ogilvie","An Effective Action for Finite Temperature Lattice Gauge Theories with
  Dynamical Fermions","13 pages, 8 postscript figures, RevTex 3.0, uuencoded Z-compressed
  tar file","Phys.Rev. D52 (1995) 3024-3029","10.1103/PhysRevD.52.3024",,"hep-lat",,"  Dynamical fermions induce via the fermion determinant a gauge-invariant
effective action. In principle, this effective action can be added to the usual
gauge action in simulations, reproducing the effects of closed fermion loops.
Using lattice perturbation theory at finite temperature, we compute for
staggered fermions the one-loop fermionic corrections to the spatial and
temporal plaquette couplings as well as the leading $Z_N$ symmetry breaking
coupling. A. Hasenfratz and T. DeGrand have shown that $\beta_c$ for dynamical
staggered fermions can be accurately estimated by the formula $\beta_c =
\beta^{\rm pure}_c - \Delta\beta_F$ where $\Delta\beta_F$ is the shift induced
by the fermions at zero temperature. Numerical and analytical results indicate
that the finite temperature corrections to the zero-temperature calculation of
A. Hasenfratz and T. DeGrand are small for small values of $\kappa = {1\over
2m_F}$, but become significant for intermediate values of $\kappa$. The effect
of these finite temperature corrections is to ruin the agreement of the
Hasenfratz-DeGrand calculation with Monte Carlo data. We argue, however, that
the finite temperature corrections are suppressed nonperturbatively at low
temperatures, resolving this apparent disagreement. The $Z_N$ symmetry breaking
coupling is small; we argue that it changes the order of the transition while
having little effect on the critical value of $\beta$.
","[{""version"":""v1"",""created"":""Thu, 2 Feb 1995 18:44:52 GMT""}]","2016-08-31"
"hep-ph/9502218","Zpli","Zhenping Li","The Kaon-Photoproduction Of Nucleons In The Quark Model","25 pages, 9 postscript figures can be obtained from the author.","Phys.Rev.C52:1648-1661,1995","10.1103/PhysRevC.52.1648",,"hep-ph nucl-th",,"  In this paper, we develop a general framework to study the
meson-photoproductions of nucleons in the chiral quark model. The S and U
channel resonance contributions are expressed in terms of the
Chew-Goldberger-Low-Nambu (CGLN) amplitudes. The kaon-photoproduction
processes, $\gamma p\to K^+ \Lambda$, $\gamma p\to K^+ \Sigma^0$, and $\gamma
p\to K^0\Sigma^+$, are calculated. The initial results show that the quark
model provides a much improved description of the reaction mechanism for the
kaon-photoproductions of the nucleon with less parameters than the traditional
phenomenological approaches.
","[{""version"":""v1"",""created"":""Thu, 2 Feb 1995 17:45:49 GMT""}]","2016-09-01"
"hep-ph/9502220","Arnulfo Zepeda","Ricardo Gait\'an-Lozano, Albino Hern\'andez-Galeana, Sergio A.
  Tom\'as, William A. Ponce and Arnulfo Zepeda","Signals of extra gauge bosons and exotic leptons in
  SU(6)$_{L}\otimes$U(1)$_{Y}$",,"Phys.Rev. D51 (1995) 6474-6483","10.1103/PhysRevD.51.6474",,"hep-ph",,"  We study some of the consequences of the SU(6)$_{L}\otimes$U(1)$_{Y}$ model
of unification of electroweak interactions and families with a horizontal gauge
group SU(2)$_{H}$, paying special attention to processes with flavor changing
neutral currents. We compute at tree level the decays $K^{+}\longrightarrow
\pi^{+}\mu^{+}e^{-}$, $K_L^0\longrightarrow \mu^{+}e^{-}$ and $\mu^{-}
\longrightarrow e^{-} \bar{\nu_e} \nu_\mu$ from which we obtain lower bounds
for the mass of the horizontal gauge boson associated with FCNC. Finally we
obtain limits on the mixing between ordinary and exotic charged leptons.
","[{""version"":""v1"",""created"":""Thu, 2 Feb 1995 21:48:58 GMT""}]","2016-09-01"
"hep-ph/9502221","Amitava Raychaudhuri","Srubabati Goswami, Kamales Kar and Amitava Raychaudhuri","Resonant neutrino oscillations and shock revival in type-II supernovae","Latex, 10 pages, 1 figure available on request.",,,"SINP/TNP/94-13, CUPP-94/3","hep-ph",,"  The role of matter enhanced resonant neutrino oscillations in reviving a
stalled shock in a type-II supernova through delayed neutrino heating is
investigated. The extent of neutrino heating is estimated for the allowed
possibility of complete flavour conversion self-consistently with the changes
in nuclear equilibrium. The average internal energy per nucleon is
substantially increased indicating the possiblty of a robust explosion.
","[{""version"":""v1"",""created"":""Fri, 3 Feb 1995 10:46:37 GMT""}]","2016-09-01"
"hep-ph/9502228",,"S. Dimopoulos (CERN, Geneva, Switzerland)","Beyond the Standard Model","10 pages, ichep.sty",,,"CERN-TH.7533/94","hep-ph",,"  A few topics beyond the standard model are reviewed.
","[{""version"":""v1"",""created"":""Fri, 3 Feb 1995 12:03:29 GMT""}]","2009-09-25"
"hep-th/9502016",,"E. S. Moreira, Jnr. (Queen Mary & Westfield College)","Massive quantum fields in a conical background","Propagator (11) is rewritten in a more convenient form and the one
  before that is amended. A more concise expression is given for the energy
  density of a twisted spinor. The references contain minor corrections","Nucl.Phys. B451 (1995) 365-378","10.1016/0550-3213(95)00357-X","QMW/95-5","hep-th gr-qc",,"  Representations of the Klein-Gordon and Dirac propagators are determined in a
$N$ dimensional conical background for massive fields twisted by an arbitrary
angle $2\pi\sigma$. The Dirac propagator is shown to be obtained from the
Klein-Gordon propagator twisted by angles $2\pi\sigma\pm {\cal D}/2$ where
${\cal D}$ is the cone deficit angle. Vacuum expectation values are determined
by a point-splitting method in the proper time representation of the
propagators. Analogies with the Aharonov-Bohm effect are pointed out throughout
the paper and a conjecture on an extension to fields of arbitrary spin is
given.
","[{""version"":""v1"",""created"":""Thu, 2 Feb 1995 17:54:01 GMT""},{""version"":""v2"",""created"":""Tue, 14 Mar 1995 18:20:13 GMT""}]","2009-10-28"
"hep-th/9502017","J. Mourad","A. Kehagias, J. Madore, J. Mourad and G. Zoupanos","LINEAR CONNECTIONS ON EXTENDED SPACE-TIME","15 pages, plain TeX","J.Math.Phys. 36 (1995) 5855-5867","10.1063/1.531292","LMPM 95-01","hep-th gr-qc",,"  A modification of Kaluza-Klein theory is proposed which is general enough to
admit an arbitrary finite noncommutative internal geometry. It is shown that
the existence of a non-trival extension to the total geometry of a linear
connection on space-time places severe restrictions on the structure of the
noncommutative factor. A counter-example is given.
","[{""version"":""v1"",""created"":""Thu, 2 Feb 1995 19:03:13 GMT""}]","2009-10-28"
"hep-th/9502018","Henryk Arodz","H. Arodz","On expansion in the width for domain walls","21 pages, LaTeX","Nucl.Phys. B450 (1995) 174-188","10.1016/0550-3213(95)00385-6","TPJU-2/95","hep-th cond-mat gr-qc",,"  The well-known idea to construct domain wall type solutions of field
equations by means of an expansion in the width of the domain wall is
reexamined. We observe that the problem involves singular perturbations.
Hilbert-Chapman-Enskog method is used to construct a consistent perturbative
expansion. We obtain the solutions to the second order in the width without
introducing an effective action for the domain wall. We find that zeros of the
scalar field in general do not lie on a Nambu-Goto trajectory. As examples we
consider cylindrical and spherical domain walls. We find that the spherical
domain wall, in contradistinction to the cylindrical one, shows an effective
rigidity.
","[{""version"":""v1"",""created"":""Fri, 3 Feb 1995 09:03:15 GMT""}]","2016-09-06"
"hep-th/9502019","Sigurd Schelstraete","Sigurd Schelstraete, Henri Verschelde","A Technique for generating Feynman Diagrams","19 pages, LateX, To be published in Z. f. Phys. C","Z.Phys. C67 (1995) 343-350","10.1007/BF01571297",,"hep-th",,"  We present a simple technique that allows to generate Feynman diagrams for
vector models with interactions of order $2n$ and similar models (Gross-Neveu,
Thirring model), using a bootstrap equation that uses only the free field value
of the energy as an input. The method allows to find the diagrams to, in
principle, arbitrarily high order and applies to both energy and correlation
functions. It automatically generates the correct symmetry factor (as a
function of the number of components of the field) and the correct sign for any
diagram in the case of fermion loops. We briefly discuss the possibility of
treating QED as a Thirring model with non-local interaction.
","[{""version"":""v1"",""created"":""Fri, 3 Feb 1995 09:31:44 GMT""}]","2016-09-06"
"hep-th/9502020","Tarrach","Rolf Tarrach","Is There Physics in Landau Poles ?","17 pages, plain TeX, no figures",,,"UB-ECM-PF-38-94","hep-th",,"  Triviality and Landau poles are often greeted as harbingers of new physics at
1 TeV. After briefly reviewing the ideas behind this, a model of singular
quantum mechanics is introduced. Its ultraviolet structure, as well as some
features of its vacuum, related to triviality, very much parallel
$\lambda\phi^4$. The model is solvable, exactly and perturbatively, in any
dimension. From its analysis we learn that Landau poles do not appear in any
exactly computed observable, but only in truncated perturbation theory, when
perturbation theory is performed with the wrong sign coupling. If these
findings apply to the standard model no new physics at 1 TeV should be expected
but only challenges for theorists.
","[{""version"":""v1"",""created"":""Fri, 3 Feb 1995 11:50:29 GMT""}]","2007-05-23"
"hep-th/9502022","Benjamin Enriquez","B. Enriquez","Soliton solutions of the classical lattice sine-Gordon system",,,,,"hep-th",,"  We study the soliton-type solutions of the system introduced by B. Feigin and
the author in in [EF]. We show that it reduces to a top-like system, and we
study the behaviour of the solutions at the lattice infinity. We compute the
scattering of the solitons and study some periodic solutions of the system.
","[{""version"":""v1"",""created"":""Fri, 3 Feb 1995 12:12:09 GMT""}]","2016-09-06"
"hep-th/9502023",,"M. Martellini, M. Spreafico, K. Yoshida","The Quantization of Anomalous Gauge Field Theory","23 pages, phyzzx.tex",,,,"hep-th",,"  We discuss the so called gauge invariant quantization of anomalous gauge
field theory, originally due to Faddeev and Shatashvili. It is pointed out that
the further non invariance of relevant path integral measures poses a problem
when one tries to translate it to BRST formalism. The method by which we
propose to get around of this problem introduces certain arbitrariness in the
model. We speculate on the possibility of using such an arbitrariness to build
series of non equivalent models of two dimensional induced gravity.
","[{""version"":""v1"",""created"":""Fri, 3 Feb 1995 11:49:53 GMT""}]","2007-05-23"
