"alg-geom/9502006","Alexander A. Voronov","Takashi Kimura, Jim Stasheff, and Alexander A. Voronov","Homology of moduli spaces of curves and commutative homotopy algebras","Terminology corrections and minor changes made, 18 pages, AMS-LaTeX",,,,"alg-geom hep-th math.AG math.QA q-alg",,"  We propose an explicit relation between the cohomology of compactified and
noncompactified moduli spaces of algebraic curves with punctures. This
relationship generalizes one between commutative algebras and Lie algebras
proposed by Lazard, Kontsevich and Ginzburg and Kapranov. More explicitly, we
show that the cohomology of one moduli space is the graph complex decorated
with the cohomology of the other, which in its turn generalizes Getzler's
result for the genus zero moduli. We also show that a certain class of algebras
over the chain operad of compactified moduli spaces has a natural structure of
a commutative homotopy algebra. This may be regarded as a lifting of the dot
product of Lian-Zuckerman's BV algebra structure to the cochain level, thus
complementing the results of an earlier paper hep-th/9307114 of the authors
regarding the BV bracket.
","[{""version"":""v1"",""created"":""Wed, 8 Feb 1995 22:42:01 GMT""},{""version"":""v2"",""created"":""Thu, 13 Apr 1995 22:01:27 GMT""}]","2008-02-03"
"cond-mat/9502034","Achim Rosch","Achim Rosch and Thilo Kopp","Heavy Particle in a d-dimensional Fermionic Bath: A Strong Coupling
  Approach",,"Phys. Rev. Lett. 75, 1988 (1995)","10.1103/PhysRevLett.75.1988","AR 95-1","cond-mat",,"  We investigate the low temperature behavior of a heavy particle (mass $M$) in
a fermionic bath. An effective action is considered which exactly implements
the orthogonality catastrophe. It is equivalent to a model of local bosons
coupling via a long-range interaction to the particle. The saddlepoint solution
for the heavy particle propagator yields a finite quasiparticle weight in two
and higher dimensions. In one dimension the propagator decays algebraically for
long times. The saddle point approximation is valid for large $M$.
","[{""version"":""v1"",""created"":""Wed, 8 Feb 1995 16:18:35 GMT""}]","2010-05-24"
"cond-mat/9502035","Chris O'Donovan","C. O'Donovan and J. C. Carbotte","S and D Wave Mixing in High $T_c$ Superconductors","12 pages, RevTeX 3.0, 3 PostScript figures uuencoded and compressed","Phys. Rev. B 52, 16208 (1995).","10.1103/PhysRevB.52.16208",,"cond-mat",,"  For a tight binding model with nearest neighbour attraction and a small
orthorhombic distortion, we find a phase diagram for the gap at zero
temperature which includes three distinct regions as a function of filling. In
the first, the gap is a mixture of mainly $d$-wave with a smaller extended
$s$-wave part. This is followed by a region in which there is a rapid increase
in the $s$-wave part accompanied by a rapid increase in relative phase between
$s$ and $d$ from 0 to $\pi$. Finally, there is a region of dominant $s$ with a
mixture of $d$ and zero phase. In the mixed region with a finite phase, the
$s$-wave part of the gap can show a sudden increase with decreasing temperature
accompanied with a rapid increase in phase which shows many of the
characteristics measured in the angular resolved photoemission experiments of
Ma {\em et al.} in $\rm Bi_2Sr_2CaCu_2O_8$
","[{""version"":""v1"",""created"":""Wed, 8 Feb 1995 17:27:36 GMT""}]","2016-08-31"
"cond-mat/9502036",,"Hernan Makse","Singularities and Avalanches in Interface Growth with Quenched Disorder","4 pages. REVTEX. 4 figs available on request from hmakse@juno.bu.edu",,"10.1103/PhysRevE.52.4080",,"cond-mat",,"  A simple model for an interface moving in a disordered medium is presented.
The model exhibits a transition between the two universality classes of
interface growth phenomena. Using this model, it is shown that the application
of constraints to the local slopes of the interface produces avalanches of
growth, that become relevant in the vicinity of the depinning transition. The
study of these avalanches reveals a singular behavior that explains a recently
observed singularity in the equation of motion of the interface.
","[{""version"":""v1"",""created"":""Wed, 8 Feb 1995 17:55:43 GMT""}]","2016-08-31"
"cond-mat/9502037",,"Beat Ammon, Matthias Troyer and Hirokazu Tsunetsugu","Effect of the Three-Site Hopping Term on the t-J Model","9 pages including 9 figures and 1 Table. Self-unpacking postscript.
  Unpacking instructions are at the beginning of the file. Submitted to
  Physical Review B","Phys. Rev. B 52, 000629 (1995)","10.1103/PhysRevB.52.629","IPS Research Report No. 95-05","cond-mat",,"  We have used exact diagonalization and quantum Monte Carlo methods to study
the one-dimensional {t-J} model including the three-site hopping term derived
from the strong coupling limit of the Hubbard model. The three-site term may be
important to superconducting correlations since it allows direct hopping of
local singlet electron pairs. The phase diagram is determined for several
values of the strength of the three-site term and compared with that of the
{t-J} and Hubbard models. Phase separation, which exists in the t-J model is
suppressed. In the low electron density region the formation of local singlet
electron pairs is enhanced, leading to stronger superconducting correlations
even for values $J/t<2$. A large spin gap region extends from low electron
densities up to high densities. In the low hole density region the
superconducting correlations are suppressed at $J/t>2.8$ in spite of enhanced
pair formation. This is because the three-site term, while enhancing the
formation of electron pairs, leads to a repulsion between holes.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 08:28:48 GMT""}]","2007-05-23"
"cond-mat/9502038","Peter Magnee","P.H.C. Magnee, B.J. van Wees, T.M. Klapwijk, W. van de Graaf and G.
  Borghs","Experimental determination of the quasi-particle decay length
  $\xi_{\text{Sm}}$ in a superconducting quantum well","Revtex, 3 PostScript figures",,"10.1103/PhysRevB.52.R11630",,"cond-mat",,"  We have investigated experimentally the electronic transport properties of a
two-dimensional electron gas (2DEG) present in an AlSb/InAs/AlSb quantum well,
where part of the toplayer has been replaced by a superconducting Nb strip,
with an energy gap $\Delta_0$. By measuring the lateral electronic transport
underneath the superconductor, and comparing the experimental results with a
model based on the Bogoliubov-de Gennes equation and the Landauer-B\""uttiker
formalism, we obtain a decay length $\xi_{\text{Sm}} \approx 100~\text{nm}$ for
electrons. This decay length corresponds to an interface transparency
$T_{\text{SIN}}=0.7$ between the Nb and InAs. Using this value, we infer an
energy gap in the excitation spectrum of the SQW of $\Delta_{\text{eff}} = 0.97
\Delta_0 = 0.83~\text{meV}$.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 12:21:41 GMT""},{""version"":""v2"",""created"":""Mon, 13 Feb 1995 07:42:28 GMT""}]","2009-10-28"
"cond-mat/9502039","Bergerhoff Bastian","B.Bergerhoff, D.Litim, S.Lola, and C.Wetterich,","PHASE TRANSITION OF N-COMPONENT SUPERCONDUCTORS","30p. with 9 uuencoded .eps-figures appended, LaTeX","Int.J.Mod.Phys. A11 (1996) 4273-4306","10.1142/S0217751X96001991","HD-THEP-94-49","cond-mat hep-ph supr-con",,"  We investigate the phase transition in the three-dimensional abelian Higgs
model for N complex scalar fields, using the gauge-invariant average action
\Gamma_{k}. The dependence of \Gamma_{k} on the effective infra-red cut-off k
is described by a non-perturbative flow equation. The transition turns out to
be first- or second-order, depending on the ratio between scalar and gauge
coupling. We look at the fixed points of the theory for various N and compute
the critical exponents of the model. Comparison with results from the
\epsilon-expansion shows a rather poor convergence for \epsilon=1 even for
large N. This is in contrast to the surprisingly good results of the
\epsilon-expansion for pure scalar theories. Our results suggest the existence
of a parameter range with a second-order transition for all N, including the
case of the superconductor phase transition for N=1.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 14:57:06 GMT""}]","2015-06-25"
"gr-qc/9502021","Animals have rights","Mauro Carfora and Kamilla Piotrkowska","A Renormalization Group Approach to Relativistic Cosmology","57 pages, LaTeX, 15 pictures available on request from the Authors","Phys.Rev. D52 (1995) 4393-4424","10.1103/PhysRevD.52.4393","SISSA Ref. 8/95/FM","gr-qc",,"  We discuss the averaging hypothesis tacitly assumed in standard cosmology.
Our approach is implemented in a ""3+1"" formalism and invokes the coarse
graining arguments, provided and supported by the real-space Renormalization
Group (RG) methods. Block variables are introduced and the recursion relations
written down explicitly enabling us to characterize the corresponding RG flow.
To leading order, the RG flow is provided by the Ricci-Hamilton equations
studied in connection with the geometry of three-manifolds. The properties of
the Ricci-Hamilton flow make it possible to study a critical behaviour of
cosmological models. This criticality is discussed and it is argued that it may
be related to the formation of sheet-like structures in the universe. We
provide an explicit expression for the renormalized Hubble constant and for the
scale dependence of the matter distribution. It is shown that the Hubble
constant is affected by non-trivial scale dependent shear terms, while the
spatial anisotropy of the metric influences significantly the scale-dependence
of the matter distribution.
","[{""version"":""v1"",""created"":""Wed, 8 Feb 1995 21:40:59 GMT""}]","2009-10-28"
"gr-qc/9502023",,"A. Carlini and J. Greensite","Square Root Actions, Metric Signature, and the Path-Integral of Quantum
  Gravity","32 pages, latex. The revision is a more general treatment of the
  regulator. Local constraints are now derived from a requirement of regulator
  independence","Phys.Rev. D52 (1995) 6947-6964","10.1103/PhysRevD.52.6947",,"gr-qc hep-th",,"  We consider quantization of the Baierlein-Sharp-Wheeler form of the
gravitational action, in which the lapse function is determined from the
Hamiltonian constraint. This action has a square root form, analogous to the
actions of the relativistic particle and Nambu string. We argue that
path-integral quantization of the gravitational action should be based on a
path integrand $\exp[ \sqrt{i} S ]$ rather than the familiar Feynman expression
$\exp[ i S ]$, and that unitarity requires integration over manifolds of both
Euclidean and Lorentzian signature. We discuss the relation of this path
integral to our previous considerations regarding the problem of time, and
extend our approach to include fermions.
","[{""version"":""v1"",""created"":""Thu, 9 Feb 1995 12:38:49 GMT""},{""version"":""v2"",""created"":""Tue, 18 Jul 1995 13:11:01 GMT""}]","2009-10-28"
"hep-ph/9502252","B. de Carlos","B. de Carlos, J.A. Casas","Constraining Supergravity Scenarios through the $b\to s,\gamma$ Decay.","13 pages + 8 figures included in a separate file, Latex, requires
  psfig.sty. We have corrected a mistake affecting some figures and their
  corresponding quotations in the text, as well as several misprints.","Phys.Lett. B349 (1995) 300-310; Erratum-ibid. B351 (1995) 604-607","10.1016/0370-2693(95)00277-R","OUTP-95-01P, IEM-FT-99/95.","hep-ph",,"  We evaluate the branching ratio BR($b\rightarrow s,\gamma$) in the minimal
supersymmetric standard model (MSSM), determining the corresponding
phenomenological restrictions on two attractive supergravity scenarios, namely
minimal supergravity and a class of models with a natural solution to the $\mu$
problem. We have included in the calculation some one--loop refinements that
have a substantial impact on the results. The numerical results show some
disagreements with part of the previous results in the literature, while they
are in agreement with others. For minimal supergravity the CLEO upper and lower
bounds put important restrictions on the scalar and gaugino masses in both
cases $\mu<0$ and $\mu>0$. For the other supergravity scenarios the relevant
CLEO bound is the upper one. It is stressed the fact that an eventual
improvement of the experimental bounds of order $10^{-4}$ would strengthen the
restrictions on the MSSM dramatically. This would be enough to discard these
supergravity scenarios with $\mu<0$ if no discrepancy is found with the
standard model prediction, while for $\mu>0$ there will remain low-energy
windows.
","[{""version"":""v1"",""created"":""Wed, 8 Feb 1995 16:06:22 GMT""},{""version"":""v2"",""created"":""Mon, 27 Mar 1995 16:48:08 GMT""}]","2009-10-28"
"hep-ph/9502253","O. W. Greenberg","O.W. Greenberg","VIRTUES OF THE HAAG EXPANSION IN QUANTUM FIELD THEORY","28 pages, latex, no figures",,,"University of Maryland Preprint 95-99","hep-ph nucl-th",,"  I survey the use of the Haag expansion as a technique to solve quantum field
theories. After an exposition of the asymptotic condition and the Haag
expansion, I report the results of applying the Haag expansion to several
quantum field theories, including galilean-invariant theories, matter at finite
temperature (using the BCS model of superconductivity as an illustrative
example), the Nambu--Jona-Lasinio model and the Schwinger model. I conclude
with the outlook for further development of this method.
","[{""version"":""v1"",""created"":""Wed, 8 Feb 1995 16:11:02 GMT""}]","2016-09-01"
"hep-ph/9502254","Eduardo de Rafael","Eduardo de Rafael","Chiral Lagrangians and Kaon CP-Violation","69 pages, LaTeX, Lectures given at the 1994th TASI-School on
  CP--Violation and the limits of the Standard Model. University of Colorado at
  Boulder.",,,"CPT-95/P.3161","hep-ph",,"  These lectures are an introduction to the subject of chiral effective
Lagrangians of the Standard Model and their applications, mostly in the sector
of non--leptonic kaon decays, with special emphasis on CP--violation. The first
lecture gives an introduction to the phenomenological description of the
$K^0-\bar{K}^0$ system and $K\ra \pi\pi$ decays. In the second lecture I give
an overview of the basic ideas behind the chiral perturbation theory ($\chi$PT)
--approach to hadron dynamics at low energies. The study of the weak
interactions of $K$--particles within the framework of $\chi$PT is the subject
of the third lecture. The fourth lecture is an overview of various models of
the QCD low--energy effective action which have been developed during the last
few years. The fifth lecture is dedicated to a discussion of the CP--violation
$\epsilon$ and $\epsilon'$ parameters, and to the study of the decay mode:
$K_{L}\ra \pi^{0}e^{+}e^{-}$.
","[{""version"":""v1"",""created"":""Wed, 8 Feb 1995 16:49:05 GMT""}]","2016-09-01"
"hep-ph/9502255",,"A.Dobado and M.T.Urdiales","DETERMINATION OF THE ELECTROWEAK CHIRAL-LAGRANGIAN PARAMETERS AT THE LHC","59 pages,latex, figures available on request","Z.Phys.C71:659-672,1996","10.1007/BF02907028","FT/UCM/19/94,FT/UAM/29/94","hep-ph",,"  In this work we report on the results obtained in a detailed and systematical
study of the possibility to measure the parameters appearing in the electroweak
chiral lagrangian. The main novelty of our approach is that we do not use the
Equivalence Theorem and therefore we work explicitly with all the gauge boson
degrees of freedom.
","[{""version"":""v1"",""created"":""Wed, 8 Feb 1995 17:56:58 GMT""}]","2015-04-27"
"hep-ph/9502256","Leith Cooper","L. Cooper and G.E. Stedman","Axion detection by ring lasers","9 pages, LaTeX, 4 figures available upon request","Phys.Lett. B357 (1995) 464-468","10.1016/0370-2693(95)00950-P",,"hep-ph hep-th",,"  A ring-laser experiment, similar to the Canterbury ring laser, to detect
axion- and {\sc qed}-induced vacuum birefringence is proposed. It uses a slowly
modulated magnetic field and a novel polarization geometry. Both axion coupling
and vacuum birefringence would modulate the Sagnac beat frequency. A null
result could place sensitive bounds on the axion mass and on two-photon
coupling.
","[{""version"":""v1"",""created"":""Wed, 8 Feb 1995 20:28:40 GMT""}]","2016-09-01"
"hep-ph/9502257","Oleg Tarasov","J. Fleischer, and O.V. Tarasov","ALGORITHMIC CALCULATION OF TWO-LOOP FEYNMAN DIAGRAMS","15 pages, to print figures 'axodraw.sty' is required, it can be
  obtained at ftp://nikhefh.nikhef.nl//axodraw/",,,"BI-TP 94/61","hep-ph",,"  In a recent paper \cite{ft} a new powerful method to calculate Feynman
diagrams was proposed. It consists in setting up a Taylor series expansion in
the external momenta squared. The Taylor coefficients are obtained from the
original diagram by differentiation and putting the external momenta equal to
zero. It was demonstrated that by a certain conformal mapping and subsequent
resummation by means of Pad\'{e} approximants it is possible to obtain high
precision numerical values of the Feynman integrals in the whole cut plane. The
real problem in this approach is the calculation of the Taylor coefficients for
the arbitrary mass case. Since their analytic evaluation by means of CA
packages uses enormous CPU and yields very lengthy expressions, we develop an
algorithm with the aim to set up a FORTRAN package for their numerical
evaluation. This development is guided by the possibilities offered by the
formulae manipulating language FORM \cite{FORM}.
","[{""version"":""v1"",""created"":""Wed, 8 Feb 1995 20:36:46 GMT""}]","2016-09-01"
"hep-ph/9502258","Ariel R. Zhitnitsky","Boris Chibisov and Ariel R. Zhitnitsky","Chiral Condensate, Master Field and all that in $QCD_2 (N\to\infty)$","The discussion about the calculation of the Wilson line is removed","Phys.Lett. B362 (1995) 105-112","10.1016/0370-2693(95)01140-L",,"hep-ph hep-th",,"  We discuss the various aspects of two-dimensional
$QCD_{2}(N\rightarrow\infty)$ (the 't Hooft model\cite{Hooft}). Our main
interest (motivated by the corresponding analysis in the four dimensional QCD)
is the vacuum structure of the theory. We use the very general methods in the
analysis, such as dispersion relations and duality in order to relate the known
spectrum of $QCD_2$ to the different vacuum characteristics. We explicitly
calculate (in terms of physical parameters like masses and matrix elements) the
chiral condensate as well as the mixed vacuum condensates: $$\la
0|\bar{q}(g\epsilon_{\mu\nu} G_{\mu\nu})^nq |0\ra \sim M_{eff}^{2n}\la
0|\bar{q} q |0\ra .$$ We interpret the factorization property for the mixed
vacuum condensates as a reminiscent of the master field at large $N$.
","[{""version"":""v1"",""created"":""Wed, 8 Feb 1995 23:41:00 GMT""},{""version"":""v2"",""created"":""Thu, 13 Apr 1995 20:03:00 GMT""}]","2009-10-28"
