"acc-phys/9506001","George Parzen","G. Parzen (Brookhaven National Laboratory)","Normal Mode Tunes for Linear Coupled Motion in Six Dimensional Phase
  Space","3 pages, gzipped postscript paper (77k)",,,"BNL-61168","acc-phys physics.acc-ph",,"  The motion of a particle in 6-dimensional phase space in the presence of
linear coupling can be written as the sum of 3 normal modes. A cubic equation
is found for the tune of the normal modes, which allows the normal mode tunes
to be computed from the 6x6 one turn transfer matrix. This result is similar to
the quadratic equation found for the normal mode tunes for the motion of a
particle in 4-dimensional phase space. These results are useful in tracking
programs where the one turn transfer matrix can be computed by multiplying the
transfer matrices of each element of the lattice. The tunes of the 3 normal
modes, for motion in 6-dimensional phase space, can then be found by solving
the cubic equation. Explicit solutions of the cubic equation for the tune are
given in terms of the elements of the 6x6 one turn transfer matrix.
","[{""version"":""v1"",""created"":""Wed, 7 Jun 1995 13:43:40 GMT""}]","2008-02-03"
"cond-mat/9506027",,"Jean-Philippe Bouchaud, Alain Comtet, C\'ecile Monthus","ON A DYNAMICAL MODEL OF GLASSES","11 pages, 2 figures (available upon request)",,"10.1051/jp1:1995104",,"cond-mat",,"  We analyze a simple dynamical model of glasses, based on the idea that each
particle is trapped in a local potential well, which itself evolves due to
hopping of neighbouring particles. The glass transition is signalled by the
fact that the equilibrium distribution ceases to be normalisable, and dynamics
becomes non-stationary. We generically find stretching of the correlation
function at low temperatures and a Vogel-Fulcher like behaviour of the terminal
time.
","[{""version"":""v1"",""created"":""Wed, 7 Jun 1995 09:03:55 GMT""}]","2009-10-28"
"cond-mat/9506028","Reimer Kuehn","Reimer K\""uhn","Equilibrium Ensemble Approach to Disordered Systems I: General Theory,
  Exact Results","24 pages, Latex",,"10.1007/s002570050117",,"cond-mat",,"  An outline of Morita's equilibrium ensemble approach to disordered systems is
given, and hitherto unnoticed relations to other, more conventional approaches
in the theory of disordered systems are pointed out. It is demonstrated to
constitute a generalization of the idea of grand ensembles and to be intimately
related also to conventional low--concentration expansions as well as to
perturbation expansions about ordered reference systems. Moreover, we draw
attention to the variational content of the equilibrium ensemble formulation. A
number of exact results are presented, among them general solutions for site--
and bond-- diluted systems in one dimension, both for uncorrelated, and for
correlated disorder.
","[{""version"":""v1"",""created"":""Wed, 7 Jun 1995 08:27:16 GMT""}]","2009-10-28"
"cond-mat/9506029","Matts Sporre","Matts Sporre","UNREALIZABLE LEARNING IN FEEDFORWARD NEURAL NETWORKS","Latex 11 pages (excluding figures). A hard copy (including figures)
  will be sent on request. A postscript file (including figures) can be found
  on the web at http://www.nordita.dk/locinfo/preprints.html",,,"NORDITA - 95/44 - S","cond-mat",,"  Statistical mechanics is used to study unrealizable generalization in two
large feed-forward neural networks with binary weights and output, a perceptron
and a tree committee machine. The student is trained by a teacher being larger,
i.e. having more units than the student. It is shown that this is the same as
using training data corrupted by Gaussian noise. Each machine is considered in
the high temperature limit and in the replica symmetric approximation as well
as for one step of replica symmetry breaking. For the perceptron a phase
transition is found for low noise. However the transition is not to optimal
learning. If the noise is increased the transition disappears. In both cases
$\epsilon _{g}$ will approach optimal performance with a $(\ln\alpha
/\alpha)^k$ decay for large $\alpha$. For the tree committee machine noise in
the input layer is studied, as well as noise in the hidden layer. If there is
no noise in the input layer there is, in the case of one step of repl! ica
symmetry breaking, a phase tra nsition to optimal learning at some finite
$\alpha$ for all levels of noise in the hidden layer. When noise is added to
the input layer the generalization behavior is similar to that of the
perceptron. For one step of replica symmetry breaking, in the realizable limit,
the values of the spinodal points found in this paper disagree with previously
reported estimates \cite{seung1},\cite{schwarze1}. Here the value $\alpha _{sp}
= 2.79$ is found for the tree committee machine and $\alpha _{sp} = 1.67$ for
the perceptron.
","[{""version"":""v1"",""created"":""Wed, 7 Jun 1995 12:34:41 GMT""}]","2007-05-23"
"cond-mat/9506031","Assa Auerbach","Daniel P. Arovas and Assa Auerbach","TDAE-\c60: Can a Mott insulator be a ferromagnet?","Revtex, 4 pages, 1 figure in latex. Short version",,,,"cond-mat",,"  Motivated by the structure of TDAE-\c60, we derive a multicomponent
superexchange Hamiltonian for the spins and orbital (``isospin'') degrees of
freedom in the Mott-insulating phase. We explore its phase diagram and identify
points of special interest: an SU(4) antiferromagnet (solved by Sutherland) and
two ferromagnet$\otimes$antiferromagnet points where the ground state is known.
For the ferromagnetic regime, we apply interchain mean field theory and derive
an expression for the Curie temperature where spin ordering occurs and a lower
Ne{\'e}l temperature for a conjectured isospin ordering.
","[{""version"":""v1"",""created"":""Wed, 7 Jun 1995 14:45:10 GMT""}]","2007-05-23"
"gr-qc/9506013",,"Giampiero Esposito","New Perspectives in Complex General Relativity","7 pages, Latex, no figures, to appear in Proceedings of the Maynooth
  Meeting on Topics in the Theories of Fundamental Interactions, Maynooth,
  24-26 May 1995, World Scientific Publishing Company. Workshop's chairperson:
  Tigran Tchrakian",,,"DSF preprint 95/14","gr-qc",,"  In complex general relativity, Lorentzian space-time is replaced by a
four-complex-dimensional complex-Riemannian manifold, with holomorphic
connection and holomorphic curvature tensor. A multisymplectic analysis shows
that the Hamiltonian constraint is replaced by a geometric structure linear in
the holomorphic multimomenta, providing some boundary conditions are imposed on
two-complex-dimensional surfaces. On studying such boundary conditions, a link
with the Penrose twistor programme is found. Moreover, in the case of real
Riemannian four-manifolds, the local theory of primary and secondary potentials
for gravitino fields, recently proposed by Penrose, has been applied to
Ricci-flat backgrounds with boundary. The geometric interpretation of the
differential equations obeyed by such secondary potentials is related to the
analysis of integrability conditions in the theory of massless fields, and
might lead to a better understanding of twistor geometry. Thus, new tools are
available in complex general relativity and in classical field theory in real
Riemannian backgrounds.
","[{""version"":""v1"",""created"":""Wed, 7 Jun 1995 14:45:41 GMT""}]","2007-05-23"
"hep-lat/9506011","Stefan Boettcher","Carl M. Bender, Peter N. Meisinger (Washington U. in St. Louis), and
  Fred Cooper (Los Alamos National Laboratory)","SPHERICALLY SYMMETRIC RANDOM WALKS I. REPRESENTATION IN TERMS OF
  ORTHOGONAL POLYNOMIALS","31 pages, Revtex, uuencoded, (one ps-figure included)","Phys.Rev.E54:100-111,1996","10.1103/PhysRevE.54.100","WUHEP-95-17","hep-lat cond-mat",,"  Spherically symmetric random walks in arbitrary dimension $D$ can be
described in terms of Gegenbauer (ultraspherical) polynomials. For example,
Legendre polynomials can be used to represent the special case of
two-dimensional spherically symmetric random walks. In general, there is a
connection between orthogonal polynomials and semibounded one-dimensional
random walks; such a random walk can be viewed as taking place on the set of
integers $n$, $n=0,~1,~2,~\ldots$, that index the polynomials. This connection
allows one to express random-walk probabilities as weighted inner products of
the polynomials. The correspondence between polynomials and random walks is
exploited here to construct and analyze spherically symmetric random walks in
$D$-dimensional space, where $D$ is {\sl not} restricted to be an integer. The
weighted inner-product representation is used to calculate exact closed-form
spatial and temporal moments of the probability distribution associated with
the random walk. The polynomial representation of spherically symmetric random
walks is also used to calculate the two-point Green's function for a
rotationally symmetric free scalar quantum field theory.
","[{""version"":""v1"",""created"":""Tue, 6 Jun 1995 17:00:12 GMT""}]","2010-11-19"
"hep-lat/9506012","Stefan Boettcher","Carl M. Bender, Peter N. Meisinger (Washington U. in St. Louis), and
  Stefan Boettcher (Brookhaven National Laboratory)","SPHERICALLY SYMMETRIC RANDOM WALKS II. DIMENSIONALLY DEPENDENT CRITICAL
  BEHAVIOR","30 pages, Revtex, uuencoded, (nine ps-figures included)","Phys.Rev.E54:112-126,1996","10.1103/PhysRevE.54.112","WUHEP-95-18","hep-lat cond-mat",,"  A recently developed model of random walks on a $D$-dimensional
hyperspherical lattice, where $D$ is {\sl not} restricted to integer values, is
extended to include the possibility of creating and annihilating random
walkers. Steady-state distributions of random walkers are obtained for all
dimensions $D>0$ by solving a discrete eigenvalue problem. These distributions
exhibit dimensionally dependent critical behavior as a function of the birth
rate. This remarkably simple model exhibits a second-order phase transition
with a nontrivial critical exponent for all dimensions $D>0$.
","[{""version"":""v1"",""created"":""Tue, 6 Jun 1995 17:00:31 GMT""}]","2010-11-19"
"hep-lat/9506013","Stefan Boettcher","Carl M. Bender, Peter N. Meisinger (Washington U. in St. Louis), and
  Stefan Boettcher (Brookhaven National Laboratory)","SPHERICALLY SYMMETRIC RANDOM WALKS III. POLYMER ADSORPTION AT A
  HYPERSPHERICAL BOUNDARY","20 pages, Revtex, uuencoded, (two ps-figures included, fig2 in color)","Phys.Rev.E54:127-135,1996","10.1103/PhysRevE.54.127","WUHEP-95-19","hep-lat cond-mat",,"  A recently developed model of random walks on a $D$-dimensional
hyperspherical lattice, where $D$ is {\sl not} restricted to integer values, is
used to study polymer growth near a $D$-dimensional attractive hyperspherical
boundary. The model determines the fraction $P(\kappa)$ of the polymer adsorbed
on this boundary as a function of the attractive potential $\kappa$ for all
values of $D$. The adsorption fraction $P(\kappa)$ exhibits a second-order
phase transition with a nontrivial scaling coefficient for $0<D<4$, $D\neq 2$,
and exhibits a first-order phase transition for $D>4$. At $D=4$ there is a
tricritical point with logarithmic scaling. This model reproduces earlier
results for $D=1$ and $D=2$, where $P(\kappa)$ scales linearly and
exponentially, respectively. A crossover transition that depends on the radius
of the adsorbing boundary is found.
","[{""version"":""v1"",""created"":""Tue, 6 Jun 1995 17:00:47 GMT""}]","2010-11-19"
"hep-lat/9506014","Pete Meissinger","Carl M. Bender, Stefan Boettcher, and Peter N. Meisinger","Universality in Random Walk Models with Birth and Death","11 pages, revtex, 2 postscript figures","Phys.Rev.Lett.75:3210-3213,1995","10.1103/PhysRevLett.75.3210","HEP-95-16","hep-lat",,"  Models of random walks are considered in which walkers are born at one
location and die at all other locations with uniform death rate. Steady-state
distributions of random walkers exhibit dimensionally dependent critical
behavior as a function of the birth rate. Exact analytical results for a
hyperspherical lattice yield a second-order phase transition with a nontrivial
critical exponent for all positive dimensions $D\neq 2,~4$. Numerical studies
of hypercubic and fractal lattices indicate that these exact results are
universal. Implications for the adsorption transition of polymers at curved
interfaces are discussed.
","[{""version"":""v1"",""created"":""Tue, 6 Jun 1995 23:29:26 GMT""}]","2009-09-25"
"hep-ph/9506247","Valery Nazaruk","V.I.Nazaruk","Reason of Large Scale Difference of the Results in the Neutron-
  antineutron Oscillation Problem","7 pages, LATEX",,,"INR-0998","hep-ph nucl-th",,"  We expose a grave drawback hidden in the standard model of
neutron-antineutron transitions in a medium. Correcting it, one improves a
limit on the free-space neutron-antineutron oscillation time by 31 orders of
magnitude.
","[{""version"":""v1"",""created"":""Tue, 6 Jun 1995 18:29:00 GMT""}]","2007-05-23"
"hep-ph/9506249","Andras Patkos","A. Patk\'os","Effective Models of the Electroweak Phase Transition","9 pages latex, no figs., to appear in Procs. of PASCOS/Hopkins 1995
  Conference",,,"UUITP-11/95","hep-ph",,"  The consecutive integration over the distinct mass scales ${\cal O}(T),{\cal
O}(gT)$ leads to a hierarchy of effective models for the electroweak phase
transition. Different techniques for the realisation of such strategy are
reviewed. Advantages and difficulties resulting from the use of reduced models
are discussed.
","[{""version"":""v1"",""created"":""Tue, 6 Jun 1995 17:22:13 GMT""}]","2007-05-23"
"hep-ph/9506252",,"Yung Su Tsai","TEST OF T AND CP VIOLATION IN LEPTONIC DECAY OF tau^+-","8 pages, uuencoded postscript file. To obtain a copy of this paper
  send e-mail to techpub@slac.stanford.edu","AIP Conf.Proc.349:104-112,1996","10.1063/1.49284","SLAC-PUB-05-6916","hep-ph",,"  The $\tau^\pm$, highly polarized in the direction of the incident beam, can
be obtained from the $e^\pm$ collider with the polarized incident $e^-$ (and
preferably also the $e^+$) beam. This polarization vector $\longvec
w_i=(w_1+w_2)/(1+w_1w_2) \widehat e_z$ can be used to construct the $T$ odd
rotationally invariant product $(\longvec w_i\times\longvec p_\mu)$. $\longvec
w_\mu$, where $w_1$ and $w_2$ are longitudinal polarization vectors of $e^-$
and $e^+$ respectively; $\longvec p_\mu$ and $\longvec w_\mu$ are the momentum
and polarization of the muon in the decay $\tau^-\rarrow \mu^-+
\bar\nu_\mu+\nu_\tau$. T is violated by the existence of such a term. CP can be
tested by comparing it with a similar term in $\tau^+$ decay. If T violation in
such a decay is milliweak or stronger, one can find it using the proposed
polarized $\tau$-charm factory with luminosity of $1 \sim 3 \times
10^{33}/\cm^2/\sec$. One can test whether T (and CP) violation is due to the
charged Higgs boson exchange by doing a similar experiment for the $\mu^\pm$
decay.
","[{""version"":""v1"",""created"":""Tue, 6 Jun 1995 17:09:55 GMT""}]","2015-06-25"
"hep-ph/9506253","Nikolaos Kidonakis","N. Kidonakis and J. Smith (ITP-Stony Brook)","Bottom quark production cross section at fixed-target $pp$ experiments","24 pages plain LATEX, 24 figures submitted as separate file. Complete
  postcript file including figures available at
  ftp://insti.physics.sunysb.edu/preprints/kidonaki/botpaper.tar.Z",,,"ITP-SB-95-16","hep-ph",,"  The cross section for bottom quark production at fixed-target energies is
calculated for a wide range of beam momenta. A detailed analysis is given for
the HERA-B experiment. We consider both the order $\alpha_s^3$ cross section
and the resummation of soft gluon corrections in all orders of QCD perturbation
theory. The inclusive transverse momentum and rapidity distributions, including
resummation, for bottom quark production at HERA-B are also presented.
","[{""version"":""v1"",""created"":""Tue, 6 Jun 1995 21:15:36 GMT""}]","2007-05-23"
"hep-ph/9506254",,"M. Takizawa (Institute for Nuclear Study, University of Tokyo), and M.
  Oka (Department of Physics, Tokyo Institute of Technology)","Effects of the $U_A(1)$ Anomaly on $\eta \to 2 \gamma$ Decay","12 pages, 3 Postscript figures","Phys.Lett. B359 (1995) 210-216; Erratum-ibid. B364 (1995) 249","10.1016/0370-2693(95)01362-8","INS-Rep.-1101 and TIT/HEP-295/NP","hep-ph nucl-th",,"  We study the $\eta \to 2 \gamma$ decay using an extended three-flavor
Nambu-Jona-Lasinio model that includes the 't~Hooft instanton induced
interaction. The $\eta$ meson mass and the $\eta \to 2 \gamma$ decay width are
reproduced simultaneously with a rather strong instanton induced interaction.
The calculated $\eta$ decay constant is $f_\eta = 2.23 f_\pi$ and it suggests
that the $\eta$ meson is no longer the Goldstone boson.
","[{""version"":""v1"",""created"":""Wed, 7 Jun 1995 05:44:41 GMT""}]","2009-10-28"
"hep-ph/9506256","Andrzej Czarnecki","Andrzej Czarnecki, Bernd Krause, and William J. Marciano","Electroweak Fermion-loop Contributions to the Muon Anomalous Magnetic
  Moment","Corrected version","Phys.Rev.D52:2619-2623,1995","10.1103/PhysRevD.52.R2619","TTP95-19","hep-ph",,"  The two-loop electroweak corrections to the anomalous magnetic moment of the
muon, generated by fermionic loops, are calculated. An interesting role of the
top quark in the anomaly cancellation is observed. New corrections, including
terms of order $G_\mu \alpha m_t^2$, are computed and a class of diagrams
previously thought to vanish are found to be important. The total fermionic
correction is $-(23\pm 3) \times 10^{-11}$ which decreases the electroweak
effects on $g-2$, predicted from one-loop calculations, by 12\%. We give an
updated theoretical prediction for $g-2$ of the muon.
","[{""version"":""v1"",""created"":""Wed, 7 Jun 1995 14:12:03 GMT""},{""version"":""v2"",""created"":""Fri, 9 Jun 1995 13:34:07 GMT""},{""version"":""v3"",""created"":""Thu, 15 Jun 1995 09:48:03 GMT""}]","2010-01-15"
