"acc-phys/9507001",,"A.R.Tumanyan, Kh.A.Simonyan, R.L.Mkrtchyan, A.Ts.Amatuni, R.O.Avakyan,
  A.G.Khudaverdyan","Coaxial Ring Cyclotron as a Perspective Nuclear Power Engineering
  Machine","Latex,5 pages, 1 fig",,,"YERPHI-1995(6)-95","acc-phys physics.acc-ph",,"  The circuit arrangement of the proposed coaxial ring cyclotron (CRC) is
described, and its main advantages, such as simple injection technique, several
injected beams summation option, high efficiency, are considered. The proposed
proton accelerator is a perspective machine for the solution of the main
problems of the present day nuclear power engineering as well as for the
next-generation nuclear power plants, representing a combination of subcritical
reactors and particle accelerators. The possibility of installation of CRCs
into ring accelerators with an average diameter from 60 to $100m$, e.g., the
Yerevan electron synchrotron, is considered.
","[{""version"":""v1"",""created"":""Thu, 27 Jul 1995 06:49:49 GMT""},{""version"":""v2"",""created"":""Wed, 9 Aug 1995 07:19:55 GMT""}]","2009-09-25"
"cond-mat/9507118",,"Karin Dahmen and James P. Sethna","Hysteresis, Avalanches, and Disorder Induced Critical Scaling: A
  Renormalization Group Approach","134 pages in REVTEX, plus 21 figures. The first two figures can be
  obtained from the references quoted in their respective figure captions, the
  remaining 19 figures are supplied separately in uuencoded format",,"10.1103/PhysRevB.53.14872",,"cond-mat",,"  We study the zero temperature random field Ising model as a model for noise
and avalanches in hysteretic systems. Tuning the amount of disorder in the
system, we find an ordinary critical point with avalanches on all length
scales. Using a mapping to the pure Ising model, we Borel sum the $6-\epsilon$
expansion to $O(\epsilon^5)$ for the correlation length exponent. We sketch a
new method for directly calculating avalanche exponents, which we perform to
$O(\epsilon)$. Numerical exponents in 3, 4, and 5 dimensions are in good
agreement with the analytical predictions.
","[{""version"":""v1"",""created"":""Wed, 26 Jul 1995 19:36:20 GMT""}]","2009-10-28"
"cond-mat/9507119","Dmitrii Maslov","Dmitrii L. Maslov (UIUC)","Transport through Dirty Luttinger Liquids Connected to Reservoirs","12 two-column pages, ReVTeX 3.0",,"10.1103/PhysRevB.52.R14368","UIUC-P-95-07-50","cond-mat",,"  It is shown that the conductance of a weakly disordered Luttinger-liquid
quantum wire connected to non-interacting leads is affected by
electron-electron interactions in the wire. This is in contrast to the case of
a perfect wire the conductance of which is given by $e^2/h$ regardless of
interactions in the wire. The disorder-induced correction to the conductance
scales with temperature and/or the wire length, the scaling exponent being
determined only by the interaction strength in the wire. These results explain
recent experiments on quasi-ballistic GaAs quantum wires.
","[{""version"":""v1"",""created"":""Wed, 26 Jul 1995 20:03:35 GMT""}]","2009-10-28"
"cond-mat/9507120","Robert Shrock","Victor Matveev and Robert Shrock","Complex-Temperature Properties of the 2D Ising Model for Nonzero
  Magnetic Field","24 pages, latex, with separate compressed, uuencoded figures","Phys.Rev. E53 (1996) 254-267","10.1103/PhysRevE.53.254","ITP-SB-95-23","cond-mat hep-lat",,"  We study the complex-temperature phase diagram of the square-lattice Ising
model for nonzero external magnetic field $H$, i.e. for $0 \le \mu \le \infty$,
where $\mu=e^{-2\beta H}$. We also carry out a similar analysis for $-\infty
\le \mu \le 0$. The results for the interval $-1 \le \mu \le 1$ provide a new
way of continuously connecting the two known exact solutions of this model,
viz., at $\mu=1$ (Onsager, Yang) and $\mu=-1$ (Lee and Yang). Our methods
include calculations of complex-temperature zeros of the partition function and
analysis of low-temperature series expansions. For real nonzero $H$, the inner
branch of a lima\c{c}on bounding the FM phase breaks and forms two
complex-conjugate arcs. We study the singularities and associated exponents of
thermodynamic functions at the endpoints of these arcs. For $\mu < 0$, there
are two line segments of singularities on the negative and positive $u$ axis,
and we carry out a similar study of the behavior at the inner endpoints of
these arcs, which constitute the nearest singularities to the origin in this
case. Finally, we also determine the exact complex-temperature phase diagrams
at $\mu=-1$ on the honeycomb and triangular lattices and discuss the relation
between these and the corresponding zero-field phase diagrams.
","[{""version"":""v1"",""created"":""Wed, 26 Jul 1995 21:58:34 GMT""}]","2016-08-31"
"cond-mat/9507121","Fujimoto Satoshi","S. Fujimoto, N. Kawakami, and S.-K. Yang","Exact Critical Exponents for Pseudo-Particles in the Kondo Problem","9 pages, no figures",,"10.1143/JPSJ.64.4552",,"cond-mat",,"  Exact critical exponents of the Green functions for pseudo-fermions and slave
bosons in the SU($N$) Anderson model with $U\rightarrow\infty$ are obtained by
using the Bethe ansatz solution and boundary conformal field theory. They are
evaluated exactly for mixed valence systems and Kondo systems with crystalline
fields. The results agree with the prediction of Menge and M\""uller-Hartmann,
which coincide with those of the X-ray problem. Some implication of our results
in one-dimensional chiral systems is also discussed.
","[{""version"":""v1"",""created"":""Thu, 27 Jul 1995 02:58:13 GMT""}]","2009-10-28"
"cond-mat/9507122","Janusz Jedrzejewski","Z. Gajek, J. Jedrzejewski and R. Lemanski","Canonical Phase Diagrams of the 1-D Falicov-Kimball Model at T=0","24 pages, 8 figures (not included)",,"10.1016/0378-4371(95)00302-9","IFT UWr 892/95","cond-mat",,"  The Falicov-Kimball model of spinless quantum electrons hopping on a
1-dimensional lattice and of immobile classical ions occupying some lattice
sites, with only intrasite coupling between those particles, have been studied
at zero temperature by means of well-controlled numerical procedures. For
selected values of the unique coupling parameter $U$ the restricted phase
diagrams (based on all the periodic configurations of localized particles
(ions) with period not greater than 16 lattice constants, typically) have been
constructed in the grand-canonical ensemble. Then these diagrams have been
translated into the canonical ensemble. Compared to the diagrams obtained in
other studies our ones contain more details, in particular they give better
insight into the way the mixtures of periodic phases are formed. Our study has
revealed several families of new characteristic phases like the generalized
most homogeneous and the generalized crenel phases, a first example of a
structural phase transition and a tendency to build up an additional symmetry
-- the hole-particle symmetry with respect to the ions (electrons) only, as $U$
decreases.
","[{""version"":""v1"",""created"":""Thu, 27 Jul 1995 11:54:10 GMT""}]","2015-06-25"
"cond-mat/9507123","Gilberto Giugliarelli","G. Giugliarelli and A.L. Stella (Dipartimento di Fisica, Universit\'a
  di Udine, Italy)","Discontinuous Interface Depinning from a Rough Wall","REVTeX (9 pages), 4 postscript figures, tarred, gzipped, uuencoded
  using `uufiles', coming with a separate file. Some revisions of abstract and
  results discussion and their theoretical and experimental implications have
  been done",,"10.1103/PhysRevE.53.5035","UDPHIR 95/05/GG","cond-mat",,"  Depinning of an interface from a random self--affine substrate with roughness
exponent $\zeta_S$ is studied in systems with short--range interactions. In
2$D$ transfer matrix results show that for $\zeta_S<1/2$ depinning falls in the
universality class of the flat case. When $\zeta_S$ exceeds the roughness
($\zeta_0=1/2$) of the interface in the bulk, geometrical disorder becomes
relevant and, moreover, depinning becomes \underline{discontinuous}. The same
unexpected scenario, and a precise location of the associated tricritical
point, are obtained for a simplified hierarchical model. It is inferred that,
in 3$D$, with $\zeta_0=0$, depinning turns first--order already for
$\zeta_S>0$. Thus critical wetting may be impossible to observe on rough
substrates.
","[{""version"":""v1"",""created"":""Thu, 27 Jul 1995 13:17:12 GMT""},{""version"":""v2"",""created"":""Wed, 11 Oct 1995 10:07:21 GMT""}]","2009-10-28"
"cond-mat/9507125",,"Sudhansu S. Mandal, S. Ramaswamy, and V. Ravishankar","Novel Finite Temperature Conductivity in Quantum Hall Systems","10 pages",,,,"cond-mat",,"  We study quantum Hall systems (mainly the integer case) at finite
temperatures and show that there is a novel temperature dependence even for a
pure system, thanks to the `anomalous' nature of generators of translation. The
deviation of Hall conductivity from its zero temperature value is controlled by
a parameter $T_0 =\pi \rho /m^\ast N$ which is sample specific and hence the
universality of quantization is lost at finite temperatures.
","[{""version"":""v1"",""created"":""Thu, 27 Jul 1995 10:13:59 GMT""}]","2007-05-23"
"gr-qc/9507052","Jolien Creighton","Jolien Creighton and Robert Mann","Quailocal Formalism for Dilaton Gravity with Yang-Mills Fields","5 pages. Uses AMS-TeX preprint style. Submitted to the proceedings of
  the 6th Canadian Conference on General Relativity and Relativistic
  Astrophysics",,,,"gr-qc",,"  We present a quasilocal formalism, based on the one proposed by Brown and
York, for dilaton gravity with Yang-Mills fields. For solutions possessing
sufficient symmetry, we define conserved quantities such as mass, angular
momentum, and charge. We also present a micro-canonical action and use it to
arrive at a quasilocal version of the first law of thermodynamics for static
systems containing a black hole.
","[{""version"":""v1"",""created"":""Wed, 26 Jul 1995 17:31:38 GMT""}]","2007-05-23"
"gr-qc/9507053","Gennaro Miele","Giampiero Esposito, Gennaro Miele and Luigi Rosa","One-loop effective potential for SO(10) GUT theories in de Sitter space","25 pages, plain Tex, plus Latex file of the tables appended at the
  end. Published in Classical and Quantum Gravity, Vol. 11, pp. 2031-2044,
  August 1994","Class.Quant.Grav.11:2031-2044,1994","10.1088/0264-9381/11/8/010","FERMILAB PUB 93-379-A","gr-qc",,"  Zeta-function regularization is applied to evaluate the one-loop effective
potential for SO(10) grand-unified theories in de Sitter cosmologies. When the
Higgs scalar field belongs to the 210-dimensional irreducible representation of
SO(10), attention is focused on the mass matrix relevant for the
SU(3)xSU(2)xU(1) symmetry-breaking direction, to agree with low-energy
phenomenology of the particle-physics standard model. The analysis is
restricted to those values of the tree-level-potential parameters for which the
absolute minima of the classical potential have been evaluated. As shown in the
recent literature, such minima turn out to be SO(6)xSO(4)- or
SU(3)xSU(2)xSU(2)xU(1)-invariant. Electroweak phenomenology is more naturally
derived, however, from the former minima. Hence the values of the parameters
leading to the alternative set of minima have been discarded. Within this
framework, flat-space limit and general form of the one-loop effective
potential are studied in detail by using analytic and numerical methods. It
turns out that, as far as the absolute-minimum direction is concerned, the
flat-space limit of the one-loop calculation about a de Sitter background does
not change the results previously obtained in the literature, where the
tree-level potential in flat space-time was studied. Moreover, when curvature
effects are no longer negligible in the one-loop potential, it is found that
the early universe remains bound to reach only the SO(6)xSO(4) absolute
minimum.
","[{""version"":""v1"",""created"":""Thu, 27 Jul 1995 12:56:16 GMT""}]","2010-04-06"
"gr-qc/9507054","Carsten Gundlach","Carsten Gundlach","The Choptuik spacetime as an eigenvalue problem","Review section rewritten; sign error in equation (4), error
  concerning non-minimally coupled scalar field, one typo in table corrected,
  references added. To be published in Phys. Rev. Lett","Phys.Rev.Lett. 75 (1995) 3214-3217","10.1103/PhysRevLett.75.3214","LAEFF-95/09","gr-qc",,"  By fine-tuning generic Cauchy data, critical phenomena have recently been
discovered in the black hole/no black hole ""phase transition"" of various
gravitating systems. For the spherisymmetric real scalar field system, we find
the ""critical"" spacetime separating the two phases by demanding discrete
scale-invariance, analyticity, and an additional reflection-type symmetry. The
resulting nonlinear hyperbolic boundary value problem, with the rescaling
factor Delta as the eigenvalue, is solved numerically by relaxation. We find
Delta = 3.4439 +/- 0.0004.
","[{""version"":""v1"",""created"":""Thu, 27 Jul 1995 14:50:33 GMT""},{""version"":""v2"",""created"":""Wed, 13 Sep 1995 10:19:46 GMT""}]","2009-10-28"
"gr-qc/9510064",,"Mariusz P. Dabrowski","Time-Symmetrization and Isotropization of Stiff-Fluid Kantowski-Sachs
  Universes","9 pages, no figures","Astrophys.Space Sci.240:123-131,1996","10.1007/BF00640199",,"gr-qc astro-ph",,"  It is shown that growing-entropy stiff-fluid Kantowski-Sachs universes become
time-symmetric (if they start with time-asymmetric phase) and isotropize.
Isotropization happens without any inflationary era during the evolution since
there is no cosmological term here. It seems that this approach is an
alternative to inflation since the universe gets bigger and bigger approaching
'flatness'.
","[{""version"":""v1"",""created"":""Wed, 26 Jul 1995 21:37:59 GMT""}]","2009-10-28"
"hep-lat/9507022","Frank X. Lee","Frank X. Lee, Richard M. Woloshyn and Howard D. Trottier","Abelian Dominance in Chiral Symmetry Breaking","4 pages in Latex with 4 embedded Postscript figures, uses
  espcrc2.sty, psfig.sty. All are uuencoded, gzipped in a self-extracting file.
  Contribution to Lattice'95, Melbourne, Australia","Nucl.Phys.Proc.Suppl. 47 (1996) 561-564","10.1016/0920-5632(96)00122-3",,"hep-lat",,"  Calculations of the chiral condensate $\langle \bar{\psi} \psi \rangle$ on
the lattice using staggered fermions and the Lanczos algorithm are presented.
Three gauge fields are considered: the quenched non-Abelian field, the Abelian
field projected in the maximal Abelian gauge, and the monopole field further
decomposed from the Abelian field. The results show that the Abelian monopoles
largely reproduce the chiral condensate values of the full non-Abelian theory,
both in SU(2) and in SU(3).
","[{""version"":""v1"",""created"":""Wed, 26 Jul 1995 23:19:27 GMT""}]","2009-10-28"
"hep-ph/9507423","Alasdair James Gill","T.S.Evans, A.J. Gill and R.J. Rivers","Vortex Production in Non-Relativistic and Relativistic Media","20 pages, RevTeX and epsf, 1 postscript figure. Resubmitted because
  archive (not a bulletin board) ate the figures file first time round.
  Available through anonymous ftp as LaTeX from
  ftp://euclid.tp.ph.ic.ac.uk/papers/94-5_53.tex or as LaTeX or postscript at
  http://euclid.tp.ph.ic.ac.uk/Papers/index.html",,,"Imperial/TP/94-95/53","hep-ph",,"  We examine string (vortex) formation at a quench for a weakly-coupled global
U(1) theory when the excitation spectrum is non-relativistic. It is so similar
to vortex production in the corresponding relativistic plasma as to reinforce
arguments for the similarity of vortex production in the early universe and in
low-temperature many-body physics.
","[{""version"":""v1"",""created"":""Wed, 26 Jul 1995 17:21:08 GMT""},{""version"":""v2"",""created"":""Thu, 27 Jul 1995 14:01:53 GMT""}]","2008-02-03"
"hep-ph/9507424","Klaus Kinder-Geiger","John Ellis, G.L Fogli and E. Lisi","The Higgs Boson Mass from Precision Electroweak Data","10 pages, latex, 8 figures as uu-encoded postscript file","Z.Phys.C69:627-634,1996","10.1007/s002880050066","CERN-TH. 95-202","hep-ph hep-ex",,"  We present a new global fit to precision electroweak data, including new low-
and high-energy data and analyzing the radiative corrections arising from the
minimal symmetry breaking sectors of the Standard Model (SM) and its
supersymmetric extension (MSSM). It is shown that present data favor a Higgs
mass of O(M_Z): M_H = 76+152-50 GeV. We confront our analysis with
(meta)stability and perturbative bounds on the SM Higgs mass, and the
theoretical upper bound on the MSSM Higgs mass. Present data do not
discriminate significantly between the SM and MSSM Higgs mass ranges. We
comment in passing on the sensitivity of the Higgs mass determination to the
values of alpha(M_Z) and alpha_s(M_Z).
","[{""version"":""v1"",""created"":""Wed, 26 Jul 1995 17:13:26 GMT""},{""version"":""v2"",""created"":""Wed, 2 Aug 1995 16:36:55 GMT""}]","2009-09-11"
